,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"8,025","9,248","10,842","13,094","15,451","17,772","21,454","25,371","27,518","29,771"
Revenue Growth (YoY),19.30%,15.24%,17.24%,20.77%,18.00%,15.02%,20.72%,18.26%,8.46%,8.19%
Cost of Revenue,"3,807","4,529","5,701","6,695","8,262","9,785","11,453","13,450","15,865","17,986"
Gross Profit,"4,218","4,719","5,141","6,399","7,189","7,987","10,001","11,921","11,653","11,785"
"Selling, General & Admin","1,687","1,810","1,997","2,400","2,855","3,112","3,931","4,559","4,356","3,868"
Research & Development,747,792,834,"1,740","1,831","2,085","2,642","3,038","3,253","2,973"
Other Operating Expenses,516,656,724,132,309,71,139,62,207,-84
Operating Expenses,"2,950","3,258","3,555","4,272","4,995","5,268","6,712","7,659","7,816","6,757"
Operating Income,"1,268","1,461","1,586","2,127","2,194","2,719","3,289","4,262","3,837","5,028"
Other Expense / Income,7,-27,-45,-73,-182,-279,"-1,776",163,471,-383
Pretax Income,"1,261","1,488","1,631","2,200","2,376","2,998","5,065","4,099","3,366","5,411"
Income Tax,842,260,230,405,319,539,863,-70,947,"1,165"
Net Income,419,"1,228","1,401","1,795","2,057","2,459","4,202","4,169","2,419","4,246"
Net Income Growth,-56.13%,193.08%,14.09%,28.12%,14.60%,19.54%,70.88%,-0.79%,-41.98%,75.53%
Shares Outstanding (Basic),"1,218","1,222","1,210","1,203","1,184","1,174","1,173","1,174","1,154","1,103"
Shares Outstanding (Diluted),"1,224","1,229","1,218","1,221","1,203","1,188","1,187","1,186","1,158","1,107"
Shares Change,-,0.41%,-0.90%,0.25%,-1.47%,-1.25%,-0.08%,-0.08%,-2.36%,-4.40%
EPS (Basic),0.34,1.00,1.16,1.49,1.74,2.09,3.58,3.55,2.10,3.85
EPS (Diluted),0.34,1.00,1.15,1.47,1.71,2.07,3.54,3.52,2.09,3.84
EPS Growth,-56.41%,194.12%,15.00%,27.83%,16.33%,21.05%,71.01%,-0.56%,-40.63%,83.73%
Free Cash Flow,"1,728","1,850","2,489","1,864","4,660","3,384","5,473","4,894","5,112","4,265"
Free Cash Flow Per Share,1.42,1.51,2.06,1.55,3.94,2.88,4.67,4.17,4.43,3.87
Gross Margin,52.56%,51.03%,47.42%,48.87%,46.53%,44.94%,46.62%,46.99%,42.35%,39.59%
Operating Margin,15.80%,15.80%,14.63%,16.24%,14.20%,15.30%,15.33%,16.80%,13.94%,16.89%
Profit Margin,5.22%,13.28%,12.92%,13.71%,13.31%,13.84%,19.59%,16.43%,8.79%,14.26%
Free Cash Flow Margin,21.53%,20.00%,22.96%,14.24%,30.16%,19.04%,25.51%,19.29%,18.58%,14.33%
Effective Tax Rate,66.77%,17.47%,14.10%,18.41%,13.43%,17.98%,17.04%,-1.71%,28.13%,21.53%
EBITDA,"1,777","2,096","2,355","3,005","3,152","3,910","6,254","5,364","4,683","6,483"
EBITDA Margin,22.14%,22.66%,21.72%,22.95%,20.40%,22.00%,29.15%,21.14%,17.02%,21.78%
Depreciation & Amortization,516,608,724,805,776,912,"1,189","1,265","1,317","1,072"
EBIT,"1,261","1,488","1,631","2,200","2,376","2,998","5,065","4,099","3,366","5,411"
EBIT Margin,15.71%,16.09%,15.04%,16.80%,15.38%,16.87%,23.61%,16.16%,12.23%,18.18%
