,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-06-25,2016-09-24,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25,2022-09-24,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30,Current
Market Capitalization,"9,826","8,359","8,449","10,735","11,749","12,625","11,380","11,509","11,853","12,263","9,119","9,944","8,985","6,949","8,001","9,379","7,845","9,339","11,076","10,164","11,850","13,096","10,588","10,926","9,701","15,066","16,196","17,110","20,731","20,757","24,069","25,947","26,130","22,649","20,575","24,844","25,865","24,194","22,087","23,253","25,568"
Market Cap Growth,35.89%,2.06%,-8.80%,-0.99%,19.57%,51.04%,34.68%,7.21%,0.88%,-2.87%,-19.87%,-13.60%,-24.20%,-43.33%,-12.26%,-5.68%,-12.69%,34.40%,38.44%,8.37%,51.06%,40.23%,-4.40%,7.49%,-18.13%,15.04%,52.96%,56.61%,113.70%,37.77%,48.62%,51.65%,26.04%,9.12%,-14.52%,-4.25%,-1.01%,6.82%,7.35%,-6.40%,-
Enterprise Value,"9,859","8,306","8,555","10,689","11,761","12,578","11,530","11,613","12,050","12,330","9,384","10,191","9,551","7,372","8,478","9,732","8,452","9,845","11,612","10,518","14,596","15,705","13,419","13,550","12,627","17,188","18,497","19,310","23,305","23,160","26,827","28,988","29,641","26,053","24,422","28,912","30,379","28,418","26,642","27,892","30,207"
PE Ratio,50.33,15.66,27.58,23.95,50.61,20.58,32.58,25.76,43.79,19.60,25.49,20.12,37.25,10.81,21.77,21.37,27.45,11.26,23.71,18.57,38.56,14.94,21.67,18.94,28.95,11.12,21.24,31.48,28.58,14.02,26.81,29.31,34.89,14.28,21.97,22.93,35.32,14.36,21.65,23.45,23.44
PS Ratio,1.87,1.55,1.52,1.88,2.01,2.09,1.85,1.85,1.86,1.90,1.40,1.47,1.31,0.99,1.11,1.29,1.06,1.23,1.43,1.28,1.47,1.60,1.28,1.31,1.14,1.62,1.63,1.61,1.81,1.75,1.96,2.04,2.02,1.71,1.52,1.75,1.79,1.64,1.48,1.60,1.76
PB Ratio,8.16,6.60,6.87,8.30,8.94,9.13,8.51,8.26,8.76,8.16,6.23,6.84,6.51,5.03,5.83,6.61,5.97,6.64,7.41,6.51,7.98,8.48,7.10,6.97,7.17,8.88,8.63,8.89,11.19,10.48,11.91,12.96,14.60,11.83,10.60,12.16,13.51,11.59,10.46,10.82,11.89
P/FCF Ratio,54.54,35.47,39.15,43.19,37.17,42.00,39.73,59.73,51.32,54.93,41.54,24.08,42.65,18.43,16.16,24.61,15.99,22.92,31.48,24.44,26.87,25.00,20.13,18.38,14.05,12.19,13.87,15.55,18.47,26.38,32.25,50.85,68.66,81.56,104.98,42.57,51.88,36.88,26.95,56.55,62.18
P/OCF Ratio,25.14,19.11,20.99,26.24,24.30,26.52,23.46,26.82,26.03,26.45,19.84,15.56,20.66,11.61,11.33,14.85,10.44,13.78,17.20,14.64,16.85,17.02,14.02,13.46,10.68,10.35,11.55,12.27,13.93,17.15,19.08,22.79,25.60,23.71,23.03,18.31,19.63,15.98,13.24,24.79,27.26
Debt / Equity Ratio,0.07,0.00,0.12,0.00,0.05,0.01,0.15,0.12,0.20,0.15,0.22,0.21,0.46,0.36,0.40,0.33,0.56,0.41,0.41,0.28,1.92,1.76,1.95,1.73,2.50,1.96,1.82,1.84,2.01,1.93,1.91,1.96,2.19,2.06,2.09,2.09,2.46,2.32,2.36,2.34,2.34
Quick Ratio,0.10,0.13,0.12,0.15,0.11,0.13,0.12,0.08,0.09,0.21,0.10,0.07,0.10,0.09,0.09,0.13,0.14,0.08,0.10,0.10,0.08,0.09,0.07,0.07,0.31,0.56,0.53,0.77,0.58,0.68,0.55,0.43,0.19,0.24,0.10,0.09,0.08,0.28,0.18,0.18,0.18
