,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"35,711","40,756","38,766","49,040","43,721","32,121","18,047","20,541","12,897","19,672","18,547"
Market Cap Growth,22.45%,14.13%,-4.88%,26.50%,-10.85%,-26.53%,-43.82%,13.82%,-37.21%,52.53%,-
Enterprise Value,"44,468","48,148","47,562","57,840","53,062","43,105","36,914","45,995","42,761","49,137","48,012"
PE Ratio,29.37,23.20,13.95,18.82,13.87,10.74,-1.76,-2.16,-2.12,-265.84,-265.84
PS Ratio,2.25,2.59,2.37,2.80,2.32,1.54,3.23,10.77,1.06,0.91,0.86
PB Ratio,1.48,1.72,1.72,2.03,1.79,1.27,0.88,1.69,1.83,2.86,2.69
P/FCF Ratio,40.17,18.11,18.48,20.62,19.97,446.13,-1.88,-2.79,-1.97,14.71,13.87
P/OCF Ratio,10.41,8.97,7.55,9.21,7.88,5.87,-2.86,-5.00,-7.72,4.60,4.33
EV/Sales Ratio,2.80,3.06,2.90,3.30,2.81,2.07,6.60,24.11,3.51,2.28,2.22
EV/EBITDA Ratio,14.12,13.22,9.93,12.28,9.80,7.94,-5.32,-8.29,-20.89,10.87,10.62
EV/EBIT Ratio,29.39,23.88,15.59,20.20,15.61,13.19,-3.94,-5.81,-9.57,24.51,23.95
EV/FCF Ratio,50.02,21.39,22.67,24.32,24.24,598.69,-3.85,-6.25,-6.54,36.75,35.91
Debt / Equity Ratio,0.38,0.37,0.42,0.38,0.42,0.45,1.38,2.85,5.08,4.63,4.63
Debt / EBITDA Ratio,2.89,2.41,1.96,1.95,1.91,2.12,-4.09,-6.24,-17.53,7.06,7.06
Debt / FCF Ratio,10.22,3.90,4.48,3.87,4.72,159.75,-2.96,-4.70,-5.49,23.85,23.85
Quick Ratio,0.12,0.24,0.13,0.08,0.15,0.11,1.13,0.90,0.60,0.26,0.26
Current Ratio,0.22,0.35,0.24,0.18,0.24,0.23,1.22,0.97,0.71,0.46,0.46
Asset Turnover,0.40,0.41,0.42,0.44,0.45,0.47,0.11,0.04,0.23,0.43,0.43
Interest Coverage,5.25,9.29,13.68,14.46,17.53,15.86,-10.46,-4.95,-2.78,0.97,0.97
Return on Equity (ROE),5.00%,7.40%,12.20%,11.10%,12.90%,12.10%,-48.10%,-58.70%,-71.70%,-1.10%,-1.10%
Return on Assets (ROA),3.00%,4.50%,7.10%,6.50%,7.50%,6.70%,-20.40%,-17.30%,-11.60%,-0.10%,-0.10%
Return on Capital (ROIC),5.28%,7.72%,9.43%,8.22%,9.40%,8.68%,-18.12%,-15.17%,-10.20%,5.04%,5.04%
Earnings Yield,3.41%,4.31%,7.17%,5.31%,7.21%,9.31%,-56.72%,-46.25%,-47.24%,-0.38%,-0.40%
FCF Yield,2.49%,5.52%,5.41%,4.85%,5.01%,0.22%,-53.12%,-35.86%,-50.71%,6.80%,7.21%
Dividend Yield,2.30%,2.20%,2.60%,2.40%,3.20%,4.40%,2.50%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,63.70%,48.70%,36.20%,44.30%,43.80%,46.10%,-3.80%,0.00%,0.00%,0.00%,0.00%
Buyback Yield / Dilution,-0.13%,0.26%,6.51%,0.92%,2.94%,1.74%,-26.76%,-29.06%,-11.41%,-0.57%,-0.57%
Total Shareholder Return,2.17%,2.46%,9.11%,3.32%,6.14%,6.14%,-24.26%,-29.06%,-11.41%,-0.57%,-0.57%
