,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"374,907","394,356","397,996","359,982","377,541","368,528","437,625","535,057","525,119","483,012","552,609","546,187","586,186","643,105","674,671","731,905","721,121","784,278","839,739","726,734","818,158","751,727","846,736","923,760","798,592","967,990","996,848","1,185,532","1,390,420","1,636,399","1,782,583","1,922,951","1,838,393","1,435,042","1,247,659","1,141,961","1,328,470","1,519,831","1,650,014","1,748,360","803,921"
Market Cap Growth,43.05%,34.88%,36.31%,-3.95%,0.70%,-6.55%,9.96%,48.63%,39.09%,31.07%,26.27%,2.08%,11.63%,33.14%,22.09%,34.00%,23.02%,21.95%,24.47%,-0.71%,13.46%,-4.15%,0.83%,27.11%,-2.39%,28.77%,17.73%,28.34%,74.11%,69.05%,78.82%,62.20%,32.22%,-12.30%,-30.01%,-40.61%,-27.74%,5.91%,32.25%,53.10%,-
Enterprise Value,"321,771","338,393","341,078","300,824","317,340","303,981","370,089","467,211","455,063","408,755","473,491","463,789","497,684","552,347","578,492","634,003","623,538","686,005","737,309","621,606","716,942","643,833","739,307","818,853","696,855","861,637","889,138","1,073,916","1,280,585","1,526,483","1,666,339","1,809,508","1,730,577","1,336,476","1,158,037","1,055,401","1,239,864","1,427,950","1,556,410","1,663,157","718,718"
PE Ratio,29.20,30.42,31.26,25.47,26.44,25.70,28.09,33.81,31.79,26.86,28.98,28.04,28.32,33.25,32.10,57.80,43.34,48.09,44.74,23.64,29.23,21.64,25.96,26.90,23.13,30.70,27.91,29.44,27.07,26.00,25.24,25.29,24.66,19.93,18.63,19.04,22.68,24.93,24.73,23.69,24.44
PS Ratio,6.47,6.48,6.26,5.45,5.57,5.29,6.10,7.14,6.73,5.91,6.46,6.05,6.19,6.48,6.45,6.60,6.15,6.33,6.47,5.31,5.76,5.07,5.46,5.71,4.79,5.83,5.81,6.50,7.07,7.43,7.45,7.46,6.80,5.16,4.42,4.04,4.67,5.25,5.55,5.69,2.62
PB Ratio,4.09,4.12,4.03,3.47,3.48,3.30,3.77,4.45,4.25,3.78,4.12,3.93,4.04,4.34,4.30,4.80,4.48,4.84,4.94,4.09,4.46,3.91,4.34,4.59,3.92,4.67,4.68,5.33,6.05,6.89,7.29,7.64,7.24,5.62,4.92,4.46,5.09,5.69,6.04,6.17,2.84
P/FCF Ratio,55.35,55.02,58.23,29.84,22.52,19.49,21.62,32.12,29.02,23.55,22.81,20.96,21.00,25.22,27.68,30.61,34.02,36.93,36.82,31.83,31.69,27.14,29.71,29.83,27.48,31.07,29.30,27.67,27.40,27.96,27.15,28.70,26.65,22.01,19.95,19.03,21.46,21.38,21.26,25.16,11.57
P/OCF Ratio,19.31,19.39,18.73,15.64,14.89,13.74,16.22,20.14,19.09,16.36,16.63,15.16,15.46,17.76,18.62,19.73,18.40,18.71,18.56,15.15,16.93,14.79,15.95,16.94,14.80,17.49,17.53,18.20,19.06,20.24,19.94,20.98,18.86,15.11,13.44,12.48,14.78,15.33,15.50,17.18,7.90
Debt / Equity Ratio,0.07,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.07,0.07,0.07,0.07,0.08,0.07,0.12,0.11,0.11,0.11,0.11,0.10,0.10,0.10,0.11,0.11,0.10,0.10,0.10,0.09,0.09
Quick Ratio,4.13,4.07,3.97,4.45,5.22,4.60,4.49,4.41,4.89,5.23,6.64,6.00,6.91,5.82,5.58,4.97,4.71,3.99,3.97,3.75,3.80,3.84,3.62,3.21,3.46,3.26,3.27,2.95,2.94,3.01,2.85,2.79,2.72,2.62,2.29,2.22,2.20,2.02,1.87,1.94,1.94
