,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"5,360","6,540","7,237","6,166","8,799","10,409","13,313","14,365","16,458","16,647","17,460"
Market Cap Growth,20.80%,22.02%,10.65%,-14.80%,42.70%,18.30%,27.90%,7.90%,14.57%,1.15%,-
Enterprise Value,"5,224","6,393","7,285","6,514","9,136","10,598","13,583","14,513","18,142","18,030","18,788"
PE Ratio,25.34,27.13,21.36,23.88,32.95,29.51,35.70,35.95,41.47,35.56,37.06
PS Ratio,5.82,6.50,6.42,5.05,6.52,7.25,8.91,9.03,8.93,7.98,8.22
PB Ratio,10.49,12.30,13.99,11.02,16.73,15.48,14.85,14.13,12.36,10.28,10.27
P/FCF Ratio,21.68,23.30,25.54,21.74,24.99,28.30,31.09,29.08,33.79,28.47,27.50
P/OCF Ratio,20.22,21.34,21.86,19.24,22.82,24.37,26.32,25.87,30.58,25.79,25.15
EV/Sales Ratio,5.68,6.35,6.46,5.33,6.77,7.38,9.09,9.12,9.84,8.65,8.85
EV/EBITDA Ratio,15.52,17.60,14.56,16.32,21.48,21.24,25.26,24.89,29.79,22.88,23.44
EV/EBIT Ratio,17.28,19.26,15.76,18.56,24.82,24.16,31.09,30.50,37.85,27.73,28.26
EV/FCF Ratio,21.12,22.77,25.70,22.96,25.94,28.82,31.72,29.38,37.24,30.83,29.60
Debt / Equity Ratio,-,0.07,0.58,1.03,1.09,0.85,0.98,0.85,1.67,1.14,1.04
Debt / EBITDA Ratio,-,0.10,0.60,1.44,1.35,1.15,1.63,1.49,3.65,2.33,2.21
Debt / FCF Ratio,-,0.12,1.06,2.03,1.63,1.56,2.05,1.75,4.56,3.15,2.79
Quick Ratio,1.78,1.99,2.21,1.87,1.78,2.43,2.75,2.75,1.69,1.44,1.51
Current Ratio,1.96,2.18,2.33,2.04,1.95,2.67,3.05,2.96,1.99,1.59,1.68
Asset Turnover,1.39,1.43,1.10,1.00,0.94,0.97,0.78,0.73,0.58,0.52,0.53
Interest Coverage,-,-,406.80,53.17,22.60,26.38,44.46,58.03,13.43,9.81,10.45
Return on Equity (ROE),40.50%,46.00%,62.70%,49.70%,46.60%,57.20%,48.20%,40.20%,32.30%,29.40%,29.10%
Return on Assets (ROA),32.00%,34.20%,33.10%,21.20%,18.60%,23.90%,19.60%,18.40%,12.50%,11.70%,12.10%
Return on Capital (ROIC),41.22%,42.31%,31.44%,23.28%,25.39%,29.38%,21.66%,21.52%,11.98%,14.58%,14.85%
Earnings Yield,3.95%,3.69%,4.68%,4.19%,3.04%,3.39%,2.80%,2.78%,2.41%,2.81%,2.75%
FCF Yield,4.61%,4.29%,3.92%,4.60%,4.00%,3.53%,3.22%,3.44%,2.96%,3.51%,3.64%
Dividend Yield,1.20%,1.10%,1.10%,1.30%,1.00%,1.00%,0.90%,0.80%,0.80%,0.90%,0.86%
Payout Ratio,29.70%,28.60%,22.70%,32.40%,34.80%,29.40%,30.30%,30.10%,32.60%,30.50%,31.69%
Buyback Yield / Dilution,3.71%,1.71%,2.06%,4.17%,0.67%,1.28%,0.58%,0.20%,-0.43%,-0.42%,0.70%
Total Shareholder Return,4.91%,2.81%,3.16%,5.47%,1.67%,2.28%,1.48%,1.00%,0.37%,0.48%,1.55%
