,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"7,844","6,211","6,243","6,895","6,893","7,304","7,043","12,321","8,323","9,278","8,561"
Market Cap Growth,37.20%,-20.82%,0.53%,10.44%,-0.03%,5.95%,-3.56%,74.93%,-32.45%,11.48%,-
Enterprise Value,"7,558","5,994","5,984","6,601","6,617","7,307","6,772","11,967","7,902",-,"7,829"
PE Ratio,25.64,17.36,18.18,23.73,15.87,16.07,23.00,20.58,12.65,22.57,20.89
PS Ratio,1.67,1.22,1.19,1.31,1.19,1.20,1.38,1.91,1.15,3.60,1.34
PB Ratio,8.01,6.19,5.75,6.24,6.48,6.39,5.84,8.92,5.31,0,5.39
P/FCF Ratio,-1791.64,22.35,17.19,19.20,16.72,13.78,15.31,21.88,14.69,14.90,44.22
P/OCF Ratio,160.83,18.23,14.25,15.60,15.22,12.76,13.55,20.65,13.80,13.57,35.63
EV/Sales Ratio,1.61,1.18,1.14,1.25,1.14,1.20,1.33,1.85,1.09,-,1.22
EV/EBITDA Ratio,15.20,10.32,10.79,12.76,11.24,11.75,24.95,17.50,7.43,-,16.55
EV/EBIT Ratio,16.86,11.29,11.94,14.57,12.64,13.15,32.91,19.30,7.84,-,18.55
EV/FCF Ratio,-1726.36,21.57,16.48,18.38,16.05,13.79,14.72,21.25,13.95,-,40.44
Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.24,0.25,0.19,0.15,0,0
Debt / EBITDA Ratio,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.44,0.25,0.51,-
Debt / FCF Ratio,-0.33,0.00,0.00,0.00,0.00,0.00,0.60,0.54,0.47,0.38,-
Quick Ratio,1.52,1.41,1.42,1.37,1.31,1.17,1.23,1.18,1.38,0,1.29
Current Ratio,2.12,2.05,1.89,1.91,1.80,1.73,1.76,1.67,1.88,0,1.29
Asset Turnover,2.85,2.99,2.95,2.82,3.05,2.63,2.00,2.19,2.44,0,2.13
Interest Coverage,0,0,0,0,0,0,0,0,132.52,0,0
Return on Equity (ROE),33.27%,36.52%,34.21%,26.74%,39.29%,42.74%,26.78%,49.67%,47.64%,26.21%,25.89%
Return on Assets (ROA),20.56%,21.72%,20.16%,16.34%,23.26%,23.88%,13.25%,23.41%,22.28%,13.87%,13.66%
Return on Capital (ROIC),33.21%,36.43%,34.17%,26.72%,38.97%,42.37%,13.84%,33.65%,47.29%,18.45%,21.21%
Earnings Yield,3.90%,5.76%,5.50%,4.21%,6.30%,6.22%,4.35%,4.86%,7.91%,4.43%,4.80%
FCF Yield,3.54%,5.85%,5.75%,5.98%,7.69%,6.30%,8.00%,4.60%,7.48%,-,2.26%
Dividend Yield,1.24%,1.73%,1.83%,1.75%,1.98%,1.99%,2.21%,1.38%,2.27%,-,2.62%
Payout Ratio,31.90%,30.06%,33.25%,41.64%,31.41%,32.05%,50.91%,28.50%,28.77%,-,54.78%
Buyback Yield / Dilution,1.49%,1.93%,3.13%,3.01%,2.63%,4.27%,2.66%,1.41%,-1.43%,6.39%,2.64%
Total Shareholder Return,2.73%,3.66%,4.96%,4.76%,4.61%,6.26%,4.87%,2.80%,0.84%,6.39%,5.26%
