,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"15,891","16,124","11,260","10,281","10,530","10,736","10,189","9,660","11,141","12,617"
Revenue Growth (YoY),-7.42%,1.47%,-30.17%,-8.69%,2.42%,1.96%,-5.10%,-5.19%,15.33%,13.25%
Cost of Revenue,"12,644","13,144","8,597","7,898","8,065","8,163","7,840","6,967","8,430","10,069"
Gross Profit,"3,247","2,980","2,663","2,383","2,465","2,573","2,349","2,693","2,711","2,548"
"Selling, General & Admin",220,187,196,194,215,192,196,165,166,207
Other Operating Expenses,543,320,626,"1,176",595,266,265,917,"1,635","1,608"
Operating Expenses,763,507,822,"1,370",810,458,461,"1,082","1,801","1,815"
Operating Income,"2,484","2,473","1,841","1,013","1,655","2,115","1,888","1,611",910,733
Interest Expense / Income,"1,482","1,451","1,145","1,134","1,170","1,056","1,050","1,038",911,"1,117"
Other Expense / Income,545,-118,-22,977,656,-852,183,311,541,-103
Pretax Income,457,"1,140",718,"-1,098",-171,"1,911",655,262,-542,-281
Income Tax,343,371,412,32,990,708,352,216,-133,265
Net Income,114,769,306,"-1,130","-1,161","1,203",303,46,-409,-546
Net Income Growth,-,574.56%,-60.21%,-,-,-,-74.81%,-84.82%,-,-
Shares Outstanding (Basic),742,713,673,659,660,662,664,665,667,668
Shares Change,-0.22%,-3.94%,-5.64%,-2.03%,0.18%,0.29%,0.24%,0.19%,0.24%,0.19%
EPS (Basic),0.15,1.07,0.45,-1.72,-1.76,1.82,0.46,0.07,-0.61,-0.82
EPS (Diluted),0.15,1.06,0.44,-1.72,-1.76,1.81,0.45,0.07,-0.61,-0.82
EPS Growth,-,606.67%,-58.49%,-,-,-,-75.14%,-84.44%,-,-
Free Cash Flow,727,-225,-174,552,327,222,61,855,-214,"-1,836"
Free Cash Flow Per Share,0.98,-0.32,-0.26,0.84,0.49,0.34,0.09,1.28,-0.32,-2.75
Dividend Per Share,0.160,0.200,0.400,0.440,0.480,0.520,0.546,0.573,0.602,0.632
Dividend Growth,300.00%,25.00%,100.00%,10.00%,9.09%,8.33%,5.00%,4.95%,5.06%,4.98%
Gross Margin,20.43%,18.48%,23.65%,23.18%,23.41%,23.97%,23.05%,27.88%,24.33%,20.19%
Operating Margin,15.63%,15.34%,16.35%,9.85%,15.72%,19.70%,18.53%,16.68%,8.17%,5.81%
Profit Margin,0.72%,4.77%,2.72%,-10.99%,-11.03%,11.21%,2.97%,0.48%,-3.67%,-4.33%
Free Cash Flow Margin,4.57%,-1.40%,-1.55%,5.37%,3.11%,2.07%,0.60%,8.85%,-1.92%,-14.55%
Effective Tax Rate,75.05%,32.54%,57.38%,-,-,37.05%,53.74%,82.44%,-,-
EBITDA,"3,233","3,836","3,007","1,212","2,168","3,970","2,750","2,368","1,425","1,889"
EBITDA Margin,20.34%,23.79%,26.71%,11.79%,20.59%,36.98%,26.99%,24.51%,12.79%,14.97%
Depreciation & Amortization,"1,294","1,245","1,144","1,176","1,169","1,003","1,045","1,068","1,056","1,053"
EBIT,"1,939","2,591","1,863",36,999,"2,967","1,705","1,300",369,836
EBIT Margin,12.20%,16.07%,16.55%,0.35%,9.49%,27.64%,16.73%,13.46%,3.31%,6.63%
