,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"10,771","9,819","6,439","7,660","7,152","9,577","13,211","15,631","16,201","19,210","11,230"
Market Cap Growth,35.31%,-8.84%,-34.42%,18.95%,-6.63%,33.90%,37.95%,18.31%,3.65%,18.57%,-
Enterprise Value,"28,913","28,146","24,499","25,063","25,470","27,023","31,619","33,791","33,421","40,068","35,953"
PE Ratio,94.48,12.77,21.04,-6.78,-6.16,7.96,43.60,339.80,-39.61,-35.18,-18.18
PS Ratio,0.68,0.61,0.57,0.75,0.68,0.89,1.30,1.62,1.45,1.52,0.88
PB Ratio,2.49,2.30,2.05,2.74,2.90,2.99,4.41,5.93,5.79,7.88,4.04
P/FCF Ratio,14.82,-43.64,-37.01,13.88,21.87,43.14,216.58,18.28,-75.71,-10.46,-2.71
P/OCF Ratio,3.97,5.48,3.02,2.64,2.86,4.09,5.36,5.67,8.52,7.08,3.33
EV/Sales Ratio,1.82,1.75,2.18,2.44,2.42,2.52,3.10,3.50,3.00,3.18,2.82
EV/EBITDA Ratio,8.94,7.34,8.15,20.68,11.75,6.81,11.50,14.27,23.45,21.21,17.48
EV/EBIT Ratio,14.91,10.86,13.15,696.18,25.50,9.11,18.55,25.99,90.57,47.93,37.14
EV/FCF Ratio,39.77,-125.09,-140.80,45.40,77.89,121.72,518.35,39.52,-156.17,-21.82,-9.28
Debt / Equity Ratio,4.86,4.88,6.38,6.96,8.10,6.01,6.73,7.55,6.68,9.64,9.86
Debt / EBITDA Ratio,6.51,5.44,6.68,16.05,9.21,4.86,7.34,8.40,13.12,12.44,13.32
Debt / FCF Ratio,28.95,-92.70,-115.41,35.24,61.06,86.91,330.70,23.25,-87.38,-12.80,-7.28
Quick Ratio,0.69,0.75,0.62,0.66,0.52,0.78,0.64,0.56,0.61,0.68,0.50
Current Ratio,1.01,1.12,0.99,1.22,1.06,1.14,1.03,1.01,1.13,1.18,0.83
Asset Turnover,0.39,0.41,0.30,0.28,0.29,0.33,0.31,0.28,0.32,0.34,0.31
Interest Coverage,1.31,1.79,1.63,0.03,0.85,2.81,1.62,1.25,0.41,0.75,0.76
Return on Equity (ROE),2.50%,18.00%,8.40%,-38.80%,-39.80%,37.00%,9.60%,1.90%,-12.70%,-18.40%,-22.20%
Return on Assets (ROA),0.30%,1.90%,0.80%,-3.10%,-3.20%,3.70%,0.90%,0.10%,-1.20%,-1.50%,-1.40%
Return on Capital (ROIC),2.44%,6.64%,3.38%,4.55%,7.38%,5.92%,3.77%,1.26%,4.23%,2.83%,3.02%
Earnings Yield,1.06%,7.83%,4.75%,-14.75%,-16.23%,12.56%,2.29%,0.29%,-2.52%,-2.84%,-4.99%
FCF Yield,6.75%,-2.29%,-2.70%,7.21%,4.57%,2.32%,0.46%,5.47%,-1.32%,-9.56%,-33.48%
Dividend Yield,1.10%,1.50%,4.20%,3.80%,4.40%,3.60%,2.70%,2.40%,2.50%,2.20%,4.11%
Payout Ratio,106.70%,18.70%,88.90%,-25.60%,-27.30%,28.60%,118.70%,818.60%,-98.70%,-77.10%,-77.20%
Buyback Yield / Dilution,0.22%,3.94%,5.64%,2.03%,-0.18%,-0.29%,-0.24%,-0.19%,-0.24%,-0.19%,-0.14%
Total Shareholder Return,1.32%,5.44%,9.84%,5.83%,4.22%,3.31%,2.46%,2.21%,2.26%,2.01%,3.97%
