,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
reportedCurrency,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD
grossProfit,1942000000,2188000000,1993000000,2063000000,2123000000,2091000000,2213000000,2136000000,2214000000,2186000000,2151000000,2302000000,2422000000,1909000000,1956000000,2120000000,2302000000,2046000000,2090000000,2048000000
totalRevenue,14411000000,14336000000,14427000000,15171000000,15878000000,15651000000,16220000000,16495000000,17032000000,16258000000,17029000000,16028000000,17729000000,14964000000,15446000000,16583000000,18991000000,15126000000,16693000000,16878000000
costOfRevenue,12469000000,12148000000,12434000000,13108000000,13755000000,13560000000,14007000000,14359000000,14818000000,14072000000,14878000000,13726000000,15307000000,13055000000,13490000000,14463000000,16689000000,13080000000,14603000000,14830000000
costofGoodsAndServicesSold,12469000000,12148000000,12434000000,13108000000,13755000000,13560000000,14007000000,14359000000,14818000000,14072000000,14878000000,13726000000,15307000000,13055000000,13490000000,14463000000,16689000000,13080000000,14603000000,14830000000
operatingIncome,1851000000,2283000000,2008000000,2105000000,2149000000,2122000000,2086000000,2147000000,2289000000,2182000000,2192000000,2294000000,2455000000,1933000000,1963000000,2159000000,2293000000,2037000000,2135000000,2042000000
sellingGeneralAndAdministrative,18000000,151000000,152000000,153000000,152000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
researchAndDevelopment,1300000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
operatingExpenses,2612000000,-95000000,-15000000,-42000000,-26000000,-31000000,128000000,55000000,27000000,4000000,-41000000,8000000,2854000000,-24000000,-7000000,0,3131000000,-24000000,-45000000,6000000
investmentIncomeNet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
netInterestIncome,-171000000,-171000000,-163000000,-162000000,-157000000,-148000000,-149000000,-145000000,-149000000,-140000000,-142000000,-141000000,-146000000,-135000000,-141000000,-145000000,-202000000,-202000000,-223000000,-237000000
interestIncome,None,None,163000000,162000000,157000000,148000000,149000000,145000000,149000000,140000000,142000000,141000000,146000000,32000000,284000000,171000000,202000000,173000000,263000000,250000000
interestExpense,171000000,171000000,163000000,162000000,157000000,148000000,149000000,145000000,149000000,140000000,142000000,141000000,146000000,135000000,141000000,145000000,202000000,202000000,223000000,237000000
nonInterestIncome,None,None,None,None,59812000000,None,None,None,0,68000000,14000000,98000000,85000000,103000000,-143000000,-26000000,-257000000,29000000,40000000,-13000000
otherNonOperatingIncome,-197000000,-167000000,-162000000,-162000000,417000000,56000000,25000000,0,-8000000,76000000,26000000,98000000,88000000,123000000,-161000000,-26000000,-10000000,49000000,-17000000,37000000
depreciation,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
depreciationAndAmortization,304000000,277000000,288000000,302000000,322000000,301000000,307000000,319000000,363000000,336000000,334000000,329000000,365000000,329000000,343000000,293000000,439000000,325000000,334000000,350000000
incomeBeforeTax,1483000000,1945000000,1683000000,1781000000,1832000000,2030000000,1962000000,2001000000,2187000000,2211000000,2170000000,679000000,2490000000,2061000000,330000000,2099000000,2190000000,1994000000,2006000000,1953000000
incomeTaxExpense,230000000,241000000,263000000,173000000,334000000,313000000,336000000,303000000,395000000,374000000,355000000,65000000,441000000,328000000,21000000,321000000,278000000,305000000,325000000,269000000
interestAndDebtExpense,171000000,171000000,163000000,162000000,157000000,148000000,149000000,145000000,149000000,140000000,142000000,141000000,146000000,135000000,141000000,145000000,202000000,202000000,223000000,237000000
netIncomeFromContinuingOperations,1253000000,1704000000,1420000000,1608000000,1498000000,1717000000,1626000000,1753000000,1792000000,1837000000,1815000000,614000000,2049000000,1733000000,309000000,1778000000,1912000000,1689000000,1681000000,1684000000
comprehensiveIncomeNetOfTax,1009000000,1931000000,1675000000,1794000000,-403000000,1730000000,1764000000,1842000000,930000000,1950000000,1986000000,4234000000,3260000000,1760000000,3120000000,1812000000,2023000000,1626000000,1688000000,1617000000
ebit,1654000000,2116000000,1846000000,1943000000,1989000000,2178000000,2111000000,2146000000,2336000000,2351000000,2312000000,820000000,2636000000,2196000000,471000000,2244000000,2392000000,2196000000,2229000000,2190000000
