,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"19,261","19,171","18,987","31,469","32,243","32,717","34,186","35,994","40,963","43,166"
Revenue Growth (YoY),7.39%,-0.47%,-0.96%,65.74%,2.46%,1.47%,4.49%,5.29%,13.81%,5.38%
Cost of Revenue,"9,863","10,166","10,027","16,640","19,130","18,657","19,470","22,494","22,679","24,834"
Gross Profit,"9,398","9,005","8,960","14,829","13,113","14,060","14,716","13,500","18,284","18,332"
"Selling, General & Admin","2,211","2,245","2,270","3,081","2,833","2,886","3,030","2,979","3,136","3,395"
Other Operating Expenses,"2,674","2,993","3,094","6,193","5,951","5,876","5,885","5,843","4,840","7,799"
Operating Expenses,"4,885","5,238","5,364","9,274","8,784","8,762","8,915","8,822","7,976","11,194"
Operating Income,"4,513","3,767","3,596","5,555","4,329","5,298","5,801","4,678","10,308","7,138"
Interest Expense / Income,275,280,300,605,607,641,552,516,492,570
Pretax Income,"4,238","3,487","3,296","4,950","3,722","4,657","5,249","4,162","9,816","6,568"
Income Tax,480,634,462,815,-139,695,795,629,"1,277","1,255"
Net Income,"3,758","2,853","2,834","4,135","3,861","3,962","4,454","3,533","8,539","5,313"
Net Income Growth,38.88%,-24.08%,-0.67%,45.91%,-6.63%,2.62%,12.42%,-20.68%,141.69%,-37.78%
Shares Outstanding (Basic),340,332,324,465,464,461,453,451,431,415
Shares Change,0.08%,-2.45%,-2.28%,43.54%,-0.24%,-0.74%,-1.65%,-0.40%,-4.57%,-3.64%
EPS (Basic),11.02,8.50,8.71,8.94,8.26,8.55,9.77,7.82,19.41,12.66
EPS (Diluted),10.92,8.42,8.62,8.87,8.19,8.49,9.71,7.79,19.27,12.55
EPS Growth,38.40%,-22.89%,2.38%,2.90%,-7.67%,3.66%,14.37%,-19.77%,147.37%,-34.87%
Free Cash Flow,"4,022","4,496","3,864","5,292","4,503","5,480","6,342","9,785","11,149","11,243"
Free Cash Flow Per Share,11.83,13.55,11.92,11.37,9.70,11.89,13.99,21.68,25.88,27.09
Dividend Per Share,2.020,2.580,2.660,2.740,2.820,2.900,2.980,3.090,3.180,3.290
Dividend Growth,-16.18%,27.72%,3.10%,3.01%,2.92%,2.84%,2.76%,3.69%,2.91%,3.46%
Gross Margin,48.79%,46.97%,47.19%,47.12%,40.67%,42.97%,43.05%,37.51%,44.64%,42.47%
Operating Margin,23.43%,19.65%,18.94%,17.65%,13.43%,16.19%,16.97%,13.00%,25.16%,16.54%
Profit Margin,19.51%,14.88%,14.93%,13.14%,11.97%,12.11%,13.03%,9.82%,20.85%,12.31%
Free Cash Flow Margin,20.88%,23.45%,20.35%,16.82%,13.97%,16.75%,18.55%,27.19%,27.22%,26.05%
Effective Tax Rate,11.33%,18.18%,14.02%,16.46%,-3.73%,14.92%,15.15%,15.11%,13.01%,19.11%
EBITDA,"4,513","3,767","3,596","7,133","4,589","5,637","6,106","4,968","10,595","7,423"
EBITDA Margin,23.43%,19.65%,18.94%,22.67%,14.23%,17.23%,17.86%,13.80%,25.86%,17.20%
Depreciation & Amortization,0,0,0,"1,578",260,339,305,290,287,285
EBIT,"4,513","3,767","3,596","5,555","4,329","5,298","5,801","4,678","10,308","7,138"
EBIT Margin,23.43%,19.65%,18.94%,17.65%,13.43%,16.19%,16.97%,13.00%,25.16%,16.54%
