,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"153,597","172,690","205,508","217,508","230,135","240,862","253,297","295,978","324,761","326,876","368,348","331,593","410,522","437,567","496,240","512,759","464,190","562,484","474,832","376,725","475,732","550,916","508,053","585,321","475,455","646,946","746,105","778,040","838,724","985,919","956,891","935,645","605,251","436,395","364,647","319,087","549,484","735,453","772,489","909,629","1,206,321"
Market Cap Growth,152.07%,187.06%,68.00%,62.13%,49.83%,39.48%,23.25%,36.08%,41.12%,35.71%,45.42%,12.03%,26.41%,33.86%,34.72%,54.63%,13.07%,28.55%,-4.31%,-26.53%,2.49%,-2.06%,7.00%,55.37%,-0.06%,17.43%,46.86%,32.93%,76.40%,52.40%,28.25%,20.26%,-27.84%,-55.74%,-61.89%,-65.90%,-9.21%,68.53%,111.85%,185.07%,-
Enterprise Value,"141,360","159,060","191,536","206,542","217,908","226,886","237,589","277,658","304,140","303,583","342,208","302,144","378,216","402,115","457,951","471,048","420,234","520,175","433,626","335,611","437,699","510,130","464,916","540,790","425,510","599,238","701,101","726,740","786,119","933,846","911,456","901,520","575,414","411,973","348,771","304,940","539,620","718,225","747,583","881,460","1,178,152"
PE Ratio,80.33,72.90,74.76,74.36,82.34,88.49,90.11,80.67,66.39,50.66,45.02,32.55,35.65,33.33,32.62,32.21,26.01,29.50,24.35,17.04,24.33,32.28,28.20,31.67,22.69,27.51,29.52,26.70,24.86,25.31,23.74,23.77,16.21,12.98,12.65,13.75,25.62,32.62,25.98,23.27,31.83
PS Ratio,17.23,17.25,18.35,17.45,17.04,16.45,15.89,16.51,16.43,14.75,14.93,12.00,13.55,13.19,13.60,12.61,10.41,11.60,9.15,6.75,8.07,8.80,7.64,8.28,6.48,8.61,9.45,9.05,8.89,9.41,8.52,7.93,5.06,3.66,3.09,2.74,4.68,6.10,6.09,6.74,8.94
PB Ratio,9.18,9.41,9.68,6.03,6.14,6.11,6.12,6.69,6.89,6.49,6.81,5.60,6.60,6.58,6.97,6.90,5.98,7.09,5.91,4.48,5.50,6.21,5.41,5.79,4.51,5.86,6.34,6.07,6.28,7.13,7.18,7.49,4.91,3.47,2.94,2.54,4.40,5.49,5.41,5.94,7.88
P/FCF Ratio,45.31,53.83,62.12,39.58,39.88,38.66,36.84,37.96,36.31,31.79,31.18,28.54,31.44,30.59,31.54,29.33,24.76,31.84,27.21,24.53,30.14,30.73,25.99,27.59,20.51,34.37,38.88,32.92,34.72,30.65,26.72,23.92,15.17,12.14,13.76,16.54,31.04,30.38,20.45,20.64,27.37
P/OCF Ratio,32.08,35.92,40.26,29.69,29.73,29.09,27.46,28.68,26.85,23.55,23.42,20.59,23.21,22.57,23.11,21.17,17.18,20.12,16.19,12.87,15.49,16.67,14.58,16.12,12.51,19.45,22.08,20.08,20.97,19.97,17.85,16.22,10.17,7.46,6.74,6.32,10.90,13.25,11.67,12.79,16.96
Debt / Equity Ratio,0.02,0.02,0.01,0.01,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,0.08,0.09,0.10,0.10,0.10,0.10,0.09,0.08,0.09,0.09,0.09,0.11,0.11,0.13,0.21,0.21,0.22,0.27,0.25,0.24,0.24
Quick Ratio,13.15,12.48,12.65,9.04,7.97,8.47,9.96,10.91,12.70,11.80,11.26,11.63,12.20,11.87,12.92,12.64,9.65,10.26,8.65,6.94,5.22,4.32,4.50,4.28,4.48,5.81,5.33,4.89,5.86,5.09,3.94,2.94,2.62,2.34,2.34,2.01,1.91,2.20,2.43,2.55,2.55
