,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"6,927","7,398","7,399","8,634","9,244","9,550","7,887","9,278","9,302","9,765","11,121","10,981","12,423","15,197","16,072","15,847","14,648","14,693","15,355","14,165","17,927","20,835","17,335","19,320","16,609","19,259","23,150","27,118","27,052","32,236","31,840","39,011","31,316","26,054","24,400","32,225","33,827","28,883","24,228","26,302","25,748"
Market Cap Growth,7.19%,21.81%,2.91%,19.90%,33.46%,29.09%,6.60%,7.45%,0.63%,2.25%,41.00%,18.36%,33.55%,55.63%,44.52%,44.31%,17.91%,-3.32%,-4.46%,-10.61%,22.39%,41.80%,12.90%,36.39%,-7.35%,-7.56%,33.55%,40.37%,62.88%,67.38%,37.54%,43.86%,15.76%,-19.18%,-23.37%,-17.40%,8.02%,10.85%,-0.71%,-18.38%,-
Enterprise Value,"7,277","7,754","7,758","9,001","9,693","10,029","8,387","9,768","9,891","10,364","11,823","11,717","13,222","16,020","16,972","16,678","15,542","15,582","16,262","15,022","18,863","21,850","18,387","20,403","17,855","20,332","24,221","28,358","28,559","33,749","33,350","40,595","33,072","27,873","26,257","34,144","35,861","30,952","26,267","28,313","27,759"
PE Ratio,22.23,23.37,22.61,25.53,26.93,27.54,22.49,26.30,26.17,27.32,30.06,28.57,30.21,35.09,36.80,42.15,38.87,38.00,37.60,27.63,33.75,38.10,31.54,34.43,30.34,35.22,39.97,44.99,41.35,45.24,42.21,50.73,39.48,31.75,29.13,36.93,38.14,32.50,27.85,33.35,33.08
PS Ratio,2.88,3.04,2.99,3.47,3.74,3.91,3.26,3.87,3.88,4.03,4.50,4.38,4.85,5.83,6.05,5.82,5.25,5.14,5.30,4.83,6.07,7.03,5.81,6.42,5.58,6.56,7.74,8.79,8.35,9.28,8.80,10.49,8.22,6.74,6.26,8.22,8.56,7.30,6.20,6.94,6.80
PB Ratio,7.50,8.15,8.72,12.00,13.88,14.60,13.45,15.98,17.12,19.85,22.22,25.25,28.24,32.90,31.33,28.96,26.12,27.60,28.88,24.01,31.91,41.33,39.55,45.91,54.21,42.79,52.25,95.93,133.50,168.40,200.04,227.58,370.30,3587.78,-294.65,1299.77,-1382.45,-321.97,-228.84,-175.42,-175.42
P/FCF Ratio,24.27,24.66,24.63,26.15,26.87,27.75,22.77,25.90,26.93,26.83,29.16,32.56,33.89,41.01,45.07,39.53,37.03,37.34,38.14,32.91,39.34,45.98,35.80,38.07,34.76,35.74,38.87,42.68,37.42,41.23,38.96,48.47,42.19,37.63,36.42,43.65,42.46,33.62,27.41,30.53,29.89
P/OCF Ratio,18.97,19.35,19.13,20.61,21.27,22.12,18.32,21.10,22.01,22.27,24.32,23.83,25.52,30.17,31.85,30.69,27.88,27.84,28.89,25.07,30.53,36.29,28.88,32.02,29.13,30.75,34.27,37.42,33.07,36.62,34.66,42.93,37.25,31.99,30.63,37.51,36.71,29.80,24.52,27.23,26.66
Debt / Equity Ratio,0.50,0.51,0.57,0.63,0.79,0.96,1.06,1.02,1.29,1.45,1.69,2.06,2.19,2.10,2.08,1.79,1.77,2.01,1.97,1.75,1.89,2.26,2.68,3.07,5.12,2.67,2.76,4.72,7.96,8.65,10.64,9.81,22.14,265.50,-23.90,81.25,-86.76,-24.00,-19.92,-13.88,-13.88
Quick Ratio,1.06,0.84,0.83,0.77,0.72,0.95,0.87,0.91,0.91,0.88,0.90,1.04,1.08,1.01,1.00,0.98,0.92,0.97,0.91,0.97,0.87,0.88,0.87,1.03,1.24,0.88,0.88,0.82,0.81,0.79,0.79,0.65,0.68,0.66,0.63,0.70,0.73,0.73,0.66,0.62,0.62
Current Ratio,1.75,1.38,1.34,1.25,1.28,1.58,1.46,1.43,1.59,1.52,1.52,1.53,1.63,1.55,1.51,1.46,1.46,1.46,1.39,1.42,1.37,1.39,1.34,1.47,1.77,1.41,1.37,1.26,1.28,1.25,1.24,1.11,1.21,1.18,1.13,1.20,1.28,1.24,1.12,1.04,1.04
Interest Coverage,14.48,17.35,19.67,24.02,13.34,15.70,17.63,24.91,14.13,16.01,19.60,25.47,15.71,16.52,17.93,23.48,15.05,18.28,18.81,27.07,14.82,18.48,18.28,24.99,12.60,17.20,23.11,29.32,20.58,23.07,22.00,25.78,19.79,21.11,20.05,20.34,13.46,14.68,13.39,12.83,13.59
Return on Capital (ROIC),Upgrade,23.68%,24.33%,25.89%,30.46%,30.48%,28.61%,30.74%,31.94%,30.28%,31.36%,28.99%,30.53%,30.91%,31.93%,29.16%,26.09%,25.71%,25.51%,27.41%,32.17%,33.41%,34.01%,34.80%,34.29%,30.58%,34.61%,36.10%,38.52%,37.09%,39.79%,42.22%,43.25%,42.29%,44.28%,46.19%,44.62%,44.33%,45.43%,46.09%,43.92%
Buyback Yield / Dilution,3.26%,3.56%,3.83%,3.77%,4.40%,4.34%,4.40%,4.40%,4.67%,4.63%,4.36%,4.41%,3.04%,2.59%,2.18%,2.33%,1.84%,2.16%,2.36%,2.32%,3.01%,2.90%,3.13%,3.13%,3.78%,3.54%,2.63%,3.10%,2.74%,2.92%,3.43%,3.06%,2.72%,2.98%,3.35%,3.15%,3.41%,3.25%,3.20%,3.29%,3.29%
Total Shareholder Return,3.26%,3.56%,3.83%,3.77%,4.40%,4.34%,4.40%,4.40%,4.67%,4.63%,4.36%,4.41%,3.04%,2.59%,2.18%,2.33%,1.84%,2.16%,2.36%,2.32%,3.01%,2.90%,3.13%,3.13%,3.78%,3.54%,2.63%,3.10%,2.74%,2.92%,3.43%,3.06%,2.72%,2.98%,3.35%,3.15%,3.41%,3.25%,3.20%,3.29%,3.29%
