,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,115.8,111.01,126.31,85.26,75.36,149.31,123.3,98.89,110.6,114.65,146.13,158.67,164.89,146.33,169.09,148.69,98.95,183.19,137.45,178.11,126.48,124.44,120.53,207.79,323.59,127.28,153.69,94.25,106.65,142.25,183.67,98.56,116.95,109.45,122.14,95.97,89.09,83.57,69.68,69.81
Cash & Cash Equivalents,115.8,111.01,126.31,85.26,75.36,149.31,123.3,98.89,110.6,114.65,146.13,158.67,164.89,146.33,169.09,148.69,98.95,183.19,137.45,178.11,126.48,124.44,120.53,207.79,323.59,127.28,153.69,94.25,106.65,142.25,183.67,98.56,116.95,109.45,122.14,95.97,89.09,83.57,69.68,69.81
Cash Growth,24.24%,-7.66%,36.96%,-23.79%,-34.93%,34.50%,-2.38%,15.98%,46.76%,-23.22%,18.52%,60.46%,49.10%,27.64%,15.71%,-6.29%,-39.99%,25.19%,-18.71%,19.79%,27.82%,-32.07%,-12.31%,16.66%,155.84%,2.28%,27.50%,-54.64%,-67.04%,11.77%,19.51%,4.57%,9.65%,-23.06%,-33.50%,-2.64%,-23.83%,-23.64%,-42.95%,-27.26%
Receivables,425.16,427.5,410.9,435.65,382.39,402.4,390.54,411.42,387.3,407.97,414.61,454.99,439.41,448.1,483.17,528.62,483.92,486.2,494.89,535.53,489.28,498.72,503.25,566.26,518.56,490.43,521.78,593.81,574.42,600.19,603.36,647.34,617.88,626.59,611.4,709.32,640.05,648,634.97,663.89
Inventory,224.42,224.45,219.71,204.53,218.66,223.28,225.54,214.38,227.32,234.01,239.99,222.05,242.38,253.73,263.53,255.39,278.32,270.05,277.27,268.82,282.09,286.35,280.98,274.29,292.11,299.75,292.33,297.61,321.34,350.16,381.46,414.54,446.49,463.32,451.32,441.69,427.55,394.96,375.96,385.87
Other Current Assets,124.72,123.43,115.99,123.99,138.44,137.68,128.93,70.64,141.49,143.64,145.38,61.08,66.18,65.59,70.78,74.03,66.19,63.87,61.9,63.4,71.54,71.94,59.05,61.32,66.61,72.36,78.53,71.23,77.8,80.01,77.73,108.92,128.57,125.34,131.05,128.11,130.08,119.97,116.31,110.64
Total Current Assets,890.11,886.39,872.91,849.43,814.85,912.66,868.32,795.33,866.7,900.26,946.1,896.78,912.87,913.75,986.56,"1,007",927.37,"1,003",971.5,"1,046",969.38,981.45,963.81,"1,110","1,201",989.81,"1,046","1,057","1,080","1,173","1,246","1,269","1,310","1,325","1,316","1,375","1,287","1,247","1,197","1,230"
"Property, Plant & Equipment",517.69,521.88,512.09,511.46,510.52,522.2,513.57,517.23,521.5,514.31,527.48,563.71,572.06,600.9,641.71,668.27,696.89,678.71,697.69,717.53,722.93,728.01,722.59,748.66,742.65,743.39,758.01,798.87,780.17,790.51,783.81,799.37,787.47,760.86,728.6,778.6,780.01,780.72,763.21,803.37
Goodwill and Intangibles,569.86,572.02,560.75,556.87,548.18,552.14,562.7,561.54,564.17,558.28,651.26,643.43,644.13,647.89,768.39,766.56,769.51,756.27,758.77,752.09,749.49,745.77,740.6,742.22,742.59,739.76,740.87,747.06,939.33,935.91,927.78,956.07,955.2,941.81,933.52,966.22,961.88,959.69,947.84,955.54
Other Long-Term Assets,157.49,163.13,161.7,91.35,102.12,109.95,108.97,85.24,82.91,88.9,96.14,62.85,74.71,85.41,100.53,108.26,118.13,119.94,129.71,103.37,194.89,205.64,208.87,188.8,199.67,206.69,221.33,211.72,228.66,243.88,249.35,302,303.63,309.06,316.43,372.48,381.25,383.47,380.77,366.44
Total Long-Term Assets,"1,245","1,257","1,235","1,160","1,161","1,184","1,185","1,164","1,169","1,161","1,275","1,270","1,291","1,334","1,511","1,543","1,585","1,555","1,586","1,573","1,667","1,679","1,672","1,680","1,685","1,690","1,720","1,758","1,948","1,970","1,961","2,057","2,046","2,012","1,979","2,117","2,123","2,124","2,092","2,125"
Total Assets,"2,135","2,143","2,107","2,009","1,976","2,097","2,054","1,959","2,035","2,062","2,221","2,167","2,204","2,248","2,497","2,550","2,512","2,558","2,558","2,619","2,637","2,661","2,636","2,789","2,886","2,680","2,767","2,815","3,028","3,143","3,207","3,327","3,356","3,336","3,294","3,492","3,410","3,370","3,289","3,356"
Accounts Payable,119.13,140.11,129.17,145.9,131.67,138.59,136.57,142.08,120.54,131.89,129.65,146.59,137.83,143.61,148.52,167.63,164.64,170.87,156.45,196.64,174.64,160.58,148.22,185.59,168.52,155.9,146.65,175.8,189.29,210.81,219.29,272.91,259.35,267.52,226.68,252.54,176.73,170.23,173.97,210.41
Deferred Revenue,98.56,97.78,93.01,82.22,98.37,98.11,88.55,88.83,102.77,117.91,113.34,100.33,132.93,126.19,123.73,107.17,130.7,126.84,123.53,105.38,128.96,128.7,126.93,122.49,144.84,150.74,150.48,149.11,180.33,192.2,195.23,192.65,215.68,215.13,198.18,192.76,211.3,204.55,190.78,202.02
Current Debt,16.26,121.31,120.03,116.16,114.69,23.35,21.06,14.49,17.38,20.95,21.78,18.97,19.48,21.61,18.53,19.68,14.88,52.05,55.75,49.67,53.8,51.92,48.58,55.87,56.4,53.59,55.11,50.32,52.51,53.03,53.52,101.13,105.26,106.57,153.64,106.05,107.13,107.37,179.08,192.22
Other Current Liabilities,275.25,281.19,308.67,334.61,292.97,319.49,347.24,312.82,304.1,320.37,356.08,321.62,270.93,297.4,361.57,395.2,326.66,339.07,361.74,382.74,350.57,366.05,395.53,390.56,310.09,342.6,411.85,465.1,419.69,482.33,533.51,579.85,507.12,529.35,586.44,596.38,509.08,525.86,526.59,576.43
Total Current Liabilities,509.2,640.38,650.88,678.89,637.7,579.54,593.42,558.21,544.79,591.11,620.85,587.52,561.16,588.81,652.36,689.67,636.88,688.82,697.47,734.43,707.96,707.25,719.26,754.51,679.84,702.83,764.08,840.33,841.81,938.37,"1,002","1,147","1,087","1,119","1,165","1,148","1,004","1,008","1,070","1,181"
Long-Term Debt,449.58,345.36,365.01,335.79,409.18,605.14,601.73,575.14,681.87,693.26,826.02,875.06,944.21,947.78,"1,051",960.17,978.72,"1,020",988.89,985.02,"1,008","1,088","1,124","1,235","1,513","1,147","1,169","1,284","1,561","1,602","1,640","1,581","1,767","1,821","1,825","1,908","2,016","2,045","1,929","1,889"
Other Long-Term Liabilities,252.76,249.96,242.62,274.84,262.66,258.02,272.05,245.53,265.28,285.41,273.59,269.26,258.54,249.44,281.18,352.68,335.56,316.55,339.69,309.33,358.5,361.65,354.03,378.68,386.53,380.14,390.25,407.37,422.86,411.11,406.85,428.03,417.37,389.13,387.08,411.39,414.35,406.64,394.78,435.79
Total Long-Term Liabilities,702.34,595.33,607.63,610.63,671.83,863.16,873.78,820.67,947.15,978.68,"1,100","1,144","1,203","1,197","1,332","1,313","1,314","1,337","1,329","1,294","1,367","1,450","1,478","1,614","1,900","1,527","1,559","1,692","1,984","2,013","2,046","2,009","2,184","2,211","2,212","2,320","2,430","2,452","2,324","2,324"
Total Liabilities,"1,212","1,236","1,259","1,290","1,310","1,443","1,467","1,379","1,492","1,570","1,720","1,732","1,764","1,786","1,984","2,003","1,951","2,026","2,026","2,029","2,075","2,157","2,198","2,369","2,579","2,230","2,323","2,532","2,826","2,951","3,048","3,155","3,272","3,329","3,377","3,468","3,434","3,460","3,395","3,505"
Total Debt,465.84,466.67,485.03,451.95,523.87,628.49,622.79,589.63,699.25,714.21,847.8,894.03,963.69,969.39,"1,069",979.85,993.6,"1,072","1,045","1,035","1,062","1,140","1,173","1,291","1,569","1,200","1,224","1,334","1,614","1,655","1,693","1,682","1,872","1,928","1,979","2,015","2,123","2,153","2,108","2,081"
Debt Growth,5.90%,1.09%,20.99%,9.42%,12.46%,34.68%,28.40%,30.46%,33.48%,13.64%,36.13%,51.63%,37.82%,35.73%,26.12%,9.60%,3.10%,10.63%,-2.30%,5.60%,6.91%,6.28%,12.27%,24.79%,47.74%,5.30%,4.38%,3.35%,2.81%,37.90%,38.30%,26.04%,16.02%,16.50%,16.88%,19.77%,13.40%,11.66%,6.55%,3.29%
Common Stock,"-1,135.16","-1,219.14","-1,318.05","-1,424.79","-1,530.47","-1,637.32","-1,751.83","-1,845.21","-1,953.3","-2,060.04","-2,167.25","-2,275.77","-2,386.29","-2,496.38","-2,569.7","-2,620.6","-2,729.09","-2,839.47","-2,948.71","-3,049.44","-3,202.2","-3,374.8","-3,556.43","-3,754.84","-3,941.09","-3,924.83","-4,111.95","-4,478","-4,730","-4,935.07","-5,174.94","-5,432.63","-5,695.43","-5,953.32","-6,221.64","-6,474.84","-6,708.72","-6,949.18","-7,171.01","-7,340.88"
Retained Earnings,"2,092","2,162","2,243","2,357","2,416","2,489","2,576","2,692","2,756","2,835","2,934","3,066","3,157","3,257","3,360","3,433","3,526","3,638","3,764","3,942","4,054","4,180","4,310","4,499","4,595","4,721","4,882","5,096","5,244","5,429","5,632","5,859","6,031","6,243","6,463","6,727","6,913","7,127","7,328","7,511"
Comprehensive Income,-33.18,-35.57,-76.03,-212.95,-219.21,-197.43,-238.04,-266.65,-259.82,-282.78,-266.4,-355,-331.12,-298.39,-277.64,-265.41,-236.52,-265.72,-283.53,-302.41,-289.75,-301.43,-314.99,-323.67,-347.7,-345.61,-327.27,-334.93,-311.74,-302.59,-297.85,-255.22,-250.87,-282.37,-324.51,-227.23,-228.52,-267.22,-263.15,-319.82
Shareholders' Equity,923.6,907.71,848.94,719.6,666.13,654.25,586.35,580.46,543.33,491.96,500.52,434.94,439.85,461.92,512.98,547.28,560.75,532.43,531.62,590.06,561.75,504.09,438.3,420.78,306.4,450.09,443.07,282.68,202.64,191.42,159.17,171.42,84.57,7.26,-82.81,24.79,-24.47,-89.71,-105.87,-149.94
Net Cash / Debt,-350.03,-355.66,-358.72,-366.69,-448.51,-479.19,-499.49,-490.74,-588.66,-599.56,-701.67,-735.36,-798.79,-823.06,-900.13,-831.16,-894.65,-889.28,-907.2,-856.58,-935.8,"-1,015.35","-1,052.32","-1,083.43","-1,245.83","-1,072.9","-1,070.56","-1,240.24","-1,506.91","-1,512.78","-1,509.44","-1,583.38","-1,755.15","-1,818.58","-1,856.76","-1,918.57","-2,033.83","-2,069.25","-2,038.81","-2,011.03"
Net Cash Per Share,-11.63,-11.95,-12.20,-12.40,-15.59,-16.84,-17.77,-17.36,-21.47,-22.09,-26.10,-27.21,-30.05,-31.13,-34.22,-31.49,-34.28,-34.38,-35.32,-33.22,-36.97,-40.42,-42.30,-43.38,-51.16,-44.28,-44.19,-51.25,-63.62,-64.31,-64.52,-67.50,-76.18,-79.69,-82.12,-84.45,-91.39,-93.71,-93.15,-91.53
Working Capital,380.91,246.01,222.03,170.54,177.15,333.12,274.9,237.12,321.91,309.15,325.25,309.27,351.7,324.94,334.21,317.05,290.49,314.49,274.03,311.43,261.42,274.2,244.55,355.14,521.03,286.98,282.24,216.58,238.4,234.24,244.66,122.82,222.47,206.12,150.97,227.36,282.52,238.5,126.49,49.12
