,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"8,981","11,283","11,132","14,619","18,235","20,921","21,121","21,359","20,448","22,850","25,685","23,766","27,596","32,776","36,448","32,351","37,188","43,270","36,728","23,841","30,448","30,101","28,828","31,391","29,017","38,121","37,662","41,655","38,936","41,163","40,482","37,302","35,577","34,049","32,173","33,731","33,031","35,371","32,618","36,797","38,039"
Market Cap Growth,69.09%,62.16%,42.10%,106.15%,103.03%,85.43%,89.73%,46.11%,12.14%,9.22%,21.61%,11.27%,34.95%,43.44%,41.90%,36.12%,34.76%,32.02%,0.77%,-26.30%,-18.12%,-30.43%,-21.51%,31.67%,-4.70%,26.65%,30.64%,32.70%,34.18%,7.98%,7.49%,-10.45%,-8.63%,-17.28%,-20.53%,-9.57%,-7.16%,3.88%,1.38%,9.09%,-
Enterprise Value,"7,196","9,553","9,335","12,312","15,847","18,675","18,968","18,470","17,766","20,548","23,409","20,537","24,054","29,297","33,084","28,459","32,849","39,292","33,176","19,674","25,997","25,909","24,940","26,784","24,278","33,157","32,627","35,942","34,446","39,321","40,387","36,164","34,393","33,511","32,178","33,057","32,144","34,649","32,194","35,574","36,816"
PE Ratio,1122.65,93.24,28.04,17.26,20.84,21.31,25.17,32.76,17.69,19.80,20.45,18.28,28.54,27.99,30.71,32.29,35.66,62.53,37.90,16.83,29.88,14.02,10.50,11.09,9.55,19.22,28.66,35.33,46.52,60.89,51.57,58.29,45.09,38.00,35.71,32.47,41.19,39.61,32.85,34.10,35.84
PS Ratio,2.51,2.94,2.69,3.28,4.04,4.64,4.88,5.00,4.65,5.12,5.65,5.14,5.70,6.53,7.17,6.35,7.22,8.94,7.11,4.50,6.15,5.99,5.67,5.83,5.24,6.59,6.74,7.35,6.92,7.20,6.33,5.73,5.09,4.72,4.42,4.57,4.45,4.66,4.30,4.81,4.97
PB Ratio,3.71,4.16,4.17,5.44,6.01,6.27,6.71,7.09,6.02,6.15,7.12,6.70,6.80,7.31,8.31,7.92,8.09,8.23,6.91,4.46,5.71,4.64,4.03,4.34,3.89,4.90,4.66,5.23,4.97,5.33,5.15,4.90,4.67,4.46,4.13,4.47,4.53,4.82,4.31,4.89,5.05
P/FCF Ratio,14.60,12.98,10.49,13.65,18.76,23.25,28.97,22.97,14.90,17.46,18.20,14.36,18.97,18.67,21.63,23.14,23.46,28.28,27.19,16.34,21.32,20.72,17.80,17.81,17.51,20.23,19.72,21.61,21.51,32.08,31.93,22.47,20.79,19.34,20.43,28.98,24.59,19.72,16.15,17.06,17.63
P/OCF Ratio,12.61,11.70,9.65,12.71,17.09,21.09,25.82,20.84,13.96,16.11,16.78,13.36,17.49,17.51,20.23,21.37,21.98,26.45,25.19,15.25,19.68,18.99,16.49,16.54,16.15,18.90,18.45,20.21,20.13,29.13,28.59,20.43,18.73,17.34,17.99,24.50,21.31,17.80,14.75,15.65,16.17
Debt / Equity Ratio,0.24,0.22,0.22,0.24,0.21,0.19,0.14,0.11,0.34,0.30,0.27,0.28,0.24,0.22,0.23,0.24,0.22,0.19,0.19,0.19,0.19,0.15,0.14,0.14,0.13,0.13,0.12,0.13,0.24,0.24,0.24,0.25,0.25,0.25,0.24,0.25,0.26,0.26,0.25,0.25,0.25
Quick Ratio,1.13,1.42,1.35,1.12,1.23,1.49,1.32,1.22,1.68,2.23,1.95,1.64,2.03,2.88,2.27,1.86,2.29,3.65,3.34,2.86,2.68,3.34,3.16,2.74,2.33,2.52,2.60,2.14,2.32,1.73,1.17,1.10,1.06,1.06,1.09,1.09,1.05,1.11,1.20,1.21,1.21
Current Ratio,1.31,1.64,1.48,1.22,1.35,1.64,1.44,1.32,1.80,2.41,2.08,1.74,2.15,3.01,2.38,1.92,2.41,3.84,3.52,2.99,2.82,3.52,3.32,2.84,2.45,2.61,2.75,2.21,2.43,1.89,1.32,1.20,1.18,1.24,1.34,1.23,1.21,1.28,1.38,1.33,1.33
