,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"1,123","1,214",990,"1,126","1,185","1,203",815,"1,070","1,308","1,271",898,"1,149","1,527","1,449",959,"1,160","1,582","1,137","1,286","1,289","1,238","1,209","1,348","1,593","1,387","1,459","1,151","1,673","1,346","1,551","1,826","1,789","1,825","1,767","1,904","1,881","1,874","1,924","1,914","1,945"
Revenue Growth (YoY),-7.11%,27.92%,42.45%,39.36%,5.52%,-0.91%,-17.68%,-4.97%,10.38%,5.65%,10.18%,7.38%,16.74%,14.00%,6.79%,0.96%,3.60%,-21.53%,34.10%,11.12%,-21.74%,6.33%,4.82%,23.58%,12.04%,20.68%,-14.61%,5.02%,-2.96%,6.31%,58.64%,6.93%,35.59%,13.93%,4.27%,5.14%,2.68%,8.89%,0.53%,3.40%
Cost of Revenue,223,367,427,401,234,173,409,546,226,179,401,516,202,154,389,501,233,215,418,413,276,187,405,508,269,288,286,601,319,315,494,631,419,314,462,568,448,368,456,529
Gross Profit,900,847,563,725,951,"1,030",406,524,"1,082","1,092",497,633,"1,325","1,295",570,659,"1,349",922,868,876,962,"1,022",943,"1,085","1,118","1,171",865,"1,072","1,027","1,236","1,332","1,158","1,406","1,453","1,442","1,313","1,426","1,556","1,458","1,416"
"Selling, General & Admin",260,218,275,276,264,221,257,287,263,236,254,350,272,226,278,350,256,254,263,293,352,220,280,328,309,257,289,365,370,359,409,456,410,401,407,418,479,392,453,446
Research & Development,289,265,261,283,285,296,265,266,282,294,291,285,335,325,331,329,335,362,339,334,398,381,387,389,402,438,421,451,468,515,553,539,579,572,565,556,635,596,602,584
Other Operating Expenses,7,2,3,4,2,1,3,2,1,2,1,2,1,1,2,1,5,6,8,7,16,6,8,7,6,5,6,5,14,40,30,61,52,39,43,50,137,26,26,21
Operating Expenses,556,485,539,563,551,518,525,555,546,532,546,637,608,552,611,680,596,622,610,634,766,607,675,724,717,700,716,821,852,914,992,"1,056","1,041","1,012","1,015","1,024","1,251","1,014","1,081","1,051"
Operating Income,344,362,24,162,400,512,-119,-31,536,560,-49,-4,717,743,-41,-21,753,300,258,242,196,415,268,361,401,471,149,251,175,322,340,102,365,441,427,289,175,542,377,365
Other Expense / Income,7,8,6,6,3,3,9,-1,10,8,3,2,1,-6,-3,-5,-1,-19,-18,-23,-23,-21,-16,-13,-13,3,10,6,10,14,14,11,9,5,-,7,-6,-14,-14,-17
Pretax Income,337,354,18,156,397,509,-128,-30,526,552,-52,-6,716,749,-38,-16,754,319,276,265,219,436,284,374,414,468,139,245,165,308,326,91,356,436,427,282,181,556,391,382
Income Tax,-30,19,15,14,2,67,12,15,-373,112,-14,-5,150,105,-16,170,147,26,21,3,10,-985,-570,28,-4,103,-46,34,89,104,32,25,131,125,128,78,193,154,-8,92
Net Income,367,335,3,142,395,442,-140,-45,899,440,-38,-1,566,644,-22,-186,607,293,255,262,209,"1,421",854,346,418,365,185,211,76,204,294,66,225,311,299,204,-12,402,399,290
Net Income Growth,13.62%,50.90%,-,-,7.63%,31.94%,-,-,127.59%,-0.45%,-,-,-37.04%,46.36%,-,-,7.24%,-54.50%,-,-,-65.57%,384.98%,234.90%,32.06%,100.00%,-74.31%,-78.34%,-39.02%,-81.82%,-44.11%,58.92%,-68.72%,196.05%,52.45%,1.70%,209.09%,-,29.26%,33.44%,42.16%
Shares Outstanding (Basic),311,313,313,311,308,311,312,311,307,301,301,303,306,309,309,308,305,306,305,302,300,297,295,292,290,288,289,290,289,286,285,283,284,279,278,276,274,272,271,269
Shares Outstanding (Diluted),343,322,322,323,334,335,312,311,321,315,301,303,314,313,309,308,312,310,307,304,303,299,296,294,292,292,293,292,292,289,287,285,283,281,279,278,275,274,272,271
Shares Change,9.58%,3.21%,4.55%,4.53%,-2.62%,4.04%,-3.11%,-3.72%,-3.89%,-5.97%,-3.53%,-2.57%,-2.18%,-0.63%,2.66%,1.65%,-0.64%,-0.96%,-0.65%,-1.30%,-2.88%,-3.55%,-3.58%,-3.29%,-3.63%,-2.34%,-1.01%,-0.68%,-,-1.03%,-2.05%,-2.40%,-3.08%,-2.77%,-2.79%,-2.46%,-2.83%,-2.49%,-2.51%,-2.52%
EPS (Basic),1.20,1.07,0.01,0.46,1.27,1.42,-0.45,-0.14,2.90,1.46,-0.13,-,1.86,2.08,-0.07,-0.60,1.98,0.96,0.84,0.87,0.70,4.78,2.89,1.18,1.46,1.27,0.64,0.73,0.27,0.71,1.03,0.23,0.79,1.11,1.08,0.74,-0.03,1.48,1.47,1.08
EPS (Diluted),1.20,1.04,0.01,0.44,1.20,1.32,-0.45,-0.14,2.73,1.40,-0.13,-,1.80,2.06,-0.07,-0.60,1.94,0.95,0.83,0.86,0.69,4.75,2.89,1.18,1.45,1.25,0.63,0.72,0.26,0.71,1.02,0.23,0.79,1.11,1.07,0.73,-0.04,1.47,1.47,1.07
EPS Growth,16.50%,46.48%,-,-,0%,26.92%,-,-,127.50%,6.06%,-,-,-34.07%,47.14%,-,-,7.78%,-53.88%,-,-,-64.43%,400.00%,248.19%,37.21%,110.14%,-73.68%,-78.20%,-38.98%,-82.07%,-43.20%,61.90%,-68.06%,203.85%,56.34%,4.90%,217.39%,-,32.43%,37.38%,46.58%
Free Cash Flow,265,-23,162,667,166,-95,-9,868,608,-158,93,"1,112",408,143,22,825,595,88,-157,933,564,113,10,"1,076",458,340,36,"1,094",340,-187,21,"1,486",391,-137,-165,"1,075",570,314,61,"1,212"
Free Cash Flow Per Share,0.85,-0.07,0.52,2.15,0.54,-0.30,-0.03,2.79,1.98,-0.53,0.31,3.67,1.33,0.46,0.07,2.68,1.95,0.29,-0.52,3.09,1.88,0.38,0.03,3.69,1.58,1.18,0.13,3.77,1.18,-0.65,0.07,5.25,1.38,-0.49,-0.59,3.90,2.08,1.15,0.23,4.51
Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.170,0.170,0.170,0.170,0.170,0.170,0.190,0.190,0.190,0.190,0.190,0.190,0.190
Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,11.76%,11.76%,11.76%,11.76%,0%,0%,0%
Gross Margin,80.14%,69.77%,56.87%,64.39%,80.25%,85.62%,49.82%,48.97%,82.72%,85.92%,55.35%,55.09%,86.77%,89.37%,59.44%,56.81%,85.27%,81.09%,67.50%,67.96%,77.71%,84.53%,69.96%,68.11%,80.61%,80.26%,75.15%,64.08%,76.30%,79.69%,72.95%,64.73%,77.04%,82.23%,75.74%,69.80%,76.09%,80.87%,76.18%,72.80%
Operating Margin,30.63%,29.82%,2.42%,14.39%,33.76%,42.56%,-14.60%,-2.90%,40.98%,44.06%,-5.46%,-0.35%,46.95%,51.28%,-4.28%,-1.81%,47.60%,26.39%,20.06%,18.77%,15.83%,34.33%,19.88%,22.66%,28.91%,32.28%,12.95%,15.00%,13.00%,20.76%,18.62%,5.70%,20.00%,24.96%,22.43%,15.36%,9.34%,28.17%,19.70%,18.77%
