,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"34,147","22,871","20,493","24,823","16,028","14,536","10,081","14,945","10,725","12,265","14,359"
Market Cap Growth,6.35%,-33.02%,-10.40%,21.13%,-35.43%,-9.31%,-30.65%,48.25%,-28.24%,14.36%,-
Enterprise Value,"28,700","16,658","14,093","17,171","9,846","9,326","12,529","17,886","15,305","19,615","22,232"
PE Ratio,14.32,11.24,11.87,14.63,20.97,12.16,12.62,8.16,8.30,13.89,14.35
PS Ratio,4.02,2.88,3.10,3.88,2.58,2.56,1.81,1.77,1.30,1.56,1.82
PB Ratio,2.95,1.93,1.72,1.97,1.62,1.47,1.00,1.33,0.94,1.03,1.20
P/FCF Ratio,16.38,10.48,12.57,23.41,7.55,417.70,10.29,12.82,5.75,12.39,14.33
P/OCF Ratio,15.97,10.16,11.86,21.86,7.19,54.14,9.31,12.00,5.48,10.77,12.56
EV/Sales Ratio,3.38,2.10,2.13,2.69,1.59,1.64,2.25,2.12,1.85,2.50,2.82
EV/EBITDA Ratio,7.86,5.19,5.26,6.46,4.03,5.07,9.85,6.74,6.87,10.81,11.66
EV/EBIT Ratio,8.37,5.56,5.60,6.85,4.31,5.62,11.79,7.89,8.57,14.87,15.80
EV/FCF Ratio,13.77,7.63,8.65,16.19,4.64,267.99,12.79,15.34,8.20,19.82,22.18
Debt / Equity Ratio,0.19,0.18,0.17,0.09,0.07,0.08,0.64,0.68,0.82,0.99,0.98
Debt / EBITDA Ratio,0.59,0.67,0.78,0.41,0.30,0.41,5.06,2.86,4.20,6.48,6.16
Debt / FCF Ratio,1.03,0.99,1.28,1.03,0.34,21.49,6.57,6.51,5.02,11.87,11.73
Asset Turnover,0.52,0.48,0.41,0.37,0.38,0.40,0.33,0.37,0.31,0.26,0.26
Interest Coverage,72.35,75.72,50.47,48.69,49.31,74.13,31.83,26.54,18.19,10.66,12.61
Return on Equity (ROE),21.20%,17.20%,14.60%,13.80%,7.40%,12.10%,7.90%,17.00%,11.20%,7.50%,8.10%
Return on Assets (ROA),14.70%,12.40%,10.80%,9.90%,4.70%,8.40%,4.80%,8.10%,4.90%,3.00%,3.20%
Return on Capital (ROIC),16.54%,14.88%,11.80%,11.40%,6.52%,10.05%,4.92%,8.37%,6.52%,3.44%,3.51%
Earnings Yield,6.98%,8.90%,8.43%,6.84%,4.77%,8.23%,7.93%,12.25%,12.05%,7.20%,6.74%
FCF Yield,6.11%,9.55%,7.95%,4.27%,13.25%,0.24%,9.72%,7.80%,17.40%,8.07%,6.98%
Dividend Yield,0.90%,1.60%,2.00%,1.80%,12.90%,3.60%,5.30%,3.80%,5.40%,4.90%,4.55%
Payout Ratio,12.70%,18.20%,24.50%,26.60%,282.00%,44.30%,67.90%,31.30%,45.80%,69.80%,65.26%
Buyback Yield / Dilution,1.56%,1.83%,6.14%,3.20%,5.49%,4.44%,1.65%,-1.51%,0.89%,-0.12%,1.00%
Total Shareholder Return,2.46%,3.43%,8.14%,5.00%,18.39%,8.04%,6.95%,2.29%,6.29%,4.78%,5.54%
