,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"20,399","20,532","18,850","21,515","22,309","19,442","20,389","22,503","23,185","25,764","28,213","27,906","27,462","31,098","33,752","34,325","33,577","35,028","36,153","36,966","45,354","50,527","53,785","56,314","59,373","68,932","74,335","73,671","78,387","88,425","92,724","124,473","119,495","87,092","75,222","104,058","115,216","113,245","103,667","123,165","127,490"
Market Cap Growth,10.25%,9.25%,0.49%,16.75%,9.36%,-5.31%,8.16%,4.60%,3.93%,32.52%,38.38%,24.01%,18.45%,20.70%,19.63%,23.00%,22.27%,12.64%,7.11%,7.70%,35.07%,44.24%,48.77%,52.34%,30.91%,36.43%,38.21%,30.82%,32.03%,28.28%,24.74%,68.96%,52.44%,-1.51%,-18.88%,-16.40%,-3.58%,30.03%,37.81%,18.36%,-
Enterprise Value,"29,071","28,794","27,361","30,501","30,758","31,212","32,012","33,866","34,502","36,571","39,095","37,707","38,034","41,908","42,904","43,290","42,579","43,928","47,109","47,712","56,201","61,497","64,651","67,602","74,740","84,538","90,361","89,922","94,214","104,809","109,275","141,632","135,951","104,696","92,725","127,656","139,847","140,843","130,504","151,635","155,960"
PE Ratio,373.12,159.28,69.13,34.58,23.17,18.87,17.68,26.08,31.95,29.93,32.02,23.19,22.92,26.13,18.89,20.91,18.61,18.71,26.93,22.49,27.92,30.19,30.25,35.94,34.74,39.84,47.10,50.01,58.09,57.29,47.14,42.43,32.15,23.36,18.71,30.98,43.11,34.55,34.45,40.34,40.54
PS Ratio,11.96,11.70,10.79,12.22,12.47,10.57,10.17,10.24,9.91,10.59,11.04,11.02,10.74,11.43,12.89,13.11,12.52,13.80,13.81,13.18,15.73,16.56,16.24,16.91,16.79,17.18,17.90,16.60,17.01,19.68,20.18,26.15,24.74,17.66,13.68,17.42,17.66,14.67,13.15,15.35,15.89
PB Ratio,1.50,1.51,1.40,1.54,1.53,1.32,1.39,1.53,1.58,1.75,1.91,1.86,1.86,2.10,2.17,2.20,2.14,2.24,1.64,1.66,2.03,2.26,2.39,2.49,1.84,2.14,2.32,2.30,2.45,2.75,2.85,3.72,3.50,2.52,2.13,1.96,2.18,2.12,1.93,2.32,2.40
P/FCF Ratio,-15.70,-19.78,-15.76,-21.63,-20.82,-15.07,-19.22,-16.65,-19.91,-24.57,-25.03,-29.35,-29.76,-37.08,-73.12,-54.88,-52.34,-47.48,-31.85,-26.85,-32.14,-38.18,-46.46,-65.52,-65.01,-82.59,-161.90,-124.19,-315.38,-107.13,-61.36,-50.53,-41.14,-22.74,-21.88,-51.14,-69.63,-35.49,-44.59,-42.27,-42.27
P/OCF Ratio,47.65,34.96,31.23,24.05,24.68,20.58,16.99,20.16,17.58,18.48,20.79,19.69,18.48,20.35,18.96,20.34,19.94,20.42,22.58,20.50,23.27,24.84,24.70,24.87,24.25,26.35,25.20,25.08,25.49,29.02,32.16,41.55,39.56,27.43,21.10,25.22,26.19,23.54,18.59,22.92,23.73
Debt / Equity Ratio,0.65,0.63,0.66,0.67,0.59,0.82,0.82,0.79,0.80,0.76,0.76,0.71,0.74,0.75,0.63,0.60,0.60,0.60,0.51,0.50,0.50,0.51,0.53,0.55,0.50,0.50,0.53,0.53,0.52,0.53,0.53,0.53,0.54,0.52,0.51,0.45,0.48,0.53,0.51,0.55,0.55
Interest Coverage,1.16,1.90,2.66,6.53,6.07,3.13,4.39,2.48,3.79,4.69,4.94,7.52,3.94,4.76,14.96,6.05,9.13,7.22,6.64,10.89,6.98,7.97,8.72,7.80,7.90,6.57,4.90,5.20,6.51,10.49,13.30,21.49,19.42,11.97,17.50,6.01,4.65,9.65,5.36,4.95,6.10
Return on Capital (ROIC),Upgrade,0.14%,0.60%,1.30%,1.34%,1.55%,1.26%,1.28%,1.41%,1.54%,1.79%,2.24%,2.49%,2.61%,3.06%,2.95%,7.49%,7.75%,7.45%,5.62%,4.88%,5.28%,5.93%,6.64%,5.04%,3.80%,4.09%,4.19%,3.99%,4.13%,4.28%,4.58%,5.91%,7.05%,6.74%,6.96%,4.33%,3.47%,4.34%,4.30%,4.22%
Dividend Yield,2.90%,3.00%,3.40%,3.10%,3.10%,3.70%,3.70%,3.50%,3.60%,3.30%,3.10%,3.20%,3.30%,2.90%,2.70%,2.70%,2.90%,2.80%,2.80%,3.30%,2.70%,2.50%,2.40%,2.40%,2.70%,2.40%,2.30%,2.30%,2.20%,2.00%,2.00%,1.50%,1.70%,2.40%,3.00%,2.80%,2.60%,2.70%,3.00%,2.60%,2.61%
Payout Ratio,3300.00%,220.00%,122.20%,40.20%,53.70%,133.30%,81.60%,173.90%,105.00%,80.80%,79.20%,50.00%,115.80%,88.00%,26.70%,78.60%,69.60%,76.20%,80.00%,49.00%,96.40%,86.90%,74.60%,86.90%,82.90%,105.50%,145.00%,156.80%,126.00%,77.80%,64.30%,37.30%,51.00%,96.30%,57.70%,146.30%,174.00%,66.40%,107.40%,127.90%,105.78%
Buyback Yield / Dilution,-5.31%,-5.88%,-3.25%,-2.39%,-4.89%,-2.71%,-3.10%,-5.75%,-2.75%,-2.78%,-2.84%,-1.58%,-1.19%,-1.23%,-1.27%,-0.61%,-0.75%,-0.43%,-7.85%,-18.19%,-18.09%,-18.20%,-9.64%,0.00%,-10.64%,-16.84%,-16.69%,-16.73%,-5.66%,0.15%,-0.04%,-0.05%,-0.07%,-0.19%,-0.19%,-23.95%,-24.31%,-24.23%,-24.21%,-0.41%,-17.27%
Total Shareholder Return,-2.41%,-2.88%,0.15%,0.71%,-1.79%,0.99%,0.60%,-2.25%,0.85%,0.52%,0.26%,1.62%,2.11%,1.67%,1.43%,2.09%,2.15%,2.37%,-5.05%,-14.89%,-15.39%,-15.70%,-7.24%,2.40%,-7.94%,-14.44%,-14.39%,-14.43%,-3.46%,2.15%,1.96%,1.45%,1.63%,2.21%,2.81%,-21.15%,-21.71%,-21.53%,-21.21%,2.19%,-14.66%
