,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,401.92,296.71,310.91,198.38,314.98,293.35,402.04,445.6,485.96,491.19
Depreciation & Amortization,144.7,175.36,197.69,201.93,216.01,246.51,280.2,301.96,420.9,644.62
Share-Based Compensation,30.66,35.89,36.94,42.84,46.45,52.48,52.01,91.64,88.26,105.6
Other Operating Activities,-130.68,-197.14,105.45,-53.44,-205.55,-233.55,-207.7,276.78,-412.72,-111.1
Operating Cash Flow,446.59,310.82,650.99,389.71,371.89,358.79,526.55,"1,116",582.39,"1,130"
Operating Cash Flow Growth,320.45%,-30.40%,109.44%,-40.14%,-4.57%,-3.52%,46.76%,111.94%,-47.81%,94.08%
Capital Expenditures,-207.16,-233.02,-184,-190.58,-221.3,-276.26,-231.13,-225.18,-337.53,-366.72
Acquisitions,-97.65,-265.35,-118.99,-74.35,-351.96,-127.12,-435.02,-288.64,"-2,590.72",-273.17
Change in Investments,-10.03,6.21,-4.34,0,0,0,46.59,13.96,29.11,20.64
Other Investing Activities,-5.13,-50.72,825.59,-5.53,1.18,0.71,1.96,0.54,0.54,2.07
Investing Cash Flow,-319.97,-542.87,518.26,-270.46,-572.08,-402.67,-617.6,-499.32,"-2,898.61",-617.19
Dividends Paid,0,0,0,0,0,0,-23.24,-28.89,-34.02,-41.06
Share Issuance / Repurchase,1.03,-92.3,"-1,605.99",0.4,-49.98,-443.15,-20.09,-247.25,-66.69,-127.76
Debt Issued / Paid,-0.53,46.83,410.65,-125.14,299.79,447.81,241.99,-232.89,"2,533",-48.43
Other Financing Activities,-17.15,-12.87,-32.51,-9.1,-22.05,-21.23,-20.98,-92.33,-71.58,-93.82
Financing Cash Flow,-16.65,-58.35,"-1,227.84",-133.84,227.76,-16.57,177.69,-601.37,"2,361",-311.07
Exchange Rate Effect,-15.9,-7.87,-3.15,0.22,1.79,-0.07,-0.15,1.77,0.43,-0.72
Net Cash Flow,94.08,-298.26,-61.74,-14.36,29.37,-60.52,86.49,17.06,45.08,201.33
Free Cash Flow,239.44,77.8,466.99,199.13,150.59,82.53,295.42,890.79,244.86,763.59
Free Cash Flow Growth,-,-67.51%,500.21%,-57.36%,-24.38%,-45.20%,257.98%,201.53%,-72.51%,211.85%
Free Cash Flow Margin,3.73%,1.00%,6.17%,2.60%,1.59%,0.74%,2.44%,7.95%,1.89%,4.47%
Free Cash Flow Per Share,1.11,0.35,2.39,1.27,0.96,0.54,2.03,6.30,1.74,5.32
