,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"8,850","10,187","10,656","10,181","8,799","8,497","5,727","6,734","5,657","5,939","6,763","8,892","10,543","9,526","11,729","14,539","14,583","12,341","13,538","8,315","9,093","10,428","9,618","12,534","7,653","10,738","12,578","16,729","23,776","23,089","25,404","24,056","25,725","17,395","18,904","24,634","27,450","30,611","30,356","38,867","43,695"
Market Cap Growth,73.09%,116.60%,95.96%,40.09%,-0.58%,-16.60%,-46.25%,-33.86%,-35.70%,-30.11%,18.09%,32.06%,86.36%,60.40%,73.44%,63.50%,38.32%,29.55%,15.42%,-42.81%,-37.65%,-15.50%,-28.96%,50.73%,-15.84%,2.98%,30.78%,33.47%,210.67%,115.02%,101.97%,43.80%,8.20%,-24.66%,-25.58%,2.40%,6.70%,75.97%,60.58%,57.78%,-
Enterprise Value,"15,662","18,032","18,583","17,985","16,617","16,707","14,071","14,717","13,191","13,515","14,468","16,370","17,555","17,403","19,776","23,627","23,443","21,210","23,551","20,019","21,144","22,545","21,744","24,443","19,267","21,548","22,979","26,758","33,121","33,543","35,803","34,218","35,737","27,781","29,368","36,540","39,856","43,217","42,990","50,917","55,745"
PE Ratio,20.78,23.31,21.93,18.86,14.79,14.47,9.39,11.51,10.07,9.74,11.62,15.71,18.08,16.15,19.48,10.80,10.27,7.97,8.04,7.59,8.36,9.58,8.39,10.68,6.53,9.64,13.51,18.80,25.84,23.07,21.14,17.36,16.60,9.94,9.71,11.70,12.54,13.39,12.73,16.03,18.43
PS Ratio,1.76,1.95,1.95,1.79,1.51,1.45,0.98,1.16,0.97,1.02,1.17,1.54,1.82,1.59,1.88,2.19,2.08,1.69,1.77,1.03,1.08,1.18,1.05,1.34,0.82,1.19,1.45,1.96,2.81,2.62,2.76,2.48,2.53,1.63,1.70,2.12,2.21,2.32,2.18,2.71,3.05
PB Ratio,4.88,5.67,5.88,5.67,5.89,5.86,3.83,4.56,3.77,3.95,4.39,5.40,6.01,4.89,5.31,4.68,4.77,3.90,4.06,2.44,2.69,3.00,2.64,3.27,2.11,2.75,3.02,3.68,5.01,4.53,4.63,4.01,4.23,2.88,2.98,3.49,3.85,4.13,3.91,4.78,5.37
P/FCF Ratio,20.73,18.66,13.68,18.28,12.07,11.34,8.23,7.37,5.32,4.86,5.38,8.00,10.53,9.73,13.16,16.41,16.01,12.74,16.27,6.66,6.98,7.85,5.36,8.13,4.86,4.92,5.13,6.97,9.44,10.80,15.28,16.16,19.26,13.51,13.81,14.22,16.78,19.32,17.41,17.14,19.27
P/OCF Ratio,5.36,5.90,5.60,5.65,4.47,4.25,3.03,3.38,2.94,2.98,3.27,4.58,5.38,4.71,5.67,6.58,6.54,4.88,5.26,2.91,3.16,3.73,2.90,4.14,2.55,3.71,4.61,6.29,8.58,7.37,7.49,6.52,6.74,4.58,4.91,5.56,6.12,6.62,6.68,8.26,9.29
Debt / Equity Ratio,3.88,4.46,4.46,4.43,5.40,5.80,5.69,5.53,5.17,5.22,5.20,4.73,4.19,4.22,3.79,3.04,2.99,2.84,3.02,3.45,3.59,3.51,3.34,3.12,3.34,2.80,2.54,2.25,2.03,2.12,1.95,1.72,1.66,1.73,1.66,1.70,1.75,1.73,1.67,1.53,1.53
Quick Ratio,0.89,0.58,0.65,0.74,0.71,0.69,0.77,0.90,0.86,0.75,0.86,1.04,0.90,0.76,0.83,0.95,0.87,0.59,0.72,0.75,0.69,0.63,0.63,0.72,0.96,0.70,0.78,0.80,0.83,0.68,0.70,0.70,0.66,0.90,0.89,0.86,0.94,0.62,0.70,0.71,0.71
