,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"4,201","4,541","4,167","4,498","4,327","5,033","4,530","5,257","5,803","6,440","7,498","7,681","9,166","12,038","14,932","17,793","20,099","27,445","31,365","16,732","22,772","21,719","14,353","21,926","13,671","21,617","25,804","42,137","42,781","48,274","52,505","51,759","34,332","18,554","16,174","16,353","25,702","27,062","23,378","20,743","23,648"
Market Cap Growth,59.40%,49.12%,8.33%,-2.95%,3.01%,10.84%,8.71%,16.86%,34.09%,27.96%,65.52%,46.12%,57.95%,86.92%,99.15%,131.64%,119.29%,127.99%,110.05%,-5.97%,13.30%,-20.86%,-54.24%,31.05%,-39.97%,-0.47%,79.78%,92.18%,212.93%,123.31%,103.48%,22.83%,-19.75%,-61.57%,-69.20%,-68.40%,-25.13%,45.86%,44.54%,26.84%,-
Enterprise Value,"4,018","4,373","3,986","4,299","4,138","4,871","4,356","5,089","5,648","6,272","7,078","7,292","8,905","11,680","14,569","17,343","19,601","26,897","30,944","16,095","22,299","21,355","13,906","21,419","12,934","21,264","25,254","41,241","41,713","47,262","51,342","50,762","33,536","17,799","15,250","15,538","24,969","26,215","22,238","19,902","22,752"
PE Ratio,32.37,31.89,27.24,28.44,29.90,40.13,41.01,26.89,35.78,32.11,36.49,40.32,33.01,43.50,45.22,433.38,52.42,64.66,77.73,42.95,79.24,36.90,35.00,45.20,2.25,-133.11,46.29,66.26,53.38,60.43,72.53,67.76,63.91,41.12,55.62,97.87,73.19,60.51,48.13,41.82,53.05
PS Ratio,6.11,6.34,5.62,5.91,5.55,6.32,5.57,6.22,6.55,6.81,7.37,7.11,7.96,9.72,11.10,12.08,12.56,15.83,16.92,8.51,10.96,9.92,6.26,9.11,5.68,10.01,11.28,17.05,15.19,13.89,13.98,13.09,8.52,4.65,4.19,4.38,6.94,7.24,6.14,5.37,6.12
PB Ratio,6.03,6.72,5.77,5.98,5.45,6.54,5.67,6.20,6.51,7.08,7.71,7.72,8.77,11.16,12.63,15.47,17.83,22.52,26.29,13.35,18.13,15.81,10.99,16.29,4.79,7.60,8.51,13.03,12.61,14.26,14.93,14.29,9.36,5.16,4.38,4.54,7.39,7.44,6.15,5.71,6.51
P/FCF Ratio,25.22,25.98,21.93,22.36,21.34,23.98,22.94,28.19,31.44,36.80,41.67,44.43,51.76,77.84,78.88,82.06,82.77,99.97,118.53,70.56,68.72,55.19,32.36,36.01,22.88,45.10,69.22,118.82,84.34,66.37,58.66,55.30,44.50,34.95,41.62,46.85,92.84,57.65,38.22,29.31,33.39
P/OCF Ratio,22.59,23.46,19.84,20.23,19.07,20.58,19.05,22.83,24.38,27.64,30.45,31.22,37.01,45.50,49.96,49.81,45.83,58.61,63.04,35.17,41.05,36.53,22.71,28.46,18.29,33.79,49.40,84.46,64.61,54.88,46.17,40.40,29.28,19.01,20.59,23.47,45.19,36.66,27.09,23.48,26.74
Debt / Equity Ratio,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.09,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.06,0.06,0.06,0.06
Quick Ratio,2.87,2.65,2.80,2.90,2.91,2.62,2.59,2.52,2.64,2.56,2.50,2.51,2.22,2.10,2.17,2.10,1.98,1.92,1.66,1.70,1.56,1.57,1.51,1.46,1.45,0.93,1.11,1.22,1.33,1.12,1.17,1.08,1.05,1.02,1.08,0.97,0.88,0.91,1.03,0.91,0.91
