,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"3,526","3,989","3,937","4,464","5,627","5,451","6,926","8,509","9,250","9,615"
Revenue Growth (YoY),1.26%,13.12%,-1.31%,13.39%,26.07%,-3.14%,27.07%,22.85%,8.71%,3.94%
Cost of Revenue,"1,679","1,919","2,051","2,186","2,967","2,890","3,133","4,690","4,585","5,028"
Gross Profit,"1,847","2,070","1,886","2,278","2,660","2,560","3,793","3,819","4,665","4,587"
"Selling, General & Admin","1,065","1,263","1,316","1,373","1,544","1,562","1,722","1,962","2,381","2,963"
Other Operating Expenses,0,0,22.93,19.34,125.78,105.67,82.1,69.03,82.96,106.2
Operating Expenses,"1,065","1,263","1,339","1,393","1,669","1,668","1,804","2,031","2,464","3,069"
Operating Income,781.9,806.14,546.95,885.15,990.49,892.85,"1,988","1,788","2,201","1,518"
Interest Expense / Income,27.06,45.63,45.87,66.25,117.43,120.48,120.87,143.46,139.47,130.27
Other Expense / Income,12.34,-96.84,-77.27,94.79,126.21,-99.55,75.36,127.06,-223.61,-169.31
Pretax Income,742.51,857.34,578.35,724.11,746.85,871.92,"1,792","1,517","2,285","1,557"
Income Tax,32.77,22.99,40.61,31.37,127.57,113.95,155.81,111.84,128.58,79.96
Net Income,709.73,834.36,537.74,692.74,619.28,757.97,"1,636","1,406","2,157","1,477"
Preferred Dividends,21.94,21.94,21.94,28.07,52.78,44.36,41.61,41.61,63.44,40.74
Net Income Common,687.79,812.42,515.8,664.67,566.5,713.62,"1,595","1,364","2,093","1,436"
Net Income Growth,23.33%,18.12%,-36.51%,28.86%,-14.77%,25.97%,123.47%,-14.47%,53.49%,-31.39%
Shares Outstanding (Basic),394,392,365,362,404,404,402,403,392,369
Shares Outstanding (Diluted),407,405,378,374,418,413,412,410,400,378
Shares Change,-1.79%,-0.63%,-6.58%,-1.05%,11.66%,-1.17%,-0.31%,-0.33%,-2.42%,-5.68%
EPS (Basic),1.75,2.07,1.41,1.83,1.40,1.76,3.97,3.38,5.34,3.90
EPS (Diluted),1.69,2.01,1.36,1.78,1.36,1.73,3.87,3.32,5.23,3.80
EPS Growth,25.84%,18.76%,-32.09%,30.59%,-23.60%,27.21%,123.70%,-14.21%,57.53%,-27.34%
Free Cash Flow,833.37,"1,017",982.17,"1,362","1,072","1,530","2,011","2,847","3,386","3,764"
Free Cash Flow Per Share,2.12,2.59,2.69,3.76,2.65,3.78,5.00,7.06,8.64,10.21
Gross Margin,52.37%,51.88%,47.90%,51.03%,47.27%,46.98%,54.76%,44.88%,50.43%,47.71%
Operating Margin,22.17%,20.21%,13.89%,19.83%,17.60%,16.38%,28.71%,21.01%,23.80%,15.79%
Profit Margin,19.51%,20.37%,13.10%,14.89%,10.07%,13.09%,23.03%,16.03%,22.63%,14.94%
Free Cash Flow Margin,23.63%,25.50%,24.95%,30.52%,19.05%,28.06%,29.03%,33.46%,36.61%,39.14%
Effective Tax Rate,4.41%,2.68%,7.02%,4.33%,17.08%,13.07%,8.69%,7.37%,5.63%,5.14%
EBITDA,769.57,902.98,647.15,809.71,990.06,"1,098","1,995","1,730","2,508","1,793"
EBITDA Margin,21.82%,22.64%,16.44%,18.14%,17.59%,20.15%,28.81%,20.33%,27.11%,18.65%
Depreciation & Amortization,0,0,22.93,19.34,125.78,105.67,82.1,69.03,82.96,106.2
EBIT,769.57,902.98,624.22,790.36,864.28,992.41,"1,913","1,661","2,425","1,687"
EBIT Margin,21.82%,22.64%,15.86%,17.71%,15.36%,18.21%,27.62%,19.52%,26.22%,17.55%
