,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"25,564","19,825","32,192","59,981","31,525","53,362","54,511","126,954","76,901","110,065","166,055"
Market Cap Growth,19.95%,-22.45%,62.38%,86.32%,-47.44%,69.27%,2.15%,132.90%,-39.43%,43.13%,-
Enterprise Value,"24,509","19,570","32,129","60,275","33,394","55,546","54,608","127,411","80,448","109,494","164,125"
PE Ratio,23.11,14.40,18.71,17.47,9.52,19.72,15.06,21.56,11.79,16.05,23.48
PS Ratio,2.82,2.05,2.97,4.13,1.83,3.65,3.17,5.50,2.98,4.15,6.27
PB Ratio,3.24,2.60,4.46,6.42,4.61,6.50,5.15,10.37,6.31,6.73,9.53
P/FCF Ratio,16.40,20.91,14.55,18.38,9.96,19.02,16.12,26.59,16.67,14.49,21.55
P/OCF Ratio,14.20,17.05,13.05,16.62,8.32,16.43,14.33,23.33,14.24,12.65,18.97
EV/Sales Ratio,2.70,2.03,2.97,4.15,1.94,3.80,3.17,5.52,3.12,4.13,6.20
EV/EBITDA Ratio,12.74,9.87,12.56,13.90,6.20,14.36,11.42,16.52,9.73,12.93,19.61
EV/EBIT Ratio,15.83,12.14,14.82,15.34,6.78,15.84,12.39,17.41,10.28,13.77,20.58
EV/FCF Ratio,15.72,20.64,14.52,18.47,10.55,19.80,16.15,26.69,17.44,14.42,21.30
Debt / Equity Ratio,0.09,0.60,0.46,0.83,0.52,0.65,0.52,0.45,0.45,0.34,0.34
Debt / EBITDA Ratio,1.01,2.29,1.31,1.22,0.99,1.37,1.14,0.71,0.67,0.66,0.66
Debt / FCF Ratio,1.25,4.79,1.51,1.63,1.68,1.89,1.61,1.14,1.20,0.73,0.72
Quick Ratio,1.71,1.77,1.66,2.34,1.62,1.38,1.95,1.64,1.17,1.63,1.63
Current Ratio,2.47,2.44,2.30,3.14,2.64,2.30,3.00,2.54,2.16,2.60,2.60
Asset Turnover,0.69,0.63,0.74,0.75,0.97,0.77,0.77,0.89,0.96,0.86,0.90
Interest Coverage,16.00,16.44,13.88,19.54,20.50,14.14,18.19,29.19,34.16,32.16,33.98
Return on Equity (ROE),14.00%,18.09%,23.85%,36.73%,48.44%,32.94%,34.21%,48.08%,53.51%,41.94%,41.07%
Return on Assets (ROA),8.40%,9.00%,11.80%,17.68%,18.64%,14.22%,16.19%,22.80%,24.41%,22.31%,22.69%
Return on Capital (ROIC),11.79%,12.00%,17.42%,24.30%,27.86%,20.50%,23.66%,33.85%,37.70%,31.04%,29.56%
Earnings Yield,4.33%,6.95%,5.35%,5.73%,10.51%,5.07%,6.64%,4.64%,8.48%,6.23%,4.31%
FCF Yield,6.10%,4.78%,6.87%,5.44%,10.04%,5.26%,6.20%,3.76%,6.00%,6.90%,4.64%
Dividend Yield,1.90%,2.46%,1.38%,0.72%,1.92%,1.44%,1.44%,0.66%,1.14%,0.89%,0.64%
Payout Ratio,43.85%,35.37%,25.80%,12.52%,18.26%,28.49%,21.75%,14.23%,13.38%,14.22%,15.06%
Buyback Yield / Dilution,-0.98%,0.41%,8.97%,2.87%,5.35%,7.89%,2.33%,0.43%,4.57%,3.65%,1.41%
Total Shareholder Return,0.91%,2.86%,10.35%,3.58%,7.27%,9.34%,3.77%,1.09%,5.71%,4.53%,2.05%
