,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,3.61,5.41,6.5,5.56,5.08,9.48,1.49,3.41,2.56,1.42,7.16,1.29,5,0.49,1.1,4.04,14.95,5.37,4.23,3.19,2.55,1.96,1.69,1.34,0.69,0.47,0.78,17.25,141.32,211.93,170.62,32.85,303.01,159.3,129.67,86.67,114.86,136.81,135.47,108.31
Short-Term Investments,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.59,0.59,0.59,0,0.07,0.39,0,0,0.01,0,0,0,0,0.11,0.45,2.27,292.57,195.88,282.7,319.14,403.8,220.4,126.42,121.84,189.09,234.41,286.8
Cash & Cash Equivalents,3.62,5.42,6.5,5.56,5.08,9.48,1.49,3.41,2.56,1.42,7.16,1.29,5,1.08,1.68,4.63,14.95,5.44,4.62,3.19,2.55,1.97,1.69,1.35,0.69,0.48,0.88,17.7,143.59,504.5,366.5,315.55,622.16,563.1,350.06,213.09,236.7,325.9,369.88,395.12
Cash Growth,52.81%,85.34%,1.67%,-5.35%,40.54%,74.97%,-77.13%,-38.65%,-49.73%,-85.01%,381.35%,-62.01%,95.62%,-23.80%,-76.47%,257.60%,199.07%,402.26%,174.13%,-31.14%,-82.93%,-63.76%,-63.34%,-57.79%,-72.79%,-75.77%,-47.79%,1215.44%,20587.74%,105568.85%,41367.46%,1682.37%,333.27%,11.61%,-4.48%,-32.47%,-61.96%,-42.12%,5.66%,85.42%
Receivables,0.27,0.28,0.08,10.51,0.22,0.76,0.7,2.33,0.14,0.15,0.13,0.08,0.1,0.1,0.12,0.12,0.01,0,0,0.1,0,0,0,0,0,0.12,0,0,74.77,0,0,0,26.93,0,0,0,0.02,0.17,0.76,1.19
Other Current Assets,0.75,0.58,0.65,0.34,2.38,1.88,1.91,1.91,2.09,1.59,2.56,1.13,0.43,0.58,0.5,0.11,0.09,0.18,0.57,0.55,0.46,0.31,0.24,0.21,0.8,0.91,4.94,13.9,68.05,131.38,125.15,239.01,35.15,29.49,12.13,27.02,40.83,60.24,51.8,36.34
Total Current Assets,4.64,6.28,7.23,16.41,7.68,12.12,4.11,7.64,4.78,3.16,9.85,2.51,5.52,1.76,2.31,4.86,15.05,5.62,5.19,3.84,3.02,2.28,1.93,1.56,1.49,1.5,5.82,31.6,286.41,635.89,491.65,554.56,684.24,592.59,362.19,240.11,277.55,386.31,422.44,432.65
"Property, Plant & Equipment",0.01,0.01,0.01,0.01,0.05,0.08,0.07,0.07,0.06,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0.01,5.58,4.46,3.86,1.03,1.26,1.1,5.03,4.05,3.11,3.86,4.91,17.42,41.96,80.15,93.93,276.24,334.64,315.42,404.89,274.3,716.1,784.42,742.16
Long-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13.5,17,134.3,146.78,134.64,154.99,160.86
Goodwill and Intangibles,8.3,7.85,21.76,35.12,48.26,44.61,51.15,48.33,29.94,27.81,27.94,24.03,12.54,11.91,11.58,7.82,0,1.2,1.18,1.16,1.14,1.13,1.11,1.09,1.07,1.06,1.04,1.02,1,0.98,0.97,0.95,0.93,0,0,0,0,0,0,0
