,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
reportedCurrency,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD
grossProfit,72383000000,20582000000,18721000000,19574000000,87437000000,22619000000,27895000000,29309000000,125555000000,35035000000,36408000000,34622000000,20863000000,37013000000,39590000000,40542000000,-1360000000,43403000000,48693000000,52610000000
totalRevenue,72383000000,59339000000,63021000000,69585000000,87437000000,75050000000,88509000000,95717000000,125555000000,108088000000,112755000000,110212000000,136903000000,115986000000,120533000000,126381000000,148376000000,126605000000,133552000000,142183000000
costOfRevenue,59490000000,38757000000,44300000000,50011000000,75900000000,52431000000,60614000000,66408000000,102441000000,73053000000,76347000000,75590000000,116040000000,78973000000,80943000000,85839000000,1360000000,83202000000,84859000000,89573000000
costofGoodsAndServicesSold,44786000000,33920000000,36337000000,41302000000,53977000000,44257000000,52660000000,57106000000,79284000000,62403000000,64176000000,62930000000,82835000000,66499000000,66424000000,70268000000,85640000000,67791000000,69373000000,75022000000
operatingIncome,3786000000,4420000000,3084000000,3157000000,3879000000,3989000000,5843000000,6194000000,6873000000,8865000000,7702000000,4852000000,3460000000,3669000000,3317000000,2525000000,2737000000,4774000000,7681000000,11188000000
sellingGeneralAndAdministrative,14229000000,4837000000,5561000000,6100000000,18583000000,6280000000,5925000000,7102000000,20271000000,8194000000,9682000000,10163000000,30235000000,10914000000,12989000000,14075000000,36751000000,13215000000,13947000000,13112000000
researchAndDevelopment,1452000000,6841000000,7910000000,8022000000,9740000000,7993000000,8945000000,9334000000,5242000000,10584000000,11794000000,12097000000,2001000000,12270000000,15468000000,16787000000,3653000000,17420000000,18829000000,21203000000
operatingExpenses,15667000000,4837000000,8049000000,8764000000,22988000000,8174000000,7954000000,9302000000,24557000000,10650000000,12171000000,12660000000,34205000000,12474000000,14519000000,15571000000,1360000000,15411000000,15486000000,14551000000
investmentIncomeNet,150000000,183000000,215000000,224000000,211000000,202000000,135000000,118000000,100000000,105000000,106000000,119000000,118000000,108000000,159000000,277000000,445000000,611000000,661000000,776000000
netInterestIncome,-387000000,-366000000,-383000000,-396000000,-455000000,-402000000,-403000000,-428000000,-414000000,-399000000,-435000000,-493000000,-482000000,-472000000,-584000000,-617000000,-694000000,-823000000,-840000000,-806000000
interestIncome,,183000000,215000000,224000000,211000000,202000000,135000000,118000000,100000000,105000000,106000000,119000000,118000000,108000000,159000000,277000000,445000000,611000000,661000000,1072000000
interestExpense,387000000,366000000,383000000,396000000,455000000,402000000,403000000,428000000,414000000,399000000,435000000,493000000,482000000,472000000,584000000,617000000,694000000,823000000,840000000,806000000
nonInterestIncome,72383000000,59700000000,63404000000,69981000000,87437000000,75452000000,88912000000,96145000000,125555000000,108487000000,113190000000,110705000000,137385000000,116458000000,121117000000,126998000000,149070000000,127428000000,134392000000,142989000000
otherNonOperatingIncome,-199000000,164000000,-27000000,-353000000,418000000,-406000000,646000000,925000000,1206000000,1697000000,1261000000,-163000000,11838000000,-8570000000,-5545000000,759000000,-3450000000,-443000000,61000000,1031000000
depreciation,,,,,,,,,,,,,,,,,,,,
depreciationAndAmortization,4262000000,2307000000,2402000000,2609000000,3340000000,1894000000,2029000000,2200000000,2886000000,2456000000,2489000000,2497000000,2970000000,1560000000,1530000000,1496000000,2118000000,1546000000,1539000000,1439000000
incomeBeforeTax,3354000000,4397000000,2882000000,2628000000,4054000000,3279000000,6227000000,6900000000,7788000000,10263000000,8646000000,4311000000,14935000000,-5266000000,-2665000000,2941000000,-949000000,4120000000,7554000000,12185000000
incomeTaxExpense,327000000,836000000,257000000,494000000,786000000,744000000,984000000,569000000,566000000,2156000000,868000000,1155000000,612000000,-1422000000,-637000000,69000000,-1227000000,948000000,804000000,2306000000
interestAndDebtExpense,387000000,366000000,383000000,396000000,455000000,402000000,403000000,428000000,414000000,399000000,435000000,493000000,482000000,472000000,584000000,617000000,694000000,823000000,840000000,806000000
netIncomeFromContinuingOperations,3023000000,3561000000,2625000000,2134000000,3267000000,2535000000,5243000000,6331000000,7199000000,8107000000,7778000000,3156000000,14314000000,-3844000000,-2028000000,2872000000,-2720000000,3172000000,6750000000,9879000000
