,2014-03-29,2014-06-28,2014-09-27,2014-12-31,2015-04-04,2015-07-04,2015-10-03,2015-12-31,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-29,2018-12-31,2019-03-30,2019-06-29,2019-09-28,2019-12-31,2020-03-28,2020-06-27,2020-09-26,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-31
Cash & Equivalents,51.42,70.35,60.21,394,329.53,204.92,258.02,192,194,141,163,156,180,95,88,62,64,46,45,44,61,27,33,30,24,63,39,168,177,318,307,332,141,98,81,105,85,68,61,137
Short-Term Investments,414.14,455.64,481.71,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,465.57,525.99,541.92,418,329.53,204.92,258.02,192,194,141,163,156,180,95,88,62,64,46,45,44,61,27,33,30,24,63,39,168,177,318,307,332,141,98,81,105,85,68,61,137
Cash Growth,12.42%,18.02%,16.86%,1.16%,-29.22%,-61.04%,-52.39%,-54.07%,-41.13%,-31.19%,-36.83%,-18.75%,-7.22%,-32.62%,-46.01%,-60.26%,-64.44%,-51.58%,-48.86%,-29.03%,-4.69%,-41.30%,-26.67%,-31.82%,-60.66%,133.33%,18.18%,460.00%,637.50%,404.76%,687.18%,97.62%,-20.34%,-69.18%,-73.62%,-68.37%,-39.72%,-30.61%,-24.69%,30.48%
Receivables,181.62,165.43,187.54,671,637.95,631.07,625.78,671,606,631,599,625,550,527,596,479,471,502,575,520,488,556,588,613,500,406,535,508,521,567,613,752,808,925,804,768,736,663,538,521
Inventory,119.37,126.1,139.62,394,405.47,404.47,408.16,397,386,362,345,345,376,414,492,458,448,465,493,520,510,484,468,474,443,513,484,511,528,485,438,491,469,632,814,860,835,864,848,804
Other Current Assets,34.46,41.73,51.97,189,246.02,215.66,197.3,74,95,88,158,96,63,100,90,64,70,96,88,78,83,121,142,78,84,112,134,86,117,156,166,114,151,151,172,150,162,158,205,210
Total Current Assets,801.02,859.25,921.05,"1,672","1,619","1,456","1,489","1,334","1,281","1,222","1,265","1,222","1,169","1,136","1,266","1,063","1,053","1,109","1,201","1,162","1,142","1,188","1,231","1,195","1,051","1,094","1,192","1,273","1,343","1,526","1,524","1,689","1,569","1,806","1,871","1,883","1,818","1,753","1,652","1,672"
"Property, Plant & Equipment",107.51,107.12,113.21,255,270.23,284.59,291.75,298,300,301,292,292,284,273,267,264,262,254,251,249,367,365,366,366,359,361,378,409,398,395,404,403,404,439,444,434,452,474,467,478
Long-Term Investments,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodwill and Intangibles,222.1,219.43,214.55,"3,519","3,444","3,381","3,305","3,247","3,192","3,133","2,993","2,938","2,890","2,844","2,797","2,764","2,739","2,714","2,756","2,727","2,878","2,945","2,908","2,897","2,876","2,863","3,425","3,390","3,365","3,361","3,650","3,734","3,703","4,588","4,550","4,529","4,499","4,473","4,445","4,422"
Other Long-Term Assets,29.17,33.18,34.37,93,121.2,95.01,92.55,161,163,149,148,180,188,192,196,184,195,198,192,201,189,203,203,253,254,289,250,303,305,311,287,389,453,552,583,683,705,756,767,734
Total Long-Term Assets,361.36,359.72,362.12,"3,867","3,836","3,760","3,690","3,706","3,655","3,583","3,433","3,410","3,362","3,309","3,260","3,212","3,196","3,166","3,199","3,177","3,434","3,513","3,477","3,516","3,489","3,513","4,053","4,102","4,068","4,067","4,341","4,526","4,560","5,579","5,577","5,646","5,656","5,703","5,679","5,634"
Total Assets,"1,162","1,219","1,283","5,539","5,455","5,217","5,179","5,040","4,936","4,805","4,698","4,632","4,531","4,445","4,526","4,275","4,249","4,275","4,400","4,339","4,576","4,701","4,708","4,711","4,540","4,607","5,245","5,375","5,411","5,593","5,865","6,215","6,129","7,385","7,448","7,529","7,474","7,456","7,331","7,306"
Accounts Payable,34.64,31.75,46.08,327,284.73,281.77,314.28,289,316,347,360,413,365,436,426,424,411,442,498,552,457,472,502,552,447,503,546,601,573,597,609,700,691,827,835,811,602,562,433,456
Deferred Revenue,16.41,16.9,18.97,312,332.8,324.55,313,321,326,327,305,315,345,336,341,334,345,348,360,382,400,418,432,459,478,505,534,581,631,647,681,695,715,731,724,758,780,774,746,770
Current Debt,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,51,43,85,71,157,131,156,205,197,230,233,481,364,134,47,51,69,183,144,144,214,215,166,152,173
Other Current Liabilities,60.32,74.63,93.17,310,278.32,267.12,271.65,285,246,196,267,221,211,211,238,191,133,139,176,210,158,154,167,196,82,148,204,305,208,259,240,336,210,411,370,549,477,268,231,199
Total Current Liabilities,111.36,123.28,158.21,953,895.85,873.43,898.92,895,888,870,932,949,921,983,"1,039","1,000",932,"1,014","1,105","1,301","1,146","1,200","1,306","1,404","1,237","1,389","1,765","1,851","1,546","1,550","1,581","1,800","1,799","2,113","2,073","2,332","2,074","1,770","1,562","1,598"
Long-Term Debt,0,0,0,"3,156","3,144","3,040","3,043","3,012","2,937","2,873","2,788","2,648","2,573","2,418","2,451","2,176","2,090","1,914","1,829","1,434","1,707","1,665","1,419","1,180","1,262","1,091","1,196","1,010","1,078","1,062","1,060","1,043","1,035","2,172","2,167","1,948","2,037","2,199","2,271","2,199"
Other Long-Term Liabilities,42.08,47.63,48.21,390,388.6,351.2,322.81,240,250,245,230,243,242,232,222,265,246,274,253,269,256,277,289,288,314,324,353,370,376,392,408,388,389,587,551,516,472,495,485,473
Total Long-Term Liabilities,42.08,47.63,48.21,"3,546","3,533","3,392","3,366","3,252","3,187","3,118","3,018","2,891","2,815","2,650","2,673","2,441","2,336","2,188","2,082","1,703","1,963","1,942","1,708","1,468","1,576","1,415","1,549","1,380","1,454","1,454","1,468","1,431","1,424","2,759","2,718","2,464","2,509","2,694","2,756","2,672"
Total Liabilities,153.44,170.91,206.42,"4,499","4,429","4,265","4,265","4,147","4,075","3,988","3,950","3,840","3,736","3,633","3,712","3,441","3,268","3,202","3,187","3,004","3,109","3,142","3,014","2,872","2,813","2,804","3,314","3,231","3,000","3,004","3,049","3,231","3,223","4,872","4,791","4,796","4,583","4,464","4,318","4,270"
