,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cash & Equivalents,"95,378","76,545","72,249","69,334","76,252","72,267","120,427","109,989","105,563","91,712"
Cash & Cash Equivalents,"95,378","76,545","72,249","69,334","76,252","72,267","120,427","109,989","105,563","91,712"
Cash Growth,41.35%,-19.75%,-5.61%,-4.03%,9.98%,-5.23%,66.64%,-8.67%,-4.02%,-13.12%
Receivables,"2,242","2,346","2,644","3,099","3,203","3,231","3,105","3,278","3,434","3,806"
"Property, Plant & Equipment","1,937","1,894","2,062","2,186","2,214","2,282","2,154","2,261","2,315","2,399"
Goodwill and Intangibles,"7,851","7,439","7,564","7,635","9,815","9,586","9,510","9,437","9,039","8,931"
Total Assets,"274,119","245,155","242,698","238,425","244,596","245,610","314,706","314,624","301,450","297,258"
Total Liabilities,"252,791","224,020","221,479","216,108","219,859","221,179","288,506","287,261","276,259","273,459"
Total Debt,"23,369","17,750","17,415","15,606","15,267","14,450","21,205","15,178","18,270","24,366"
Debt Growth,8.94%,-24.04%,-1.89%,-10.39%,-2.17%,-5.35%,46.75%,-28.42%,20.37%,33.37%
Common Stock,"7,098","6,496","5,800","4,470","5,540","3,389","2,571","3,258","1,874","-1,804"
Retained Earnings,"14,737","16,049","17,459","18,856","20,553","21,918","23,442","25,238","27,028","27,957"
Comprehensive Income,-507,"-1,442","-2,040","-1,009","-1,356",-876,187,"-1,133","-3,711","-2,354"
Shareholders' Equity,"21,328","21,103","21,219","22,317","24,737","24,431","26,200","27,363","25,191","23,799"
Net Cash / Debt,"72,009","58,795","54,834","53,728","60,985","57,817","99,222","94,811","87,293","67,346"
Net Cash / Debt Growth,56.45%,-18.35%,-6.74%,-2.02%,13.51%,-5.19%,71.61%,-4.45%,-7.93%,-22.85%
Net Cash Per Share,166.68,142.14,138.44,141.31,161.99,154.73,277.85,264.86,235.86,206.22
Book Value Per Share,50.27,51.74,54.20,59.55,66.50,66.05,74.25,77.61,68.98,73.83
