,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,"1,958","1,848","1,968","1,972","2,404","2,009","2,257","2,572","2,660","1,821"
Depreciation & Amortization,477,604,722,871,977,"1,101","1,276","1,312",918,643
Other Operating Activities,"-2,996","-3,855",-400,"4,097","6,794","2,580",-1,"-10,594","8,376","-1,774"
Operating Cash Flow,-561,"-1,403","2,290","6,940","10,175","5,690","3,532","-6,710","11,954",690
Operating Cash Flow Growth,-,-,-,203.06%,46.61%,-44.08%,-37.93%,-,-,-94.23%
Capital Expenditures,-427,-703,-613,-637,-609,-730,-560,-811,-734,-816
Acquisitions,0,0,-437,172,"-2,595",-54,0,-333,0,-61
Change in Investments,"-28,214","25,625","5,110",411,"-1,368","-2,562","-66,309","-1,269","7,499","13,498"
Other Investing Activities,149,73,170,102,76,720,"1,335",241,51,117
Investing Cash Flow,"-28,492","24,995","4,230",48,"-4,496","-2,626","-65,534","-2,172","6,816","12,738"
Dividends Paid,-539,-655,-723,-768,-828,-930,-889,-866,-972,-970
Share Issuance / Repurchase,"-1,868","-1,738","-1,487","-1,418",676,"-1,666",-593,961,"-1,623","-3,876"
Debt Issued / Paid,"1,781","-5,246",-217,"-1,745",-278,"-1,140","6,224","-5,797","3,735","5,929"
Other Financing Activities,"28,314","-16,601","-3,986","-2,257","-4,041",762,"57,425","14,748","-19,571","-14,434"
Financing Cash Flow,"27,688","-24,240","-6,413","-6,188","-4,471","-2,974","62,167","9,046","-18,431","-13,351"
Net Cash Flow,"-1,365",-648,107,800,"1,208",90,165,164,339,77
Free Cash Flow,-988,"-2,106","1,677","6,303","9,566","4,960","2,972","-7,521","11,220",-126
Free Cash Flow Growth,-,-,-,275.85%,51.77%,-48.15%,-40.08%,-,-,-
Free Cash Flow Margin,-9.62%,-20.33%,16.43%,55.95%,78.86%,42.19%,25.40%,-62.53%,92.36%,-1.05%
Free Cash Flow Per Share,-2.33,-5.16,4.28,16.82,25.72,13.41,8.42,-21.33,30.72,-0.39
