,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"6,041","7,838","9,017","17,402","22,498","25,996","34,260","48,025","47,171","40,320","42,063"
Market Cap Growth,89.34%,29.74%,15.04%,92.99%,29.28%,15.55%,31.79%,40.18%,-1.78%,-14.53%,-
Enterprise Value,"5,324","7,299","9,742","18,029","23,842","27,599","40,239","53,745","53,117",-,"40,240"
PE Ratio,22.29,22.08,16.04,21.02,25.00,19.68,18.95,35.65,39.24,14.92,16.02
PS Ratio,0.36,0.34,0.22,0.36,0.37,0.35,0.31,0.38,0.33,0.26,0.27
PB Ratio,3.46,3.63,1.53,2.54,2.06,2.07,1.33,1.79,1.96,0,1.63
P/FCF Ratio,5.39,15.43,5.84,16.31,40.25,34.52,7.39,14.58,8.97,5.56,7.72
P/OCF Ratio,4.94,11.91,4.87,11.69,18.23,17.53,6.23,11.42,7.53,5.01,6.72
EV/Sales Ratio,0.32,0.32,0.24,0.37,0.40,0.37,0.36,0.43,0.37,-,0.26
EV/EBITDA Ratio,9.63,8.94,6.33,11.56,12.21,10.24,9.12,11.34,10.24,-,12.21
EV/EBIT Ratio,11.47,10.35,7.73,15.04,16.35,13.45,12.76,16.47,14.61,-,20.71
EV/FCF Ratio,4.75,14.37,6.31,16.90,42.65,36.65,8.68,16.31,10.10,-,7.38
Debt / Equity Ratio,0.51,0.57,0.79,0.69,0.61,1.09,0.65,0.70,0.75,0,0.69
Debt / EBITDA Ratio,1.21,1.09,0.79,2.98,2.41,2.48,3.11,3.54,3.63,6.15,5.41
Debt / FCF Ratio,0.60,1.76,0.79,4.36,8.41,8.88,2.96,5.09,3.58,2.48,3.27
Quick Ratio,0.93,0.89,0.87,0.86,0.94,1.49,1.02,1.04,0.97,0,0.54
Current Ratio,1.05,0.99,0.97,0.93,1.00,1.57,1.08,1.11,1.06,0,1.11
Asset Turnover,2.84,3.10,2.01,2.21,1.95,1.82,1.62,1.61,1.88,0,1.84
Interest Coverage,13.26,16.40,5.81,4.70,4.25,4.32,4.23,4.91,5.47,-4.04,1.06
Return on Equity (ROE),21.96%,20.36%,26.05%,14.05%,13.14%,12.10%,14.41%,5.23%,4.49%,11.23%,10.46%
Return on Assets (ROA),7.68%,6.08%,7.66%,4.10%,4.12%,4.27%,4.41%,1.96%,1.53%,3.52%,3.19%
Return on Capital (ROIC),13.93%,13.73%,17.99%,8.10%,8.25%,7.43%,7.59%,5.65%,4.88%,5.22%,5.03%
Earnings Yield,4.49%,4.53%,6.23%,4.76%,4.00%,5.08%,5.28%,2.80%,2.55%,6.70%,6.42%
FCF Yield,18.54%,6.48%,17.13%,6.13%,2.48%,2.90%,13.53%,6.86%,11.14%,17.99%,12.96%
Dividend Yield,0.00%,0.00%,0.00%,0.00%,27.01%,0.00%,0.00%,0.00%,0.00%,0.00%,5.08%
Payout Ratio,0.00%,0.00%,0.00%,0.00%,675.22%,0.00%,0.00%,0.00%,0.00%,0.00%,283.50%
Buyback Yield / Dilution,-6.99%,-2.25%,-33.24%,-7.67%,-12.86%,-5.50%,-37.76%,-1.97%,1.44%,6.24%,3.99%
Total Shareholder Return,-6.99%,-2.25%,-33.24%,-7.67%,14.15%,-5.50%,-37.76%,-1.97%,1.44%,6.24%,3.99%
