,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"8,080","7,536","8,232","8,003","12,525","11,944","21,671","31,245","34,999","21,045","28,655"
Market Cap Growth,29.52%,-6.73%,9.23%,-2.78%,56.50%,-4.63%,81.44%,44.18%,12.02%,-39.87%,-
Enterprise Value,"7,337","6,748","7,447","7,180","11,643","11,167","21,389","31,251","35,189","21,297","28,869"
PE Ratio,32.94,29.59,32.60,30.13,48.31,28.48,48.02,72.01,76.98,40.19,59.54
PS Ratio,9.38,8.05,8.73,8.10,11.44,9.23,14.30,18.58,18.36,10.19,13.27
PB Ratio,3.78,3.40,3.75,3.62,5.58,4.51,6.28,7.63,7.81,4.33,5.72
P/FCF Ratio,26.57,20.98,22.89,22.64,30.66,25.78,47.63,61.03,66.48,34.69,45.29
P/OCF Ratio,24.27,19.56,21.91,21.87,29.29,24.63,43.35,57.09,63.69,33.35,43.52
EV/Sales Ratio,8.52,7.21,7.90,7.26,10.63,8.63,14.11,18.59,18.46,10.31,13.37
EV/EBITDA Ratio,18.14,15.66,17.14,15.96,25.12,20.44,35.35,51.13,53.57,28.96,40.22
EV/EBIT Ratio,22.67,19.34,20.87,18.88,29.42,22.92,40.66,61.89,66.68,35.61,50.88
EV/FCF Ratio,24.12,18.78,20.71,20.31,28.50,24.11,47.01,61.04,66.84,35.11,45.63
Debt / Equity Ratio,-,-,-,-,-,-,0.17,0.22,0.19,0.18,0.17
Debt / EBITDA Ratio,-,-,-,-,-,-,0.98,1.50,1.31,1.18,1.19
Debt / FCF Ratio,-,-,-,-,-,-,1.30,1.80,1.63,1.43,1.35
Quick Ratio,2.36,2.33,2.22,2.17,2.09,2.50,2.24,2.36,2.10,2.09,2.43
Current Ratio,2.42,2.33,2.22,2.17,2.09,2.50,2.24,2.36,2.11,2.09,2.43
Asset Turnover,0.33,0.34,0.35,0.36,0.39,0.42,0.40,0.34,0.32,0.33,0.33
Interest Coverage,276.87,447.91,-,-,4602.09,8256.68,151.99,45.95,42.54,26.32,13.00
Return on Equity (ROE),11.90%,11.40%,11.50%,11.90%,11.60%,16.60%,15.20%,12.00%,10.60%,11.50%,9.90%
Return on Assets (ROA),9.30%,9.10%,9.30%,9.60%,9.10%,13.60%,11.80%,8.70%,7.60%,8.40%,7.30%
Return on Capital (ROIC),11.46%,11.46%,11.41%,11.90%,11.40%,15.49%,11.00%,8.69%,8.48%,9.41%,8.72%
Earnings Yield,3.04%,3.38%,3.07%,3.32%,2.07%,3.51%,2.08%,1.39%,1.30%,2.49%,1.69%
FCF Yield,3.76%,4.77%,4.37%,4.42%,3.26%,3.88%,2.10%,1.64%,1.50%,2.88%,2.21%
Buyback Yield / Dilution,-0.19%,0.99%,2.86%,2.77%,2.38%,1.08%,-0.01%,-1.59%,-0.93%,0.69%,0.04%
Total Shareholder Return,-0.19%,0.99%,2.86%,2.77%,2.38%,1.08%,-0.01%,-1.59%,-0.93%,0.69%,0.04%
