,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"36,500","35,620","45,192","55,109","82,277","116,257","161,709","206,387","229,141","167,970","280,449"
Market Cap Growth,49.33%,-2.41%,26.87%,21.94%,49.30%,41.30%,39.10%,27.63%,11.02%,-26.70%,-
Enterprise Value,"37,535","35,880","43,753","54,908","79,476","115,088","159,630","200,702","232,589","169,550","281,298"
PE Ratio,-157.21,-135.60,-952.89,170.62,228.55,104.74,1283.41,50.69,158.69,807.55,110.16
PS Ratio,8.97,6.63,6.78,6.53,7.81,8.75,9.46,9.71,8.65,5.36,8.26
PB Ratio,12.01,8.96,9.03,7.35,7.93,7.45,4.77,4.97,3.94,2.88,4.83
P/FCF Ratio,63.33,36.06,37.33,32.46,37.33,41.48,43.85,50.45,43.37,26.61,31.83
P/OCF Ratio,41.69,30.15,27.03,25.49,30.05,34.21,37.34,42.99,38.19,23.62,29.16
EV/Sales Ratio,9.22,6.68,6.56,6.51,7.54,8.66,9.34,9.44,8.78,5.41,8.28
EV/EBITDA Ratio,423.17,116.32,66.04,61.01,66.01,58.57,56.19,37.12,48.15,38.14,38.14
EV/EBIT Ratio,-133.71,-256.57,319.91,204.88,189.23,117.08,226.10,78.37,151.82,256.89,84.27
EV/FCF Ratio,65.12,36.32,36.14,32.34,36.06,41.06,43.28,49.06,44.03,26.86,31.92
Debt / Equity Ratio,0.62,0.34,0.26,0.27,0.17,0.20,0.17,0.15,0.24,0.24,0.22
Debt / EBITDA Ratio,21.13,4.44,1.94,2.23,1.43,1.61,2.07,1.16,2.90,3.17,1.72
Debt / FCF Ratio,3.25,1.39,1.06,1.18,0.78,1.13,1.59,1.54,2.65,2.23,1.44
Quick Ratio,0.55,0.69,0.93,0.74,0.84,0.82,0.95,1.11,0.93,0.90,0.86
Current Ratio,0.67,0.80,1.02,0.82,0.95,0.95,1.08,1.24,1.05,1.02,1.04
Asset Turnover,0.51,0.57,0.60,0.57,0.57,0.50,0.40,0.36,0.32,0.33,0.36
Interest Coverage,-3.64,-1.91,1.89,3.01,-,-,-,-,-,-,-
Return on Equity (ROE),-8.30%,-7.40%,-1.00%,5.00%,4.00%,8.10%,0.50%,10.50%,2.70%,0.40%,4.50%
Return on Assets (ROA),-2.90%,-2.80%,-0.40%,2.20%,1.90%,4.20%,0.30%,6.90%,1.70%,0.20%,2.80%
Return on Capital (ROIC),-5.82%,-2.43%,-1.60%,4.14%,3.22%,3.22%,0.13%,1.51%,0.72%,0.45%,4.11%
Earnings Yield,-0.64%,-0.74%,-0.10%,0.59%,0.44%,0.95%,0.08%,1.97%,0.63%,0.12%,0.92%
FCF Yield,1.58%,2.77%,2.68%,3.08%,2.68%,2.41%,2.28%,1.98%,2.31%,3.76%,3.14%
Buyback Yield / Dilution,-5.79%,-4.44%,-6.01%,-5.80%,-5.00%,-5.44%,-9.68%,-9.41%,-4.73%,-2.36%,1.90%
Total Shareholder Return,-5.79%,-4.44%,-6.01%,-5.80%,-5.00%,-5.44%,-9.68%,-9.41%,-4.73%,-2.36%,1.90%
