,2014-01-24,2014-04-25,2014-07-25,2014-10-24,2015-01-23,2015-04-24,2015-07-31,2015-10-30,2016-01-29,2016-04-29,2016-07-29,2016-10-28,2017-01-27,2017-04-28,2017-07-28,2017-10-27,2018-01-26,2018-04-27,2018-07-27,2018-10-26,2019-01-25,2019-04-26,2019-07-26,2019-10-25,2020-01-24,2020-04-24,2020-07-31,2020-10-30,2021-01-29,2021-04-30,2021-07-30,2021-10-29,2022-01-28,2022-04-29,2022-07-29,2022-10-28,2023-01-27,2023-04-28,2023-07-28,2023-10-27,Current
Market Capitalization,"57,066","58,257","62,634","65,197","75,743","110,603","111,028","104,497","106,758","110,896","122,220","113,222","102,910","113,741","114,552","110,128","117,917","110,178","119,843","121,208","116,872","117,150","137,536","141,466","159,853","133,078","129,409","135,188","149,852","176,490","176,468","161,309","138,664","140,003","122,932","115,397","109,846","121,002","117,408","92,379","112,249"
Market Cap Growth,21.55%,23.95%,11.82%,13.95%,32.73%,89.85%,77.27%,60.28%,40.95%,0.27%,10.08%,8.35%,-3.60%,2.57%,-6.27%,-2.73%,14.58%,-3.13%,4.62%,10.06%,-0.89%,6.33%,14.76%,16.71%,36.78%,13.60%,-5.91%,-4.44%,-6.26%,32.62%,36.37%,19.32%,-7.47%,-20.67%,-30.34%,-28.46%,-20.78%,-13.57%,-4.49%,-19.95%,-
Enterprise Value,"55,618","55,944","61,472","64,411","73,421","127,309","128,605","123,116","125,306","129,364","141,481","134,342","123,601","133,474","135,475","125,674","132,301","124,708","134,062","136,091","132,760","132,626","153,115","156,695","173,801","146,927","145,087","150,919","165,536","192,062","191,837","176,263","152,598","153,544","137,269","130,584","126,837","137,407","134,514","109,725","129,595"
PE Ratio,15.91,19.01,21.00,22.41,24.25,41.35,42.31,45.12,43.86,31.34,33.51,26.69,25.94,28.24,27.84,21.95,42.01,35.50,37.89,53.61,23.76,25.30,31.12,30.30,30.08,27.79,29.33,38.22,51.82,48.94,45.46,34.29,28.22,27.78,23.62,26.71,27.04,32.20,32.44,22.53,27.50
PS Ratio,3.38,3.43,3.64,3.75,4.32,5.46,4.77,4.03,3.74,3.85,4.26,3.90,3.51,3.83,3.83,3.72,3.97,3.68,4.00,3.99,3.83,3.83,4.49,4.58,5.15,4.60,4.63,4.85,5.37,5.86,5.59,5.07,4.36,4.42,3.96,3.75,3.57,3.88,3.72,2.89,3.51
PB Ratio,2.95,3.00,3.25,3.35,3.76,2.08,2.10,2.00,2.10,2.13,2.40,2.26,2.08,2.27,2.26,2.14,2.35,2.17,2.39,2.44,2.35,2.34,2.73,2.80,3.09,2.62,2.57,2.70,2.95,3.43,3.43,3.10,2.64,2.66,2.33,2.22,2.13,2.35,2.29,1.80,2.18
P/FCF Ratio,12.71,12.77,16.23,17.37,19.44,25.54,23.51,21.04,21.98,26.58,25.46,22.89,19.96,20.22,23.55,25.48,27.34,30.47,26.24,24.92,24.01,19.95,24.25,22.46,24.01,22.10,27.21,28.45,32.36,36.13,30.14,27.94,24.42,23.42,21.49,23.93,26.37,26.42,26.42,22.84,27.75
P/OCF Ratio,11.64,11.75,14.61,15.66,17.54,22.56,20.53,18.10,18.39,21.25,20.53,18.43,16.00,16.53,18.88,20.02,21.76,23.52,21.21,20.53,19.62,16.72,20.18,18.81,20.31,18.40,21.56,22.55,25.21,28.28,24.33,22.52,19.71,19.06,17.22,18.35,19.49,20.04,20.14,16.59,20.15
Debt / Equity Ratio,0.63,0.61,0.67,0.70,1.43,0.68,0.67,0.69,0.71,0.60,0.63,0.65,0.65,0.67,0.67,0.56,0.57,0.51,0.50,0.50,0.50,0.51,0.52,0.51,0.49,0.49,0.57,0.60,0.60,0.51,0.50,0.49,0.48,0.46,0.44,0.51,0.55,0.47,0.49,0.49,0.49
Quick Ratio,3.07,3.25,3.25,2.62,6.18,2.68,2.98,2.74,2.72,2.54,2.30,1.76,1.33,1.35,1.25,1.84,1.85,1.71,1.83,1.88,1.69,1.90,1.95,2.02,2.05,1.50,1.37,1.63,1.58,1.91,2.06,2.07,1.87,1.30,1.01,1.18,1.18,1.54,1.51,1.42,1.42
Current Ratio,3.62,3.82,3.82,3.11,6.80,3.36,3.81,3.54,3.39,3.29,2.98,2.35,1.77,1.74,1.64,2.40,2.43,2.28,2.47,2.56,2.36,2.59,2.67,2.77,2.75,2.13,1.87,2.16,2.10,2.65,2.89,2.91,2.61,1.86,1.58,1.76,1.76,2.40,2.42,2.29,2.29
Interest Coverage,39.20,49.10,217.60,128.75,15.74,2.01,5.92,5.99,7.70,4.06,6.52,8.03,6.38,3.55,5.20,7.34,4.81,6.43,5.87,6.60,6.63,2.79,2.58,8.80,11.10,2.31,4.39,2.11,9.47,11.99,7.04,11.93,12.58,12.15,7.35,12.75,9.19,9.24,9.05,8.28,8.93
Return on Capital (ROIC),Upgrade,11.74%,10.05%,9.49%,8.90%,6.55%,3.08%,3.24%,3.01%,3.31%,5.29%,5.44%,6.25%,5.98%,5.63%,5.64%,7.09%,3.55%,4.02%,4.02%,2.82%,7.31%,7.44%,7.59%,7.84%,8.44%,7.57%,6.27%,5.48%,4.61%,5.37%,5.69%,6.32%,6.59%,6.88%,7.23%,5.78%,5.32%,5.11%,4.88%,5.50%
Dividend Yield,1.90%,1.90%,1.80%,1.80%,1.60%,1.60%,1.70%,1.90%,1.90%,1.90%,1.80%,2.00%,2.20%,2.10%,2.10%,2.20%,2.10%,2.30%,2.10%,2.10%,2.30%,2.30%,2.00%,2.00%,1.80%,2.20%,2.30%,2.20%,2.00%,1.80%,1.80%,2.00%,2.40%,2.40%,2.80%,3.00%,3.20%,3.00%,3.10%,3.90%,3.27%
Payout Ratio,36.80%,62.20%,34.70%,36.30%,30.80%,-113.00%,65.50%,102.70%,48.70%,48.10%,64.20%,53.10%,71.70%,50.60%,61.30%,30.90%,-44.70%,42.60%,63.30%,60.20%,52.60%,57.50%,84.40%,52.90%,37.80%,112.50%,161.10%,161.10%,61.70%,57.40%,110.50%,64.90%,57.30%,56.80%,97.10%,212.50%,73.90%,76.40%,116.90%,101.50%,89.90%
Buyback Yield / Dilution,1.08%,1.12%,1.57%,1.62%,1.41%,-9.54%,-42.90%,-43.89%,-42.82%,-27.68%,2.04%,2.54%,2.75%,2.44%,2.24%,1.92%,2.10%,1.11%,0.74%,0.36%,0.10%,1.07%,0.99%,0.70%,0.09%,0.14%,0.14%,-0.05%,-0.33%,-0.61%,-0.47%,-0.24%,0.42%,1.03%,1.61%,1.72%,1.36%,0.83%,0.05%,0.01%,0.01%
Total Shareholder Return,2.98%,3.02%,3.37%,3.42%,3.01%,-7.94%,-41.20%,-41.99%,-40.92%,-25.78%,3.84%,4.54%,4.95%,4.54%,4.34%,4.12%,4.20%,3.41%,2.84%,2.46%,2.40%,3.37%,2.99%,2.70%,1.89%,2.34%,2.44%,2.15%,1.67%,1.19%,1.33%,1.76%,2.82%,3.43%,4.41%,4.72%,4.56%,3.83%,3.15%,3.91%,3.28%
