,2014-01-24,2014-04-25,2014-07-25,2014-10-24,2015-01-23,2015-04-24,2015-07-31,2015-10-30,2016-01-29,2016-04-29,2016-07-29,2016-10-28,2017-01-27,2017-04-28,2017-07-28,2017-10-27,2018-01-26,2018-04-27,2018-07-27,2018-10-26,2019-01-25,2019-04-26,2019-07-26,2019-10-25,2020-01-24,2020-04-24,2020-07-31,2020-10-30,2021-01-29,2021-04-30,2021-07-30,2021-10-29,2022-01-28,2022-04-29,2022-07-29,2022-10-28,2023-01-27,2023-04-28,2023-07-28,2023-10-27
Revenue,"4,163","4,565","4,273","4,366","4,318","7,304","7,274","7,058","6,934","7,567","7,166","7,345","7,283","7,916","7,390","7,050","7,369","8,144","7,384","7,481","7,546","8,146","7,493","7,706","7,717","5,997","6,507","7,647","7,775","8,188","7,987","7,847","7,763","8,089","7,371","7,585","7,727","8,545","7,702","7,984"
Revenue Growth (YoY),3.38%,2.35%,4.65%,4.10%,3.72%,60.00%,70.23%,61.66%,60.58%,3.60%,-1.48%,4.07%,5.03%,4.61%,3.13%,-4.02%,1.18%,2.88%,-0.08%,6.11%,2.40%,0.02%,1.48%,3.01%,2.27%,-26.38%,-13.16%,-0.77%,0.75%,36.53%,22.74%,2.62%,-0.15%,-1.21%,-7.71%,-3.34%,-0.46%,5.64%,4.49%,5.26%
Cost of Revenue,"1,050","1,171","1,105","1,142","1,128","2,934","2,456","2,182","2,141","2,363","2,261","2,326","2,268","2,439","2,352","2,123","2,194","2,398","2,204","2,203","2,265","2,483","2,366","2,394","2,400","2,264","2,505","2,705","2,621","2,653","2,598","2,497","2,459","2,591","2,516","2,535","2,689","2,979","2,628","2,761"
Gross Profit,"3,113","3,394","3,168","3,224","3,190","4,370","4,818","4,876","4,793","5,204","4,905","5,019","5,015","5,477","5,038","4,927","5,175","5,746","5,180","5,278","5,281","5,663","5,127","5,312","5,317","3,733","4,002","4,942","5,154","5,535","5,389","5,350","5,304","5,498","4,855","5,050","5,038","5,566","5,074","5,223"
"Selling, General & Admin","1,454","1,539","1,506","1,507","1,487","2,404","2,449","2,343","2,317","2,360","2,428","2,416","2,388","2,786","2,580","2,539","2,523","2,596","2,597","2,605","2,596","2,620","2,543","2,620","2,587","2,359","2,417","2,600","2,537","2,595","2,547","2,615","2,561","2,569","2,567","2,617","2,615","2,616","2,613","2,686"
Research & Development,360,385,365,374,373,528,558,545,546,575,556,554,530,553,549,556,559,592,585,590,561,594,587,603,573,568,621,639,601,632,750,676,668,652,692,676,688,641,668,698
Other Operating Expenses,319,979,209,313,55,"1,065",680,688,575,694,754,664,950,454,527,-62,657,630,762,539,582,503,512,738,518,490,291,773,740,703,"1,233",496,416,606,472,354,344,743,524,499
Operating Expenses,"2,133","2,903","2,080","2,194","1,915","3,997","3,687","3,576","3,438","3,629","3,738","3,634","3,868","3,793","3,656","3,033","3,739","3,818","3,944","3,734","3,739","3,717","3,642","3,961","3,678","3,417","3,329","4,012","3,878","3,930","4,530","3,787","3,645","3,827","3,731","3,647","3,647","4,000","3,805","3,883"
Operating Income,980,491,"1,088","1,030","1,275",373,"1,131","1,300","1,355","1,575","1,167","1,385","1,147","1,684","1,382","1,894","1,436","1,928","1,236","1,544","1,542","1,946","1,485","1,351","1,639",316,673,930,"1,276","1,605",859,"1,563","1,659","1,671","1,124","1,403","1,391","1,566","1,269","1,340"
Interest Expense / Income,25,10,5,8,81,186,191,217,176,371,179,173,180,562,286,273,270,317,242,241,243,718,609,165,156,162,171,470,143,142,137,136,137,143,164,118,167,187,148,180
