,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"41,708","56,494","38,717","40,393","40,426","41,226","51,551","67,916","78,572","95,687","102,336"
Market Cap Growth,52.42%,35.45%,-31.47%,4.33%,0.08%,1.98%,25.04%,31.74%,15.69%,21.78%,-
Enterprise Value,"41,265","55,811","38,160","39,687","38,324","38,726","50,660","64,921","73,531","87,545","94,194"
PE Ratio,123.35,88.82,43.24,33.70,16.54,19.49,14.67,8.41,18.11,24.20,27.27
PS Ratio,14.79,13.77,7.97,6.88,7.86,6.29,6.07,4.23,6.46,7.30,7.80
PB Ratio,16.36,15.46,8.70,6.57,4.62,3.72,4.68,3.62,3.47,3.68,3.94
P/FCF Ratio,99.44,86.53,39.75,39.05,22.31,20.61,25.73,10.40,17.76,24.69,26.41
P/OCF Ratio,55.43,42.45,26.06,30.90,18.42,16.97,19.69,9.59,15.67,20.83,22.28
EV/Sales Ratio,14.64,13.60,7.85,6.76,7.45,5.91,5.96,4.04,6.04,6.67,7.18
EV/EBITDA Ratio,48.47,42.47,26.47,17.65,14.04,14.51,12.35,6.71,13.98,18.65,20.07
EV/EBIT Ratio,51.67,45.03,28.54,18.87,14.84,15.75,13.10,6.92,14.95,20.49,22.05
EV/FCF Ratio,98.38,85.49,39.18,38.36,21.15,19.36,25.29,9.94,16.62,22.59,24.31
Debt / Equity Ratio,0.18,0.10,0.11,0.11,0.08,0.06,0.24,0.14,0.12,0.10,0.10
Debt / EBITDA Ratio,0.54,0.28,0.33,0.31,0.26,0.27,0.66,0.28,0.51,0.58,0.58
Debt / FCF Ratio,1.09,0.56,0.49,0.68,0.39,0.36,1.35,0.41,0.61,0.70,0.70
Quick Ratio,2.87,3.10,2.13,2.98,3.50,2.86,2.86,2.98,4.16,4.82,4.82
Current Ratio,3.18,3.59,2.56,3.82,4.47,3.67,3.63,3.56,5.06,5.69,5.69
Asset Turnover,0.79,0.84,0.75,0.70,0.49,0.48,0.54,0.73,0.44,0.42,0.42
Interest Coverage,21.37,87.03,185.69,83.81,91.55,81.43,67.97,163.75,82.80,58.52,58.52
Return on Equity (ROE),14.00%,19.20%,21.30%,21.20%,32.20%,20.70%,33.20%,51.20%,20.50%,16.10%,16.10%
Return on Assets (ROA),9.50%,13.00%,13.80%,14.40%,23.40%,15.50%,22.20%,36.60%,15.70%,12.60%,12.60%
Return on Capital (ROIC),12.17%,16.18%,18.18%,17.51%,25.63%,16.31%,24.03%,36.09%,16.68%,13.29%,13.29%
Earnings Yield,0.81%,1.13%,2.31%,2.97%,6.05%,5.13%,6.82%,11.89%,5.52%,4.13%,3.86%
FCF Yield,1.01%,1.16%,2.52%,2.56%,4.48%,4.85%,3.89%,9.61%,5.63%,4.05%,3.79%
Buyback Yield / Dilution,-1.91%,-1.60%,-0.93%,0.34%,0.95%,0.17%,-0.44%,2.52%,-1.16%,-0.18%,-0.18%
Total Shareholder Return,-1.91%,-1.60%,-0.93%,0.34%,0.95%,0.17%,-0.44%,2.52%,-1.16%,-0.18%,-0.18%
