,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"11,526","10,500","12,802","16,530","18,903","12,790","17,134","15,564","21,047","12,876","14,531"
Market Cap Growth,102.42%,-8.90%,21.92%,29.12%,14.36%,-32.34%,33.96%,-9.16%,35.23%,-38.82%,-
Enterprise Value,"23,358","22,458","23,994","28,230","30,448","26,535","30,373","31,368","40,590","40,916","42,964"
PE Ratio,-67.12,-70.06,-28.59,15.02,9.68,27.40,8.36,-15.07,16.78,8.74,14.42
PS Ratio,1.09,0.97,1.29,1.74,1.75,1.09,1.33,3.02,2.17,0.98,0.94
PB Ratio,2.73,2.57,2.50,2.66,2.50,1.96,2.22,2.39,3.47,2.67,3.66
P/FCF Ratio,15.04,39.43,-28.22,-22.81,55.10,48.95,15.95,-8.86,21.27,5.97,4.67
P/OCF Ratio,8.80,9.29,12.74,10.78,8.57,7.42,9.46,-10.42,15.32,7.33,6.06
EV/Sales Ratio,2.21,2.07,2.41,2.98,2.82,2.26,2.35,6.08,4.19,3.12,2.79
EV/EBITDA Ratio,15.02,12.71,20.63,10.59,12.24,10.77,6.19,37.08,11.13,6.12,9.22
EV/EBIT Ratio,33.07,23.62,69.90,15.54,20.39,20.63,8.61,-57.25,17.59,14.80,20.40
EV/FCF Ratio,30.48,84.34,-52.88,-38.96,88.76,101.55,28.28,-17.85,41.03,18.96,13.82
Debt / Equity Ratio,3.23,3.48,2.51,2.11,1.72,2.35,2.01,3.21,4.08,7.03,8.01
Debt / EBITDA Ratio,8.77,8.06,11.06,4.93,5.25,6.20,3.17,24.71,6.79,5.08,6.81
Debt / FCF Ratio,17.79,53.48,-28.35,-18.14,38.03,58.44,14.50,-11.90,25.01,15.74,10.21
Quick Ratio,1.03,0.81,0.96,0.87,0.65,0.74,0.92,2.92,1.68,1.50,1.39
Current Ratio,1.23,0.89,1.08,0.97,0.76,0.86,1.26,3.21,1.86,1.81,1.78
Asset Turnover,0.41,0.42,0.38,0.35,0.38,0.40,0.41,0.14,0.25,0.29,0.35
Interest Coverage,0.82,1.16,0.43,2.62,2.23,1.67,4.16,-0.81,2.89,4.65,4.29
Return on Equity (ROE),-4.00%,-3.50%,-8.50%,19.00%,29.20%,6.80%,30.30%,-14.30%,19.80%,28.80%,24.70%
Return on Assets (ROA),-0.70%,-0.60%,-1.70%,4.10%,6.80%,1.60%,6.50%,-2.80%,3.20%,3.30%,2.50%
Return on Capital (ROIC),10.21%,-12.38%,1.88%,7.85%,17.98%,5.48%,12.53%,-2.50%,5.92%,2.80%,3.04%
Earnings Yield,-1.49%,-1.43%,-3.50%,6.66%,10.33%,3.65%,11.96%,-6.64%,5.96%,11.44%,7.66%
FCF Yield,6.65%,2.54%,-3.54%,-4.38%,1.81%,2.04%,6.27%,-11.29%,4.70%,16.76%,21.40%
Dividend Yield,0.00%,0.00%,0.00%,0.00%,1.30%,2.00%,1.60%,0.50%,0.00%,0.00%,0.00%
Payout Ratio,0.00%,0.00%,0.00%,0.00%,13.00%,58.50%,13.30%,-7.80%,0.40%,0.30%,0.10%
Buyback Yield / Dilution,-0.18%,-0.22%,-10.54%,-5.61%,-0.96%,5.06%,3.98%,6.35%,1.38%,15.26%,10.65%
Total Shareholder Return,-0.18%,-0.22%,-10.54%,-5.61%,0.34%,7.06%,5.58%,6.85%,1.38%,15.26%,10.65%
