,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"14,631","14,681","13,325","14,099","12,260","12,399","10,623","11,825","14,132","12,824","12,073","13,579","14,896","12,592","13,126","15,717","15,700","13,846","16,649","15,010","18,388","18,662","18,734","21,192","17,945","24,540","25,865","28,031","28,877","29,872","29,662","36,845","34,188","28,734","26,458","27,103","30,791","33,686","31,218","37,010","40,194"
Market Cap Growth,-3.91%,8.06%,-10.71%,0.00%,-16.21%,-15.54%,-20.28%,-16.12%,15.27%,3.42%,13.65%,14.83%,5.41%,-1.81%,8.72%,15.75%,5.40%,9.97%,26.84%,-4.50%,17.12%,34.78%,12.52%,41.18%,-2.41%,31.49%,38.06%,32.27%,60.92%,21.73%,14.68%,31.44%,18.39%,-3.81%,-10.80%,-26.44%,-9.94%,17.23%,17.99%,36.55%,-
Enterprise Value,"14,541","14,644","13,314","14,074","12,264","12,608","10,826","12,061","14,351","13,098","12,371","13,856","15,127","12,922","13,433","16,015","15,968","14,136","16,909","15,343","18,914","19,223","19,228","21,608","18,483","24,998","26,185","28,435","29,200","30,218","30,030","37,246","34,569","29,250","27,036","27,675","31,199","34,061","31,459","37,324","40,507"
PE Ratio,32.40,31.84,28.05,28.53,24.05,23.86,20.32,22.90,27.44,25.34,24.31,27.19,29.36,23.99,24.26,27.16,25.38,20.33,22.64,19.96,23.83,24.39,23.99,26.80,22.45,29.44,30.73,32.63,33.30,34.42,33.33,39.83,34.74,27.86,24.67,24.94,27.68,29.99,27.52,32.04,34.77
PS Ratio,4.31,4.20,3.68,3.78,3.22,3.21,2.74,3.06,3.62,3.27,3.07,3.43,3.70,3.05,3.09,3.58,3.47,2.96,3.45,3.02,3.61,3.60,3.54,3.97,3.33,4.44,4.65,4.96,5.07,5.24,5.08,6.13,5.43,4.37,3.88,3.88,4.32,4.65,4.29,5.04,5.47
PB Ratio,8.13,7.86,7.01,7.36,6.58,7.03,5.96,6.57,7.76,6.86,6.32,7.02,7.52,6.32,6.48,7.50,7.23,6.22,7.19,6.52,7.67,7.45,7.25,7.95,6.76,8.82,8.96,10.26,10.36,10.37,10.01,12.11,10.88,9.04,8.37,8.57,9.41,9.96,9.01,11.05,12.00
P/FCF Ratio,66.40,67.20,56.92,44.65,35.87,33.98,25.82,29.20,34.91,32.42,34.97,40.30,38.15,30.74,26.96,33.25,38.08,28.26,33.25,29.58,34.79,40.31,36.66,35.15,27.81,30.81,30.15,29.68,29.03,32.39,37.78,59.25,59.56,53.03,41.77,34.81,32.78,31.20,25.77,29.09,31.60
P/OCF Ratio,36.65,34.53,30.72,28.23,22.86,23.06,18.69,21.49,26.33,23.63,22.56,26.12,26.42,22.50,22.29,26.86,29.37,22.94,26.62,22.26,25.56,26.83,24.38,25.15,20.42,24.50,25.03,25.44,25.43,28.28,31.73,47.84,47.14,40.76,33.26,28.80,28.00,26.94,22.61,25.83,28.05
Debt / Equity Ratio,-,0.04,0.06,0.05,0.07,0.19,0.18,0.20,0.20,0.23,0.23,0.20,0.18,0.22,0.22,0.20,0.19,0.19,0.17,0.22,0.30,0.29,0.27,0.22,0.26,0.24,0.23,0.24,0.24,0.23,0.21,0.21,0.20,0.24,0.26,0.25,0.20,0.18,0.16,0.16,0.16
Quick Ratio,1.87,1.73,1.57,1.54,1.30,1.66,1.76,1.60,1.70,1.68,2.09,2.22,1.92,2.13,2.12,2.06,2.05,2.28,2.17,2.02,1.76,1.88,1.82,1.68,1.71,1.72,1.93,1.66,1.79,1.89,1.81,1.67,1.75,1.59,1.67,1.57,1.61,1.92,2.20,1.98,1.98
