,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"37,408","39,649","39,255","39,617","35,712","38,180","38,843","22,990","37,265","37,383","38,889","39,896","37,266","36,984","33,623","37,715","36,099","36,760","35,791","38,399","34,878","36,060","35,473","30,826","32,709","16,778","35,480","37,518","32,474","34,167","26,779","33,584","35,979","35,759","41,889","43,108","39,985","44,746","44,131","42,979"
Revenue Growth (YoY),1.42%,1.47%,0.70%,-2.14%,-4.53%,-3.71%,-1.05%,-41.97%,4.35%,-2.09%,0.12%,73.54%,0.00%,-1.07%,-13.54%,-5.47%,-3.13%,-0.61%,6.45%,1.81%,-3.38%,-1.90%,-0.89%,-19.72%,-6.22%,-53.47%,0.02%,21.71%,-0.72%,103.64%,-24.52%,-10.49%,10.79%,4.66%,56.42%,28.36%,11.13%,25.13%,5.35%,-0.30%
Cost of Revenue,"35,002","36,777","35,107","35,235","31,842","33,915","33,564","18,978","32,475","31,903","33,341","36,454","32,327","32,210","29,744","33,076","33,198","33,067","31,597","35,092","31,535","31,471","31,161","29,098","30,082","16,682","29,428","32,621","27,394","29,160","22,986","29,586","31,279","31,350","36,020","37,105","34,859","39,400","38,775","39,670"
Gross Profit,"2,406","2,872","4,148","4,382","3,870","4,265","5,279","4,012","4,790","5,480","5,548","3,442","4,939","4,774","3,879","4,639","2,901","3,693","4,194","3,307","3,343","4,589","4,312","1,728","2,627",96,"6,052","4,897","5,080","5,007","3,793","3,998","4,700","4,409","5,869","6,003","5,126","5,346","5,356","3,309"
"Selling, General & Admin","2,941","3,343","2,921","2,953","3,117","2,977","4,282","1,512","2,818","2,508","2,400","2,967","2,356","2,477","2,303","2,434","2,372","2,216","2,584","2,478","2,099","2,102","2,008","2,282","1,970","1,310","1,628","2,130","1,803","2,125","2,148","2,478","2,504","2,293","2,477","3,393","2,547","2,558","2,344","2,391"
Other Operating Expenses,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operating Expenses,"2,941","3,343","2,921","3,073","3,117","2,977","4,282","1,512","2,818","2,508","2,400","2,967","2,356","2,477","2,303","2,434","2,372","2,216","2,584","2,478","2,099","2,102","2,008","2,282","1,970","1,310","1,628","2,130","1,803","2,125","2,148","2,478","2,504","2,293","2,477","3,393","2,547","2,558","2,344","2,391"
Operating Income,-535,-471,"1,227","1,309",753,"1,288",997,"2,500","1,972","2,972","3,148",475,"2,583","2,297","1,576","2,205",529,"1,477","1,610",829,"1,244","2,487","2,304",-554,657,"-1,214","4,424","2,767","3,277","2,882","1,645","1,520","2,196","2,116","3,392","2,610","2,579","2,788","3,012",918
Interest Expense / Income,103,100,96,104,110,108,112,93,127,144,145,150,147,132,151,145,150,159,161,185,181,195,206,200,193,303,327,275,250,243,230,227,226,234,259,268,234,226,229,222
Other Expense / Income,-627,-595,-767,"-1,061",-831,-514,-639,"-1,369",-667,-915,-672,"-1,813",-959,-29,"2,090",-685,"-1,133","-1,591","-1,185",-789,"-1,231",-650,-524,-397,-187,-647,-835,-996,"-1,172","-1,168","-1,157",-919,-941,-300,"-1,017",-237,-478,-526,-751,-547
Pretax Income,-11,24,"1,898","2,266","1,474","1,694","1,524","3,776","2,512","3,743","3,675","2,138","3,395","2,194",-665,"2,745","1,512","2,909","2,634","1,433","2,294","2,942","2,622",-357,651,-870,"4,932","3,488","4,199","3,807","2,572","2,212","2,911","2,182","4,150","2,579","2,823","3,088","3,534","1,243"
Income Tax,-224,-254,427,279,529,577,165,"-2,490",559,877,902,303,787,534,"2,316","7,896",466,519,100,-611,137,524,271,-163,357,-112,887,642,"1,177",971,152,471,-28,490,845,580,428,522,470,-858
Net Income,213,278,"1,471","1,987",945,"1,117","1,359","6,266","1,953","2,866","2,773","1,835","2,608","1,660","-2,981","-5,151","1,046","2,390","2,534","2,044","2,157","2,418","2,351",-194,294,-758,"4,045","2,846","3,022","2,836","2,420","1,741","2,939","1,692","3,305","1,999","2,395","2,566","3,064","2,101"
Preferred Dividends,88,88,87,882,0,0,0,0,0,0,0,0,0,0,2,14,14,15,31,38,38,37,38,38,47,48,40,45,46,46,45,45,952,26,27,15,26,26,26,25
Net Income Common,125,190,"1,384","1,105",945,"1,117","1,359","6,266","1,953","2,866","2,773","1,835","2,608","1,660","-2,983","-5,165","1,032","2,375","2,503","2,006","2,119","2,381","2,313",-232,247,-806,"4,005","2,801","2,976","2,790","2,375","1,696","1,987","1,666","3,278","1,984","2,369","2,540","3,038","2,076"
Net Income Growth,-85.55%,-84.17%,98.28%,21.03%,656.00%,487.89%,-1.81%,467.06%,106.67%,156.58%,104.05%,-70.71%,33.54%,-42.08%,-,-,-60.43%,43.07%,-,-,105.33%,0.25%,-7.59%,-,-88.34%,-,73.15%,-,1104.86%,-,-40.70%,-39.45%,-33.23%,-40.29%,38.02%,16.98%,19.22%,52.46%,-7.32%,4.64%
Shares Outstanding (Basic),"1,587","1,608","1,612","1,611","1,617","1,596","1,577","1,553","1,546","1,548","1,550","1,516","1,505","1,497","1,445","1,411","1,408","1,410","1,412","1,414","1,417","1,420","1,428","1,430","1,433","1,432","1,432","1,436","1,447","1,451","1,452","1,454","1,458","1,458","1,448","1,415","1,396","1,385","1,372","1,304"
Shares Outstanding (Diluted),"1,691","1,688","1,691","1,678","1,686","1,660","1,618","1,595","1,580","1,581","1,574","1,546","1,532","1,519","1,472","1,447","1,430","1,431","1,431","1,431","1,436","1,438","1,442","1,439","1,440","1,432","1,439","1,451","1,464","1,468","1,467","1,471","1,470","1,465","1,457","1,424","1,402","1,389","1,378","1,306"
Shares Change,12.21%,0.66%,0.59%,-0.59%,-0.30%,-1.66%,-4.32%,-4.95%,-6.29%,-4.76%,-2.72%,-3.07%,-3.04%,-3.92%,-6.48%,-6.40%,-6.66%,-5.79%,-2.79%,-1.11%,0.42%,0.49%,0.77%,0.56%,0.28%,-0.42%,-0.21%,0.83%,1.67%,2.51%,1.95%,1.38%,0.41%,-0.20%,-0.68%,-3.20%,-4.63%,-5.19%,-5.42%,-8.29%
EPS (Basic),0.08,0.12,0.86,0.69,0.58,0.70,0.86,3.97,1.26,1.85,1.79,1.22,1.73,1.11,-2.06,-3.52,0.73,1.68,1.77,1.42,1.50,1.68,1.62,-0.17,0.17,-0.56,2.80,1.95,2.06,1.92,1.64,1.17,1.36,1.14,2.26,1.41,1.70,1.83,2.21,1.61
EPS (Diluted),0.06,0.11,0.81,0.66,0.56,0.67,0.84,3.84,1.24,1.81,1.76,1.19,1.70,1.09,-2.03,-3.45,0.72,1.66,1.75,1.40,1.48,1.66,1.60,-0.17,0.17,-0.56,2.78,1.93,2.03,1.90,1.62,1.15,1.35,1.14,2.25,1.40,1.69,1.83,2.20,1.60
EPS Growth,-89.66%,-85.33%,80.00%,17.86%,833.33%,509.09%,3.70%,481.82%,121.43%,170.15%,109.52%,-69.01%,37.10%,-39.78%,-,-,-57.65%,52.29%,-,-,105.56%,0%,-8.57%,-,-88.51%,-,73.75%,-,1094.12%,-,-41.73%,-40.41%,-33.50%,-40.00%,38.89%,21.74%,25.19%,60.53%,-2.22%,14.29%
Free Cash Flow,-280,"1,123","-1,812",-304,"-3,376",12,"-2,865","-2,816","-7,023",-46,396,"-2,045","-3,337",-450,"-2,286","2,435","-3,941","1,324",324,"2,916","-2,783","2,557","4,417",136,-308,"-3,799","10,225","3,418",-806,"5,212","-1,522","4,586","1,185","1,560","3,731","2,614",765,"5,068","3,789",-269
Free Cash Flow Per Share,-0.18,0.70,-1.12,-0.19,-2.09,0.01,-1.82,-1.81,-4.54,-0.03,0.26,-1.35,-2.22,-0.30,-1.58,1.73,-2.80,0.94,0.23,2.06,-1.96,1.80,3.09,0.10,-0.21,-2.65,7.14,2.38,-0.56,3.59,-1.05,3.15,0.81,1.07,2.58,1.85,0.55,3.66,2.76,-0.21
Dividend Per Share,0.300,0.300,0.300,0.300,0.300,0.360,0.360,0.360,0.380,0.380,0.380,0.380,0.380,0.380,0.380,0.380,0.380,0.380,0.380,0.380,0.380,0.380,0.380,0.380,0.380,-,-,-,-,-,-,-,-,-,0.090,0.090,0.090,0.090,0.090,0.090
Dividend Growth,-,-,-,-,0%,20.00%,20.00%,20.00%,26.67%,5.56%,5.56%,5.56%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%
Gross Margin,6.43%,7.24%,10.57%,11.06%,10.84%,11.17%,13.59%,17.45%,12.85%,14.66%,14.27%,8.63%,13.25%,12.91%,11.54%,12.30%,8.04%,10.05%,11.72%,8.61%,9.58%,12.73%,12.16%,5.61%,8.03%,0.57%,17.06%,13.05%,15.64%,14.65%,14.16%,11.90%,13.06%,12.33%,14.01%,13.93%,12.82%,11.95%,12.14%,7.70%
Operating Margin,-1.43%,-1.19%,3.13%,3.30%,2.11%,3.37%,2.57%,10.87%,5.29%,7.95%,8.09%,1.19%,6.93%,6.21%,4.69%,5.85%,1.47%,4.02%,4.50%,2.16%,3.57%,6.90%,6.50%,-1.80%,2.01%,-7.24%,12.47%,7.38%,10.09%,8.44%,6.14%,4.53%,6.10%,5.92%,8.10%,6.05%,6.45%,6.23%,6.83%,2.14%
Profit Margin,0.33%,0.48%,3.53%,2.79%,2.65%,2.93%,3.50%,27.26%,5.24%,7.67%,7.13%,4.60%,7.00%,4.49%,-8.87%,-13.69%,2.86%,6.46%,6.99%,5.22%,6.08%,6.60%,6.52%,-0.75%,0.76%,-4.80%,11.29%,7.47%,9.16%,8.17%,8.87%,5.05%,5.52%,4.66%,7.83%,4.60%,5.92%,5.68%,6.88%,4.83%
Free Cash Flow Margin,-0.75%,2.83%,-4.62%,-0.77%,-9.45%,0.03%,-7.38%,-12.25%,-18.85%,-0.12%,1.02%,-5.13%,-8.95%,-1.22%,-6.80%,6.46%,-10.92%,3.60%,0.91%,7.59%,-7.98%,7.09%,12.45%,0.44%,-0.94%,-22.64%,28.82%,9.11%,-2.48%,15.25%,-5.68%,13.66%,3.29%,4.36%,8.91%,6.06%,1.91%,11.33%,8.59%,-0.63%
Effective Tax Rate,-,-1058.33%,22.50%,12.31%,35.89%,34.06%,10.83%,-65.94%,22.25%,23.43%,24.54%,14.17%,23.18%,24.34%,-,287.65%,30.82%,17.84%,3.80%,-42.64%,5.97%,17.81%,10.34%,-,54.84%,-,17.98%,18.41%,28.03%,25.51%,5.91%,21.29%,-0.96%,22.46%,20.36%,22.49%,15.16%,16.90%,13.30%,-69.03%
EBITDA,92,124,"1,994","9,608","3,341","3,972","3,617","5,448","4,931","6,186","6,354","4,982","6,285","5,520","2,633","6,067","5,243","6,197","6,108","5,264","6,591","6,544","6,137","3,129","4,152","2,698","8,421","6,843","7,464","7,068","5,883","5,376","6,028","5,272","7,182","5,617","5,869","6,248","6,755","4,615"
EBITDA Margin,0.25%,0.31%,5.08%,24.25%,9.36%,10.40%,9.31%,23.70%,13.23%,16.55%,16.34%,12.49%,16.87%,14.93%,7.83%,16.09%,14.52%,16.86%,17.07%,13.71%,18.90%,18.15%,17.30%,10.15%,12.69%,16.08%,23.73%,18.24%,22.98%,20.69%,21.97%,16.01%,16.75%,14.74%,17.15%,13.03%,14.68%,13.96%,15.31%,10.74%
Depreciation & Amortization,0,0,0,"7,238","1,757","2,170","1,981","1,579","2,292","2,299","2,534","2,694","2,743","3,194","3,147","3,177","3,581","3,129","3,313","3,646","4,116","3,407","3,309","3,286","3,308","3,265","3,162","3,080","3,015","3,018","3,081","2,937","2,891","2,856","2,773","2,770","2,812","2,934","2,992","3,150"
EBIT,92,124,"1,994","2,370","1,584","1,802","1,636","3,869","2,639","3,887","3,820","2,288","3,542","2,326",-514,"2,890","1,662","3,068","2,795","1,618","2,475","3,137","2,828",-157,844,-567,"5,259","3,763","4,449","4,050","2,802","2,439","3,137","2,416","4,409","2,847","3,057","3,314","3,763","1,465"
EBIT Margin,0.25%,0.31%,5.08%,5.98%,4.44%,4.72%,4.21%,16.83%,7.08%,10.40%,9.82%,5.73%,9.50%,6.29%,-1.53%,7.66%,4.60%,8.35%,7.81%,4.21%,7.10%,8.70%,7.97%,-0.51%,2.58%,-3.38%,14.82%,10.03%,13.70%,11.85%,10.46%,7.26%,8.72%,6.76%,10.53%,6.60%,7.65%,7.41%,8.53%,3.41%
