,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"4,599","4,380","4,570","4,928","5,119","4,833","5,080","4,847","4,355","4,300","4,413","4,249","4,071","4,238","4,704","5,060","5,455","5,654","5,805","5,757","6,280","6,488","6,628","6,367","6,117","5,162","3,062","4,936","5,569","5,846","5,844","5,147","6,686","6,473","7,159","7,059","8,130","8,473","8,881","8,696"
Revenue Growth (YoY),15.06%,11.61%,6.26%,14.61%,11.31%,10.34%,11.17%,-1.65%,-14.92%,-11.02%,-13.12%,-12.33%,-6.53%,-1.44%,6.59%,19.07%,34.00%,33.42%,23.40%,13.78%,15.13%,14.74%,14.17%,10.60%,-2.59%,-20.44%,-53.80%,-22.48%,-8.97%,13.25%,90.84%,4.27%,20.07%,10.73%,22.50%,37.15%,21.59%,30.91%,24.06%,23.20%
Cost of Revenue,"3,726","3,596","3,719","4,006","4,160","3,910","4,061","3,851","3,469","3,414","3,489","3,372","3,259","3,391","3,764","4,056","4,418","4,536","4,647","4,654","5,089","5,217","5,342","5,107","4,890","4,190","2,442","3,958","4,483","4,690","4,659","4,176","5,567","5,286","5,811","5,689","6,505","6,493","6,852","6,627"
Gross Profit,873.2,784.4,850.2,922.1,958.7,922.5,"1,019",995.9,885.9,886.4,923.8,877.9,811.6,847,940.2,"1,004","1,036","1,119","1,158","1,103","1,191","1,271","1,286","1,260","1,227",972.1,620.7,977.7,"1,085","1,156","1,185",970.6,"1,119","1,187","1,348","1,370","1,624","1,980","2,029","2,070"
"Selling, General & Admin",147.6,145,139.6,136.7,140.1,133,132.1,131,145.4,134.8,135.3,130.8,141.9,140.2,138.7,144.9,148,168.2,156.8,153.5,166.2,169.4,173.3,172.6,183.2,164,120.2,131.7,165.5,161.1,164.4,168.6,182.7,183.7,176.8,171,194.8,195,181.9,182.3
Research & Development,60.9,52.7,49.9,50.5,62.5,56.2,59.3,57.6,66.7,59.6,60.8,59.2,67.6,61,66.1,67,70.6,76,76.7,72.9,80.5,78.3,82.5,82.2,83.6,71,66.5,64.7,71.7,80.1,84.4,72.5,87.1,78,80.4,82.9,99.9,97.2,101.3,103.5
Other Operating Expenses,146,148,152.4,152.1,151.4,143.1,149.5,154.9,148.6,"1,097",52.8,167.7,169.2,185.6,179.6,190.9,193.7,192.3,190.1,182.8,179.3,179.6,187.6,200.9,245.5,246.4,231.6,265.6,293.2,282.4,280,219.8,187.7,143.7,149.8,136.6,136.2,145.4,142.6,153.1
Operating Expenses,354.5,345.7,341.9,339.3,354,332.3,340.9,343.5,360.7,"1,291",248.9,357.7,378.7,386.8,384.4,402.8,412.3,436.5,423.6,409.2,426,427.3,443.4,455.7,512.3,481.4,418.3,462,530.4,523.6,528.8,460.9,457.5,405.4,407,390.5,430.9,437.6,425.8,438.9
Operating Income,518.7,438.7,508.3,582.8,604.7,590.2,677.8,652.4,525.2,-404.9,674.9,520.2,432.9,460.2,555.8,601.3,623.9,682,734.3,694,765.1,843.2,842.8,804.5,714.9,490.7,202.4,515.7,554.9,632.2,655.7,509.7,661.5,781.7,940.7,979.1,"1,193","1,543","1,604","1,631"
Interest Expense / Income,39.7,36.6,33.7,32.6,30.8,29.1,29.6,29.2,30.1,30.3,32.6,32.2,32.1,34.1,37.4,38.3,39.8,41.3,45.7,49,50.9,53.4,60,59.6,57.5,56.4,46.9,45.2,43.6,42,37.6,35.3,36,39.8,46.4,55.8,74.3,93.8,115.5,138.5
Other Expense / Income,-5.9,-4.4,-6.4,-2.2,-3.8,-0.6,-4,-1.3,-3.6,-5.6,-3.9,-6.9,-18.1,-22.1,-20.6,-18.8,-20.2,-28.7,-31,-23.8,-38.2,-29.6,-31.6,-32.7,-30.4,-27.9,-28.5,-19.4,-14.2,-18.1,-22.2,-12.8,-35,-29.5,-27.8,-56.4,-56.4,529.8,-80.4,-97.1
Pretax Income,484.9,406.5,481,552.4,577.7,561.7,652.2,624.5,498.7,-429.6,646.2,494.9,418.9,448.2,539,581.8,604.3,669.4,719.6,668.8,752.4,819.4,814.4,777.6,687.8,462.2,184,489.9,525.5,608.3,640.3,487.2,660.5,771.4,922.1,979.7,"1,176",919,"1,569","1,589"
