,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"1,573","1,520","1,599","1,605","1,688","1,555","1,587","1,579","1,875","2,181","2,305","2,309","2,036","2,148","2,258","2,096","2,166","2,066","2,106","2,084","2,167","2,057","2,112","2,822","3,342","3,078","2,962","3,197","3,316","3,223","3,475","3,507","3,672","3,492","3,719","2,415","3,714","3,510","3,746","2,489"
Revenue Growth (YoY),5.71%,2.86%,5.70%,7.02%,7.31%,2.28%,-0.76%,-1.64%,11.06%,40.26%,45.24%,46.23%,8.59%,-1.51%,-2.04%,-9.22%,6.39%,-3.82%,-6.73%,-0.57%,0.05%,-0.44%,0.28%,35.41%,54.22%,49.64%,40.25%,13.29%,-0.78%,4.71%,17.32%,9.70%,10.74%,8.35%,7.02%,-31.14%,1.14%,0.52%,0.73%,3.06%
Cost of Revenue,"1,057","1,044","1,093","1,075","1,116","1,070","1,070","1,022","1,233","1,553","1,600","1,527","1,215","1,491","1,520","1,386","1,397","1,414","1,414","1,364","1,377","1,381","1,404","1,838","1,987","2,089","2,046","2,104","2,110","2,118","2,135","2,178","2,251","2,242","2,234","1,534","2,196","2,169","2,188","1,523"
Gross Profit,516.6,475.9,506.6,530.8,572.7,485,517,557,642,628,705,782,821,657,738,710,769,652,692,720,790,676,708,984,"1,355",989,916,"1,093","1,206","1,105","1,340","1,329","1,421","1,250","1,485",881,"1,518","1,341","1,558",966
"Selling, General & Admin",295.9,189.8,196.9,207.1,221.2,270,230,219,383,444,422,384,457,411,368,325,338,358,339,283,321,361,317,757,"1,232",881,870,862,903,"1,006",977,989,966,"1,035","1,082",480,"1,025","1,004","1,033",484
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,87,0,0,0,0,136,0,0,202,0,58,29,17,"17,605",0,"6,841",7
Operating Expenses,295.9,189.8,196.9,207.1,221.2,270,230,219,383,444,422,384,457,411,368,325,338,358,339,378,321,361,317,844,"1,232",881,870,862,"1,039","1,006",977,"1,191",966,"1,093","1,111",497,"18,630","1,004","7,874",491
Operating Income,220.7,286.1,309.7,323.7,351.5,215,287,338,259,184,283,398,364,246,370,385,431,294,353,342,469,315,391,140,123,108,46,231,167,99,363,138,455,157,374,384,"-17,112",337,"-6,316",475
Interest Expense / Income,53.8,41.1,41.9,37.7,52.3,37,36,36,90,93,93,98,119,93,91,84,92,72,73,80,89,75,72,95,147,80,88,84,87,74,48,46,47,43,47,78,134,137,153,162
Other Expense / Income,0.5,9.3,8.6,63.4,2.7,9,-145,27,-2,5,3,12,-10,-50,4,192,-14,6,17,71,-4,60,125,-157,153,43,-65,6,-26,495,-328,-107,-8,-60,-27,-45,-34,12,55,688
