,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"14,352","14,937","14,016","16,955","16,025","14,424","16,055","16,199","18,505","19,001","17,186","17,502","18,627","19,238","19,153","20,021","18,671","18,573","19,469","20,610","22,490","24,051","27,658","27,542","25,806","28,016","28,630","29,658","29,701","27,560","28,096","31,279","30,376","29,132","27,009","29,202","27,272","24,740","20,299","21,560","20,565"
Market Cap Growth,5.06%,12.98%,7.95%,26.94%,11.66%,-3.43%,14.55%,-4.46%,15.47%,31.73%,7.04%,8.04%,0.66%,1.25%,11.44%,14.39%,0.24%,-3.46%,1.65%,2.94%,20.45%,29.50%,42.06%,33.63%,14.74%,16.48%,3.51%,7.68%,15.09%,-1.63%,-1.86%,5.47%,2.27%,5.70%,-3.87%,-6.64%,-10.22%,-15.08%,-24.84%,-26.17%,-
Enterprise Value,"23,683","24,234","23,319","26,687","25,805","24,185","25,902","26,370","28,747","29,344","27,490","28,223","29,598","30,534","30,471","33,396","32,530","32,732","33,652","35,134","37,627","39,183","43,225","43,098","41,412","43,405","44,315","47,520","48,051","46,515","47,435","51,432","51,204","50,526","48,821","51,768","51,042","49,520","46,320","48,261","47,265"
PE Ratio,18.08,19.91,18.08,20.69,19.15,15.73,17.48,18.44,21.29,21.95,19.20,18.57,19.45,19.54,19.55,20.26,18.71,18.39,18.74,19.95,20.98,27.94,31.07,30.30,27.60,24.24,24.20,24.61,24.02,22.07,23.70,25.63,23.41,21.98,19.41,20.79,18.77,21.04,17.40,-48.75,-48.75
PS Ratio,1.89,1.96,1.84,2.19,2.01,1.78,1.97,2.04,2.47,2.55,2.28,2.29,2.42,2.50,2.51,2.58,2.35,2.31,2.34,2.44,2.62,2.79,3.25,3.23,3.04,3.28,3.28,3.33,3.17,2.89,2.92,3.17,2.89,2.66,2.30,2.38,2.16,1.95,1.66,1.81,1.73
PB Ratio,1.48,1.53,1.42,1.70,1.59,1.42,1.56,1.57,1.77,1.81,1.62,1.63,1.72,1.77,1.74,1.81,1.67,1.65,1.71,1.79,1.93,2.01,2.28,2.18,1.95,2.03,2.05,2.11,2.09,1.93,1.95,2.14,2.05,1.94,1.77,1.89,1.73,1.59,1.29,1.52,1.45
P/FCF Ratio,53.62,48.09,35.93,351.53,499.51,28008.49,-249.85,-55.78,-52.74,-62.09,-99.21,75.64,219.98,-148.10,-84.65,-56.89,-32.60,-34.61,-41.52,-37.78,-45.60,-42.80,-30.86,-30.54,-26.87,-33.21,-32.79,-23.53,-24.09,-18.60,-20.87,-25.80,-22.88,-22.34,-22.78,-28.06,-17.53,-14.34,-8.70,-8.01,-8.01
P/OCF Ratio,8.52,8.34,7.41,10.26,9.71,8.90,10.04,11.30,12.83,12.28,9.92,7.93,8.65,9.05,9.42,10.03,10.80,10.32,10.10,11.26,11.06,11.69,14.42,13.71,12.60,13.40,14.24,17.63,17.75,18.56,16.46,15.94,15.80,14.59,12.67,12.16,13.00,11.21,10.79,13.10,12.49
Debt / Equity Ratio,0.97,0.97,0.96,0.98,0.97,0.97,0.97,0.98,0.99,0.99,0.97,1.00,1.02,1.04,1.04,1.21,1.27,1.26,1.25,1.27,1.30,1.27,1.29,1.23,1.19,1.12,1.17,1.28,1.29,1.34,1.35,1.38,1.41,1.42,1.46,1.48,1.51,1.60,1.66,1.89,1.89
Quick Ratio,0.46,0.41,0.40,0.35,0.46,0.45,0.43,0.34,0.44,0.46,0.45,0.29,0.33,0.27,0.46,0.32,0.38,0.34,0.36,0.31,0.29,0.32,0.31,0.33,0.36,0.37,0.55,0.31,0.27,0.32,0.36,0.26,0.30,0.36,0.39,0.31,0.30,0.27,0.24,0.27,0.27
Current Ratio,0.85,0.74,0.72,0.86,0.90,0.86,0.80,0.88,1.00,1.05,0.91,0.68,0.75,0.62,0.92,0.69,0.68,0.65,0.59,0.56,0.51,0.61,0.59,0.67,0.76,0.72,0.89,0.64,0.57,0.64,0.72,0.56,0.62,0.77,0.71,0.62,0.65,0.64,0.56,0.67,0.67
Interest Coverage,5.20,3.22,5.02,4.83,5.29,4.59,5.11,4.25,4.98,4.27,5.22,4.48,5.03,4.43,4.80,4.60,3.92,3.48,3.84,3.38,3.98,1.47,3.95,3.46,4.17,3.44,4.39,3.53,4.49,3.41,3.55,3.36,4.78,3.42,3.62,3.27,4.30,1.22,2.73,-4.86,0.67
Return on Capital (ROIC),Upgrade,5.30%,5.03%,5.12%,5.26%,5.29%,5.63%,5.60%,5.32%,5.25%,5.22%,5.34%,5.40%,5.34%,5.33%,5.23%,4.86%,4.80%,4.86%,5.09%,5.09%,5.15%,4.26%,4.26%,4.27%,4.29%,5.11%,4.99%,4.82%,4.81%,4.71%,4.46%,4.47%,4.53%,4.44%,4.46%,4.33%,4.37%,3.90%,3.89%,4.37%
Dividend Yield,3.30%,3.20%,3.50%,2.90%,3.20%,3.60%,3.20%,3.30%,2.90%,2.90%,3.20%,3.20%,3.10%,3.00%,3.10%,3.00%,3.30%,3.30%,3.20%,3.10%,2.90%,2.70%,2.50%,2.50%,2.80%,2.60%,2.70%,2.60%,2.70%,2.90%,2.90%,2.60%,2.80%,2.90%,3.20%,3.00%,3.30%,3.70%,4.60%,4.40%,4.86%
Payout Ratio,52.40%,98.30%,53.10%,56.10%,52.10%,64.20%,56.40%,73.20%,57.80%,69.50%,53.60%,61.00%,57.90%,66.00%,57.90%,63.30%,59.40%,66.40%,55.50%,70.10%,55.20%,535.00%,54.60%,69.50%,56.20%,75.70%,56.20%,71.90%,56.40%,78.30%,73.50%,67.80%,49.80%,75.80%,63.10%,69.20%,47.90%,1687.50%,69.60%,-18.30%,-212.60%
Buyback Yield / Dilution,-0.28%,-0.36%,-0.42%,-0.46%,-0.50%,-0.46%,-0.27%,-0.14%,0.00%,0.03%,-0.05%,0.08%,0.11%,0.17%,0.20%,0.06%,0.04%,0.02%,-0.01%,-0.01%,-0.10%,-0.79%,-2.53%,-2.80%,-4.59%,-5.67%,-5.45%,-5.22%,-3.42%,-1.74%,-0.26%,-0.28%,-0.39%,-0.54%,-0.90%,-1.21%,-1.14%,-0.99%,-0.60%,-0.26%,-0.75%
Total Shareholder Return,3.02%,2.84%,3.08%,2.44%,2.70%,3.14%,2.93%,3.16%,2.90%,2.93%,3.15%,3.28%,3.21%,3.17%,3.30%,3.06%,3.34%,3.32%,3.19%,3.09%,2.80%,1.91%,-0.03%,-0.30%,-1.79%,-3.07%,-2.75%,-2.62%,-0.72%,1.16%,2.64%,2.32%,2.41%,2.36%,2.30%,1.79%,2.16%,2.71%,4.00%,4.14%,4.11%
