,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,221.5,176.5,165.5,156.6,177.1,-158,22.2,127,105.9,-31.3,158.8,66.6,299.4,184.2,98.8,"1,257",174.7,185,162.2,-901.1,246.1,133.7,431.1,320.7,-508.5,-206.6,242.5,333.7,198.1,141.9,145.6,-84,73.2,153.7,194,-130.2,232.5,209.6,162.7,0
Depreciation & Amortization,90.1,101,91.3,90.9,92.6,89,99.6,239.5,284.3,246.9,252.3,288.1,252,267.6,264.1,266.5,264.5,263.5,261.6,260.6,254.8,247.7,253,251.5,253.9,253,255.7,258.6,265.4,268.7,266.5,265.1,267.1,233.8,232.7,231.4,228.5,231.8,237.5,241.2
Share-Based Compensation,11.4,11.2,13,12.8,12.4,12.9,172.4,13.5,11.7,12.7,18,15.2,11.4,14,13.7,12.4,13.6,13.9,12.1,19.3,20.2,20.3,19.7,21.6,22.7,16.5,21.8,23.7,17.7,21.6,24.8,21.2,17.7,23.2,27.6,27.4,26.8,25,33.9,15.6
Other Operating Activities,-22.8,-99.9,-15.7,-4.6,72.1,147.6,-107.4,-228.7,-14.8,36.9,-41.9,-17.3,64.4,-190.4,63.9,"-1,072.6",-49.9,28.1,-42.6,"1,105",-141.6,-118.1,-402.8,-15.9,655.2,388,-572.8,-234.7,-56.1,-185.7,17,230.8,7.7,-173.5,-101.8,322.2,-243.6,-158.7,-86.2,80.8
Operating Cash Flow,300.2,188.8,254.1,255.7,354.2,91.5,186.8,151.3,387.1,265.2,387.2,352.6,627.2,275.4,440.5,463.5,402.9,490.5,393.3,484.1,379.5,283.6,301,577.9,423.3,450.9,-52.8,381.3,425.1,246.5,453.9,433.1,365.7,237.2,352.5,450.8,244.2,307.7,347.9,337.6
Operating Cash Flow Growth,-18.42%,4.60%,33.95%,-12.64%,17.99%,-51.54%,-26.49%,-40.83%,9.29%,189.84%,107.28%,133.05%,62.03%,3.85%,13.77%,31.45%,-35.76%,78.10%,-10.72%,4.44%,-5.81%,-42.18%,-23.47%,19.38%,11.54%,58.99%,-,-34.02%,0.43%,-45.33%,-,13.59%,-13.97%,-3.77%,-22.34%,4.09%,-33.22%,29.72%,-1.30%,-25.11%
Capital Expenditures,-22.8,-31.4,-32,-32.3,-49.2,-34.4,-30.4,-53.8,-49.1,-27.6,-46.1,-56.4,-54.6,-43.1,-30.7,-36,-46.2,-26.7,-27,-61.5,-47.5,-37.8,-256.5,-58.6,-128.2,-40.2,-19,-30.6,-28.1,-27.4,-27.3,-54.2,-63.1,-36.4,-40.9,-47.2,-63.4,-46.7,-170.6,-97.4
Acquisitions,0,80.8,0,0,-54.3,0,"-7,812.9",0,52.8,0,-184.1,"-1,258.9",237.8,0,0,0,-4,0,0,0,-15.3,0,-197.6,0,-15.3,0,0,0,-235.5,0,0,0,5,0,0,0,-99.8,-18.9,-14,-13.1
Change in Investments,-378.8,"-1,233.2",-353.5,-645.7,-598.1,-535.3,-120.2,-288.3,-340.3,-308.9,-122.9,-94.2,-107.2,-86.4,-86.2,-83.1,-85.3,-60.4,-65.7,-77.6,-141.8,-74.2,-91.9,-110.9,-87,-102,-84.1,-79.7,-79.4,-85.7,-77.5,-65.2,-73.4,-69.1,-85.4,-108.9,-84.3,-96.2,-91.1,-72.7
Other Investing Activities,391.4,"1,085",215.2,448.6,730.3,637.6,174.9,383.4,458.1,432.3,86.9,35.2,-222.8,-3.6,-12.1,-1.4,7.3,-14.6,-0.9,0.2,122.2,6.5,223.8,5.9,92.5,21,17.8,18.9,27.1,-9.2,-5.1,-5.8,-14.7,17.2,-116.9,70.9,135,12.4,32.6,17.6
