,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,378.08,331.22,576.45,"1,062",451.83,333.33,517.03,"1,197",504.27,374.42,580.64,506.02,673.92,455.62,720.21,"1,720",-555.22,607,978,"1,767",646,765,979,"1,950","1,171",-699,122,801,-165,-55,-167,769,618,-700,857,"1,666","1,235",266,"1,290","2,511"
Depreciation & Amortization,37.12,38.38,40.29,57.6,71.56,65,67.67,69.05,70.76,72.87,77.71,78.75,79.67,83.43,85.87,95.91,97.79,103,107,107,109,158,162,159,162,163,157,161,161,158,154,146,141,150,149,145,163,161,160,169
Share-Based Compensation,50.29,39.41,35.74,46.97,67.17,54.53,60.74,58.8,176.57,84.11,98.38,64.76,63.75,59.06,66.99,66.5,68.45,71,79,76,105,78,84,83,80,11,83,85,76,113,91,86,86,93,108,101,102,113,128,128
Other Operating Activities,88.99,-232,37.5,125.31,164.72,-243.88,56.93,-14.79,230.76,-186.64,265.74,870.42,279.49,-217.49,348.15,3.79,"1,563",-141,486,14,224,-851,562,-341,-336,145,-240,-127,-649,-423,"1,074",595,-566,"2,152","1,570","-1,910",673,"2,349",159,"-1,436"
Operating Cash Flow,554.47,177,689.98,"1,292",755.28,208.98,702.38,"1,310",982.36,344.76,"1,022","1,520","1,097",380.62,"1,221","1,887","1,174",640,"1,650","1,964","1,084",150,"1,787","1,851","1,077",-380,122,920,-577,-207,"1,152","1,596",279,"1,695","2,684",2,"2,173","2,889","1,737","1,372"
Operating Cash Flow Growth,11.60%,-3.34%,16.28%,33.15%,36.22%,18.07%,1.80%,1.37%,30.07%,64.97%,45.57%,16.04%,11.65%,10.40%,19.44%,24.12%,7.00%,68.15%,35.11%,4.10%,-7.63%,-76.56%,8.30%,-5.75%,-0.65%,-,-93.17%,-50.30%,-,-,844.26%,73.48%,-,-,132.99%,-99.87%,678.85%,70.44%,-35.28%,68500.00%
Capital Expenditures,-27.49,-29.73,-32.26,-28.74,-40.78,-31.26,-53.09,-42.29,-47.28,-53.26,-60.44,-102.87,-51.43,-70.56,-76.71,-76.42,-64.31,-131,-104,-121,-86,-111,-88,-82,-87,-80,-70,-72,-64,-65,-59,-79,-101,-109,-86,-98,-75,-88,-92,-71
Acquisitions,-0.36,-2.63,-98.42,"-2,395.03",-0.28,-26.16,-19.78,-89.73,-4.67,-0.72,-0.07,-0.02,-0.19,-0.01,-0.48,-552.32,-0.2,0,-139,0,-134,0,-9,0,0,0,0,0,0,0,0,0,"-1,185",0,0,0,0,0,0,0
Change in Investments,68.25,-3.41,"1,707",591.55,"-2,025.11","-1,083.34","-1,366.06",37.67,"-1,168.54",201.26,-726.05,"-1,460.37","-1,078.83",-822.25,-567.42,"-1,476.89",-494.44,"1,767",370,164,629,"2,220","4,177",847,183,"1,813","1,112",0,-2,0,-15,8,498,0,-12,-709,586,"1,683",42,48
Other Investing Activities,-1.28,-5.08,-0.12,14.5,-9.31,-0.06,-0.17,0.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-8,5,-12,-24,22,-1,-9,11,1
