,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"59,779","62,148","63,076","60,765","59,697","60,465","59,683","62,711","63,472","63,954","61,970","72,731","72,343","87,522","91,922","89,818","84,749","100,459","97,655","94,184","79,799","78,543","81,159","83,434","85,960","55,241","65,176","70,050","91,218","95,434","89,827","97,471","98,521","96,023","71,050","65,246","78,171","99,859","99,733","110,073","129,680"
Market Cap Growth,93.24%,81.09%,52.42%,16.71%,-0.14%,-2.71%,-5.38%,3.20%,6.32%,5.77%,3.83%,15.98%,13.98%,36.85%,48.33%,23.49%,17.15%,14.78%,6.24%,4.86%,-5.84%,-21.82%,-16.89%,-11.41%,7.72%,-29.67%,-19.69%,-16.04%,6.12%,72.76%,37.82%,39.14%,8.01%,0.62%,-20.90%,-33.06%,-20.65%,4.00%,40.37%,68.71%,-
Enterprise Value,"54,919","57,277","57,703","58,453","59,267","61,133","61,894","65,078","66,982","66,891","64,854","75,695","75,210","90,435","94,045","92,201","86,871","102,580","99,081","95,757","82,164","83,303","83,506","84,955","87,740","57,042","66,795","71,062","92,535","96,949","90,580","96,635","98,646","95,591","69,005","65,579","78,812","98,025","99,077","110,471","130,078"
PE Ratio,31.59,31.39,29.77,25.88,24.65,24.95,25.24,25.10,24.88,24.67,23.33,37.01,33.88,39.49,39.02,25.16,36.20,40.31,35.51,33.68,19.96,18.90,19.52,19.22,17.67,16.24,25.62,50.22,1546.06,135.75,216.97,255.16,84.57,184.66,46.02,26.73,25.56,24.82,22.38,20.76,25.98
PS Ratio,8.80,8.71,8.32,7.46,7.07,7.00,6.78,6.92,6.88,6.71,6.32,7.00,6.73,7.95,8.01,7.35,6.68,7.62,7.13,6.67,5.49,5.44,5.50,5.59,5.71,3.81,5.77,7.87,13.42,16.89,12.51,10.58,8.99,7.67,4.85,4.07,4.57,5.50,5.16,5.34,6.29
PB Ratio,8.65,8.62,8.06,6.96,6.97,7.01,6.97,7.36,7.22,7.07,6.68,7.42,7.37,8.10,7.93,6.98,7.53,9.45,9.32,9.46,9.08,11.36,15.29,14.02,14.49,14.42,16.30,14.26,18.64,20.03,18.72,17.58,15.95,21.96,17.75,17.78,28.10,92.98,-149.97,-176.12,-176.12
P/FCF Ratio,26.96,28.30,27.64,23.41,21.45,21.49,21.28,22.32,20.95,20.35,17.93,20.17,19.47,23.44,23.47,20.84,19.38,21.97,19.63,18.81,16.30,17.75,17.72,18.52,19.12,13.82,27.72,48.99,-453.82,-7341.11,87.38,57.44,39.16,21.95,12.09,15.29,12.64,13.49,15.47,14.03,16.53
P/OCF Ratio,25.97,27.08,26.37,22.39,20.48,20.52,20.17,21.07,19.81,19.15,16.93,18.80,18.16,21.77,21.79,19.59,18.18,20.41,18.25,17.35,14.95,16.20,16.28,17.13,17.67,12.74,24.41,40.28,1073.15,369.90,69.74,49.63,34.94,20.34,11.36,14.00,11.93,12.89,14.66,13.47,15.87
Debt / Equity Ratio,0.28,0.26,0.23,0.45,0.45,0.61,0.63,0.64,0.70,0.70,0.78,0.75,0.73,0.77,0.73,0.75,0.85,0.84,0.84,0.87,0.98,1.31,1.73,1.51,1.53,2.35,3.01,2.49,2.53,2.97,2.60,2.04,1.83,2.31,2.45,2.58,4.69,11.79,-21.93,-22.91,-22.91
Quick Ratio,5.28,5.14,5.32,4.46,3.58,3.14,2.11,2.49,2.29,2.13,2.42,1.89,1.81,1.94,2.02,2.40,2.46,1.89,1.73,2.25,2.20,1.04,1.38,1.67,1.68,1.90,2.81,3.04,3.38,2.05,1.94,2.37,2.00,1.63,1.37,1.34,1.73,1.49,1.45,1.35,1.35
Current Ratio,5.41,5.49,5.65,4.60,3.71,3.50,2.43,2.72,2.47,2.45,2.68,2.01,1.89,2.15,2.20,2.52,2.58,2.14,1.92,2.41,2.37,1.27,1.58,1.82,1.83,2.24,2.93,3.17,3.56,2.18,2.05,2.48,2.11,1.72,1.45,1.45,1.86,1.59,1.55,1.44,1.44
Interest Coverage,21.29,24.45,42.84,57.88,19.07,13.16,16.61,36.14,15.09,10.82,14.77,15.38,14.78,10.47,15.16,32.16,14.26,11.76,19.62,33.94,10.58,15.67,18.75,34.76,23.90,-10.28,3.18,9.52,3.50,-1.84,0.49,13.10,11.88,-11.49,16.05,22.33,11.01,2.56,7.71,13.40,8.82
Return on Capital (ROIC),Upgrade,22.57%,22.92%,23.00%,19.25%,20.03%,17.91%,17.52%,18.59%,17.77%,17.89%,17.08%,12.41%,13.47%,12.16%,12.22%,16.32%,10.14%,11.30%,12.78%,13.30%,25.90%,27.31%,30.36%,30.68%,29.11%,28.27%,14.55%,3.95%,-1.08%,-0.99%,0.22%,7.92%,10.75%,16.29%,22.95%,26.96%,25.57%,31.05%,34.84%,39.06%
Buyback Yield / Dilution,-3.02%,-3.24%,-1.62%,-0.08%,0.05%,1.15%,1.73%,3.57%,4.59%,4.34%,3.80%,2.26%,0.81%,0.21%,0.01%,0.01%,0.97%,1.64%,3.01%,4.44%,6.34%,7.66%,10.19%,10.30%,9.22%,9.56%,5.98%,4.09%,2.32%,0.29%,-0.14%,-0.64%,-0.38%,0.13%,0.95%,4.04%,6.47%,7.18%,9.10%,9.29%,9.29%
Total Shareholder Return,-3.02%,-3.24%,-1.62%,-0.08%,0.05%,1.15%,1.73%,3.57%,4.59%,4.34%,3.80%,2.26%,0.81%,0.21%,0.01%,0.01%,0.97%,1.64%,3.01%,4.44%,6.34%,7.66%,10.19%,10.30%,9.22%,9.56%,5.98%,4.09%,2.32%,0.29%,-0.14%,-0.64%,-0.38%,0.13%,0.95%,4.04%,6.47%,7.18%,9.10%,9.29%,9.29%
