,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"129,780","132,609","130,282","126,550","116,530","124,195","122,897","136,199","152,006","157,795","150,820","141,933","175,151","182,417","172,419","164,096","154,391","125,508","126,754","103,780","137,410","122,177","118,135","132,389","113,519","109,092","116,781","128,930","138,208","154,467","147,734","147,899","145,591","153,058","128,679","156,896","150,760","151,525","143,716","146,050","139,178"
Market Cap Growth,-15.05%,-6.39%,-7.04%,-9.35%,-10.21%,-6.35%,-5.67%,7.62%,30.44%,27.05%,22.72%,4.21%,15.23%,15.60%,14.32%,15.62%,-11.85%,-31.20%,-26.48%,-36.76%,-11.00%,-2.65%,-6.80%,27.57%,-17.39%,-10.71%,-1.15%,-2.61%,21.75%,41.59%,26.51%,14.71%,5.34%,-0.91%,-12.90%,6.08%,3.55%,-1.00%,11.69%,-6.91%,-
Enterprise Value,"157,636","160,577","157,082","154,323","145,591","151,559","149,411","161,262","178,855","183,950","176,023","166,761","201,421","207,967","198,727","189,988","182,039","150,586","152,640","128,946","164,593","148,058","143,444","156,573","138,143","134,520","141,450","153,186","163,704","178,710","172,348","171,209","170,326","176,074","150,532","196,812","195,453","195,926","188,414","190,899","184,027"
PE Ratio,15.59,16.47,16.56,16.89,15.72,16.67,16.98,19.82,23.00,24.24,23.19,20.37,24.93,25.99,24.45,27.19,25.73,19.56,18.93,13.12,17.83,15.60,15.80,18.43,14.83,14.98,15.17,16.00,15.98,17.41,16.43,16.24,16.14,16.85,14.72,17.34,17.31,18.83,17.93,18.69,17.86
PS Ratio,4.25,4.36,4.29,4.25,3.96,4.35,4.45,5.08,5.79,6.06,5.78,5.32,6.57,6.77,6.29,5.71,5.22,4.13,4.17,3.50,4.66,4.15,3.99,4.44,3.76,3.74,4.03,4.49,4.75,5.14,4.81,4.71,4.61,4.81,4.06,4.94,4.71,4.57,4.19,4.15,3.96
PB Ratio,-15.07,-14.27,-12.88,-10.02,-8.56,-9.44,-9.05,-10.28,-11.92,-12.57,-12.42,-11.19,-14.13,-15.19,-15.11,-13.58,-12.50,-10.53,-10.81,-8.33,-11.48,-10.91,-10.73,-11.44,-8.77,-9.09,-9.66,-10.26,-11.97,-13.90,-14.00,-14.63,-14.42,-16.92,-14.08,-17.52,-16.89,-15.62,-15.23,-13.01,-13.01
P/FCF Ratio,15.69,16.86,17.32,19.22,21.00,18.93,19.32,19.72,19.69,24.76,22.37,20.56,24.26,22.63,25.71,22.28,19.72,14.85,15.23,12.90,17.30,16.03,14.48,14.33,12.26,14.02,12.48,14.00,16.21,15.08,14.07,13.18,12.28,13.17,12.00,16.13,19.83,20.45,18.82,18.53,17.66
P/OCF Ratio,13.68,14.64,14.97,16.35,17.53,16.30,16.73,17.32,17.47,21.32,19.34,17.57,20.71,19.59,21.18,18.41,16.34,12.29,12.70,10.95,14.71,13.90,12.86,13.12,11.40,12.92,11.71,13.14,15.13,14.25,13.31,12.36,11.51,12.20,10.96,14.52,17.27,17.52,15.98,15.87,15.12
Debt / Equity Ratio,-3.45,-3.18,-2.85,-2.33,-2.25,-2.22,-2.13,-2.15,-2.34,-2.39,-2.48,-2.29,-2.53,-2.64,-2.98,-2.84,-2.82,-2.66,-2.71,-2.55,-2.53,-2.67,-2.89,-2.68,-2.19,-2.47,-2.44,-2.51,-2.55,-2.62,-2.76,-2.75,-2.91,-3.10,-2.98,-4.81,-5.28,-4.94,-5.06,-4.27,-4.27
Quick Ratio,0.37,0.41,0.39,0.38,0.35,0.35,0.41,0.40,0.42,0.54,0.56,0.47,0.61,0.57,0.63,0.76,0.63,0.59,0.60,0.59,0.36,0.45,0.57,0.56,0.43,0.52,0.55,0.56,0.53,0.59,0.49,0.44,0.44,0.47,0.48,0.29,0.31,0.37,0.36,0.28,0.28
