,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30,Current
Market Capitalization,"69,333","67,538","68,205","85,539","83,906","87,411","95,586","112,728","104,897","93,030","96,698","83,388","94,570","87,474","86,777","98,576","109,054","115,724","131,566","119,299","134,922","121,245","132,402","145,943","139,198","153,295","174,536","211,456","212,479","215,602","260,586","267,876","215,926","187,042","166,973","171,620","184,191","161,783","155,613","167,821","156,841"
Market Cap Growth,42.13%,22.57%,21.94%,21.51%,21.02%,29.42%,40.14%,31.79%,25.02%,6.43%,1.16%,-26.03%,-9.84%,-5.97%,-10.26%,18.21%,15.32%,32.30%,51.61%,21.02%,23.72%,4.77%,0.64%,22.33%,3.17%,26.43%,31.82%,44.89%,52.65%,40.65%,49.30%,26.68%,1.62%,-13.25%,-35.92%,-35.93%,-14.70%,-13.50%,-6.80%,-2.21%,-
Enterprise Value,"65,631","63,769","64,973","82,113","79,796","82,747","91,386","108,783","101,846","89,611","93,970","80,982","91,911","85,097","85,072","96,898","107,789","114,289","130,783","118,739","134,363","120,061","135,579","149,363","142,672","157,523","178,022","212,449","212,801","214,939","259,681","265,496","215,116","186,672","167,688","173,524","185,955","163,252","159,000","170,071","159,091"
PE Ratio,26.16,25.08,23.72,28.54,27.01,26.71,27.39,31.14,27.76,24.74,25.25,21.45,23.19,20.63,22.02,25.50,60.45,59.87,63.41,55.36,32.30,30.09,30.76,31.92,32.24,60.38,64.88,74.83,61.98,37.65,42.84,43.42,35.31,30.94,29.61,30.46,33.62,31.91,30.80,31.67,30.27
PS Ratio,2.56,2.43,2.37,2.87,2.77,2.86,3.08,3.60,3.29,2.87,2.93,2.49,2.79,2.55,2.53,2.84,3.09,3.18,3.53,3.13,3.48,3.10,3.32,3.58,3.37,4.10,4.68,5.53,5.52,4.84,5.64,5.79,4.61,4.00,3.54,3.50,3.64,3.16,3.02,3.26,3.04
PB Ratio,6.23,6.24,6.14,7.31,6.78,6.88,7.41,8.41,8.53,7.59,7.95,6.77,7.43,7.05,7.24,8.38,11.15,11.79,14.63,13.67,15.06,13.41,14.39,15.61,15.39,19.03,18.92,19.87,17.81,16.89,18.17,17.95,14.58,12.24,10.55,11.24,12.68,11.55,11.14,11.86,11.09
P/FCF Ratio,31.57,31.62,31.21,31.70,22.45,23.50,27.55,36.51,49.43,41.05,37.13,26.85,28.09,31.76,34.06,34.17,42.11,29.47,28.73,25.27,26.89,25.34,33.64,43.27,40.63,109.57,87.49,58.32,55.42,36.16,42.15,41.49,40.29,42.22,46.43,96.31,48.51,33.21,34.89,26.61,24.87
P/OCF Ratio,22.92,22.42,22.16,23.68,17.98,18.68,21.30,27.04,32.24,27.37,26.16,20.18,21.64,22.74,23.89,24.81,29.90,23.36,23.16,20.28,21.89,20.54,26.50,33.29,30.96,61.69,58.71,46.64,45.75,32.39,37.84,37.36,35.70,36.05,37.66,64.09,38.87,27.70,28.72,23.20,21.68
Debt / Equity Ratio,0.12,0.13,0.12,0.11,0.10,0.10,0.09,0.16,0.17,0.17,0.17,0.29,0.28,0.31,0.32,0.40,0.36,0.39,0.39,0.40,0.39,0.38,0.74,0.74,0.74,1.62,1.41,1.20,1.08,1.00,0.89,0.85,0.85,0.83,0.80,0.82,0.86,0.87,0.87,0.86,0.86
Quick Ratio,2.12,1.71,1.70,1.65,1.55,1.47,1.65,1.73,1.70,1.62,1.55,1.80,1.88,1.80,1.55,1.48,1.48,1.45,1.28,1.15,1.18,1.14,1.03,1.00,0.92,1.39,1.54,1.75,1.82,1.85,2.18,2.13,1.96,1.65,1.54,1.57,1.60,1.60,1.60,1.63,1.63
