,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"10,181","6,734","8,892","14,539","8,315","12,534","16,729","24,056","24,634","38,867","43,695"
Market Cap Growth,40.09%,-33.86%,32.06%,63.50%,-42.81%,50.73%,33.47%,43.80%,2.40%,57.78%,-
Enterprise Value,"17,985","14,717","16,370","23,627","20,019","24,443","26,758","34,218","36,540","50,917","55,745"
PE Ratio,18.86,11.51,15.71,10.80,7.59,10.68,18.80,17.36,11.70,16.03,18.43
PS Ratio,1.79,1.16,1.54,2.19,1.03,1.34,1.96,2.48,2.12,2.71,3.05
PB Ratio,5.67,4.56,5.40,4.68,2.44,3.27,3.68,4.01,3.49,4.78,5.37
P/FCF Ratio,18.28,7.37,8.00,16.41,6.66,8.13,6.97,16.16,14.22,17.14,19.27
P/OCF Ratio,5.65,3.38,4.58,6.58,2.91,4.14,6.29,6.52,5.56,8.26,9.29
EV/Sales Ratio,3.16,2.53,2.84,3.56,2.49,2.61,3.14,3.52,3.14,3.55,3.89
EV/EBITDA Ratio,6.92,5.31,6.14,8.16,5.52,5.82,7.05,8.05,6.69,7.68,8.41
EV/EBIT Ratio,12.80,9.62,11.53,15.63,10.23,11.31,14.80,15.07,11.25,13.24,14.49
EV/FCF Ratio,32.29,16.10,14.72,26.67,16.03,15.85,11.15,22.98,21.10,22.45,24.58
Debt / Equity Ratio,4.43,5.53,4.73,3.04,3.45,3.12,2.25,1.72,1.70,1.53,1.53
Debt / EBITDA Ratio,3.06,2.94,2.92,3.26,3.24,2.85,2.70,2.42,2.20,1.87,1.87
Debt / FCF Ratio,14.29,8.93,7.01,10.65,9.41,7.76,4.26,6.92,6.94,5.47,5.47
Quick Ratio,0.74,0.90,1.04,0.95,0.75,0.72,0.80,0.70,0.86,0.71,0.71
Current Ratio,0.88,1.05,1.15,1.06,0.83,0.84,1.07,0.83,1.11,0.81,0.81
Asset Turnover,0.47,0.47,0.48,0.49,0.50,0.49,0.47,0.50,0.54,0.56,0.56
Interest Coverage,2.53,2.70,2.78,3.26,4.07,3.34,2.70,5.35,7.30,6.06,6.06
Return on Equity (ROE),29.90%,39.50%,36.60%,59.70%,33.80%,32.80%,21.90%,26.00%,33.00%,31.90%,31.90%
Return on Assets (ROA),4.50%,4.70%,4.70%,10.00%,6.80%,6.20%,4.90%,7.10%,9.70%,9.50%,9.50%
Return on Capital (ROIC),9.06%,9.57%,9.34%,15.43%,9.56%,10.57%,9.52%,10.49%,12.73%,14.06%,14.06%
Earnings Yield,5.30%,8.69%,6.36%,9.26%,13.18%,9.37%,5.32%,5.76%,8.55%,6.24%,5.55%
FCF Yield,5.47%,13.57%,12.51%,6.09%,15.02%,12.30%,14.35%,6.19%,7.03%,5.84%,5.19%
Dividend Yield,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,1.00%
Payout Ratio,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.70%,18.48%
Buyback Yield / Dilution,-7.05%,6.99%,9.27%,-0.42%,4.11%,7.33%,4.02%,-0.36%,4.26%,2.20%,2.20%
Total Shareholder Return,-7.05%,6.99%,9.27%,-0.42%,4.11%,7.33%,4.02%,-0.36%,4.26%,3.20%,3.21%
