,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"359,982","535,057","546,187","731,905","726,734","923,760","1,185,532","1,922,951","1,141,961","1,748,360","1,753,516"
Market Cap Growth,-3.95%,48.63%,2.08%,34.00%,-0.71%,27.11%,28.34%,62.20%,-40.61%,53.10%,-
Enterprise Value,"300,824","467,211","463,789","634,003","621,606","818,853","1,073,916","1,809,508","1,055,401","1,663,157","1,668,313"
PE Ratio,25.47,33.81,28.04,57.80,23.64,26.90,29.44,25.29,19.04,23.69,24.23
PS Ratio,5.45,7.14,6.05,6.60,5.31,5.71,6.50,7.46,4.04,5.69,5.70
PB Ratio,3.47,4.45,3.93,4.80,4.09,4.59,5.33,7.64,4.46,6.17,6.19
P/FCF Ratio,29.84,32.12,20.96,30.61,31.83,29.83,27.67,28.70,19.03,25.16,25.23
P/OCF Ratio,15.64,20.14,15.16,19.73,15.15,16.94,18.20,20.98,12.48,17.18,17.23
EV/Sales Ratio,4.56,6.23,5.14,5.72,4.54,5.06,5.88,7.02,3.73,5.41,5.43
EV/EBITDA Ratio,13.16,18.83,15.25,18.53,14.11,15.90,17.35,17.85,12.39,16.98,17.03
EV/EBIT Ratio,16.83,23.65,19.11,23.22,17.75,20.61,22.27,19.87,14.72,19.33,19.39
EV/FCF Ratio,24.93,28.05,17.79,26.52,27.23,26.44,25.07,27.00,17.59,23.93,24.01
Debt / Equity Ratio,0.05,0.04,0.03,0.03,0.02,0.07,0.11,0.10,0.11,0.09,0.09
Debt / EBITDA Ratio,0.23,0.21,0.13,0.12,0.09,0.29,0.41,0.26,0.32,0.26,0.26
Debt / FCF Ratio,0.43,0.31,0.15,0.17,0.18,0.48,0.59,0.39,0.45,0.37,0.37
Quick Ratio,4.45,4.41,6.00,4.97,3.75,3.21,2.95,2.79,2.22,1.94,1.94
Current Ratio,4.69,4.67,6.29,5.14,3.92,3.37,3.07,2.93,2.38,2.10,2.10
Asset Turnover,0.54,0.53,0.57,0.60,0.63,0.62,0.62,0.75,0.79,0.79,0.79
Interest Coverage,176.99,189.95,195.76,250.48,307.25,397.25,357.16,263.24,200.80,279.30,279.30
Return on Equity (ROE),14.50%,13.90%,14.90%,8.40%,18.30%,17.80%,19.00%,31.60%,23.50%,27.20%,27.20%
Return on Assets (ROA),11.50%,11.20%,12.30%,6.90%,14.10%,13.20%,13.80%,22.20%,16.70%,19.00%,19.00%
Return on Capital (ROIC),12.02%,12.83%,13.38%,7.79%,13.34%,13.72%,13.94%,23.74%,22.21%,23.48%,23.48%
Earnings Yield,3.93%,2.96%,3.57%,1.73%,4.23%,3.72%,3.40%,3.95%,5.25%,4.22%,4.21%
FCF Yield,3.35%,3.11%,4.77%,3.27%,3.14%,3.35%,3.61%,3.48%,5.25%,3.97%,3.96%
Buyback Yield / Dilution,-1.39%,-1.74%,-0.22%,-0.81%,-0.10%,0.83%,1.92%,1.87%,2.50%,3.30%,3.30%
Total Shareholder Return,-1.39%,-1.74%,-0.22%,-0.81%,-0.10%,0.83%,1.92%,1.87%,2.50%,3.30%,3.30%
