,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"57,459","76,816","93,367","81,195","92,998","122,585","126,190","161,509","264,230","347,613","742,415"
Market Cap Growth,0.39%,33.69%,21.55%,-13.04%,14.54%,31.81%,2.94%,27.99%,63.60%,31.56%,-
Enterprise Value,"57,275","74,604","96,893","85,462","98,611","125,474","139,069","174,423","277,206","361,640","760,089"
PE Ratio,12.27,32.13,38.77,29.66,-455.65,37.93,15.17,26.08,47.34,55.66,141.68
PS Ratio,2.49,3.92,4.68,3.83,4.66,5.70,5.65,6.58,9.33,12.18,23.15
PB Ratio,3.26,5.00,6.41,5.80,8.02,12.47,48.41,28.63,29.43,32.64,66.17
P/FCF Ratio,11.72,23.20,46.89,20.89,20.49,28.42,33.18,31.60,44.40,66.46,228.15
P/OCF Ratio,10.02,17.23,31.49,16.74,16.56,22.19,26.09,24.85,36.39,49.07,121.08
EV/Sales Ratio,2.48,3.80,4.85,4.03,4.94,5.84,6.23,7.11,9.79,12.67,23.70
EV/EBITDA Ratio,7.81,17.04,22.97,17.55,26.27,23.36,13.66,20.39,35.99,43.42,99.27
EV/EBIT Ratio,9.73,24.87,34.73,25.33,45.09,33.36,15.54,24.13,45.03,53.13,123.75
EV/FCF Ratio,11.68,22.53,48.67,21.98,21.73,29.09,36.57,34.12,46.58,69.15,233.59
Debt / Equity Ratio,0.30,0.52,0.55,0.74,1.18,1.05,5.88,2.94,1.88,1.52,1.80
Debt / EBITDA Ratio,0.71,1.83,1.89,2.12,3.63,1.92,1.50,1.94,2.19,1.95,2.63
Debt / FCF Ratio,1.06,2.42,4.01,2.65,3.01,2.39,4.03,3.25,2.84,3.10,6.20
Quick Ratio,1.06,1.44,1.04,0.98,0.91,1.11,0.68,0.85,0.80,0.63,0.58
Current Ratio,1.47,1.23,1.53,1.38,1.32,1.73,1.16,1.40,1.23,1.05,1.05
Asset Turnover,0.69,0.56,0.56,0.57,0.48,0.49,0.58,0.56,0.59,0.60,0.60
Return on Equity (ROE),29.00%,13.80%,16.20%,18.50%,-1.50%,26.40%,295.80%,140.40%,74.20%,64.70%,45.20%
Return on Assets (ROA),13.90%,6.80%,6.70%,7.40%,-0.50%,7.40%,21.60%,14.30%,11.70%,13.10%,9.30%
Return on Capital (ROIC),20.51%,10.22%,10.68%,11.26%,-0.85%,15.71%,27.32%,27.85%,21.58%,23.22%,15.89%
Earnings Yield,8.15%,3.11%,2.58%,3.37%,-0.22%,2.64%,6.59%,3.83%,2.11%,1.80%,0.67%
FCF Yield,8.53%,4.31%,2.13%,4.79%,4.88%,3.52%,3.01%,3.16%,2.25%,1.50%,0.44%
Dividend Yield,3.80%,2.80%,2.40%,2.80%,2.50%,1.90%,2.00%,1.80%,1.20%,1.10%,0.66%
Payout Ratio,45.30%,87.90%,88.10%,78.80%,-1094.70%,71.70%,28.90%,43.40%,55.30%,56.60%,94.20%
Buyback Yield / Dilution,2.91%,0.97%,0.80%,0.37%,0.92%,1.74%,9.48%,2.48%,0.09%,0.77%,0.44%
Total Shareholder Return,6.71%,3.77%,3.20%,3.17%,3.42%,3.64%,11.48%,4.28%,1.29%,1.87%,1.11%
