,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"17,825","18,867","18,234","21,103","24,156","20,544","18,640","18,790","21,159","24,623","24,816","22,139","23,065","24,657","23,196","21,373","17,642","20,292","19,383","20,885","22,758","24,496","27,210","21,522","9,993","13,662","15,655","18,369","19,984","21,421","20,998","20,406","24,673","20,556","16,056","18,007","17,340","18,910","16,952","20,055","18,441"
Market Cap Growth,-16.59%,-7.35%,1.11%,25.28%,35.52%,8.89%,2.23%,-10.96%,-12.41%,19.85%,33.13%,17.82%,9.01%,0.14%,-6.53%,-3.46%,-23.51%,-17.70%,-16.44%,-2.28%,28.99%,20.72%,40.38%,3.05%,-56.09%,-44.23%,-42.47%,-14.65%,99.99%,56.79%,34.13%,11.09%,23.46%,-4.03%,-23.53%,-11.75%,-29.72%,-8.01%,5.58%,11.37%,-
Enterprise Value,"27,170","28,307","28,560","31,820","35,416","31,798","29,769","29,866","32,278","35,401","35,889","32,899","34,825","36,393","34,459","32,461","28,519","30,537","29,713","31,488","33,522","34,847","39,304","33,786","21,529","25,412","27,321","30,023","31,740","33,113","33,080","32,434","37,083","32,903","28,264","30,324","29,677","32,256","30,047","33,177","31,563"
PE Ratio,38.55,38.81,38.23,44.36,50.84,42.22,46.57,44.97,47.40,56.00,43.82,34.10,33.03,34.87,19.80,15.76,14.26,16.21,26.20,51.01,49.85,48.94,56.24,49.70,12.81,33.11,46.02,41.83,-219.18,140.57,104.83,416.38,170.22,1273.47,-370.97,-379.52,-252.54,244.93,3511.95,-489.46,-489.46
PS Ratio,6.92,7.14,6.92,7.60,8.07,6.73,5.87,5.72,6.35,7.31,7.28,6.43,6.64,7.00,6.53,5.98,4.85,5.51,5.21,5.58,6.08,6.53,7.16,5.56,2.54,3.47,4.05,4.84,5.41,5.84,5.64,5.33,6.27,5.09,3.92,4.36,4.14,4.43,3.87,4.46,4.10
PB Ratio,2.04,2.18,2.13,2.43,2.19,1.86,1.94,1.97,2.20,2.54,2.37,2.12,2.22,2.38,2.16,1.97,1.64,1.91,1.85,2.04,2.24,2.26,2.55,2.06,0.94,1.33,1.54,1.80,2.00,2.17,1.90,1.88,2.31,1.96,1.55,1.77,1.73,1.90,1.73,2.11,1.94
P/FCF Ratio,-42.16,-77.07,-498.46,-74.03,-24.43,-21.64,-14.38,-19.12,-190.98,-554.37,-114.51,-1139.13,-95.31,-85.49,14.88,17.93,11.51,11.93,16.92,20.75,25.34,39.70,-244.24,321.86,18.60,20.08,10.23,9.73,15.31,16.60,57.90,316.21,-107.23,-54.48,42.43,54.17,26.82,26.57,21.42,23.05,21.20
P/OCF Ratio,14.27,14.71,14.25,16.82,18.38,14.92,13.74,13.43,15.89,18.35,17.94,16.34,16.20,17.40,16.21,14.96,12.68,14.33,14.21,15.12,16.15,17.49,18.80,14.97,7.06,9.56,10.38,12.67,14.55,17.01,19.88,19.89,23.21,19.58,14.35,16.08,15.93,16.85,15.30,17.91,16.47
Debt / Equity Ratio,1.09,1.11,1.22,1.25,1.05,1.04,1.17,1.17,1.17,1.13,1.07,1.06,1.15,1.15,1.06,1.04,1.03,0.98,1.00,1.05,1.07,0.97,1.15,1.19,1.36,1.24,1.21,1.19,1.20,1.21,1.11,1.13,1.18,1.19,1.20,1.23,1.25,1.36,1.38,1.44,1.44
Interest Coverage,2.42,2.55,2.39,2.20,2.37,2.67,1.13,2.09,2.36,2.27,2.34,2.90,2.79,2.32,6.32,4.09,1.68,2.47,1.88,1.30,2.13,2.38,1.77,1.10,3.78,0.18,1.08,1.96,0.50,1.82,1.59,0.59,1.31,0.59,0.96,0.61,1.11,1.65,0.51,0.44,0.91
Return on Capital (ROIC),Upgrade,3.54%,3.49%,3.11%,3.91%,3.28%,3.27%,4.05%,4.38%,4.60%,4.85%,4.51%,4.60%,4.58%,4.67%,4.72%,4.87%,4.89%,5.00%,5.01%,4.98%,4.89%,5.27%,4.76%,4.10%,4.13%,3.08%,2.84%,3.17%,2.09%,2.66%,2.02%,1.42%,1.77%,1.45%,1.76%,1.74%,1.74%,2.30%,2.13%,2.16%
Dividend Yield,4.60%,4.40%,4.70%,4.10%,4.10%,5.00%,5.50%,5.40%,4.70%,4.00%,4.10%,4.70%,4.60%,4.40%,4.80%,5.20%,6.30%,5.50%,5.80%,5.40%,5.00%,4.60%,4.30%,5.50%,11.80%,7.70%,5.90%,4.40%,3.40%,3.20%,3.30%,3.50%,2.90%,3.50%,4.50%,4.00%,4.20%,3.80%,4.30%,3.60%,4.11%
Payout Ratio,176.80%,154.30%,195.90%,213.50%,213.50%,175.60%,1042.90%,197.30%,165.90%,173.80%,169.80%,131.40%,138.40%,180.20%,45.10%,71.20%,359.10%,168.10%,272.40%,440.60%,226.30%,136.60%,344.30%,3960.00%,62.40%,-107.10%,1500.00%,150.00%,-300.00%,195.70%,281.20%,-409.10%,450.00%,-409.10%,-,-409.10%,1125.00%,173.10%,-250.00%,-204.50%,-1800.00%
Buyback Yield / Dilution,-0.79%,-0.47%,-0.44%,-0.47%,-11.13%,-12.65%,-13.44%,-13.08%,-3.04%,-2.56%,-5.31%,-6.27%,-5.42%,-4.59%,-1.45%,-0.47%,-0.36%,-0.19%,-0.01%,-0.23%,-0.15%,-0.61%,-4.57%,-4.59%,-4.55%,-4.10%,-0.14%,-0.49%,-0.48%,-0.55%,-1.94%,-6.57%,-6.63%,-6.55%,-5.10%,-0.14%,-0.12%,-0.09%,-0.67%,-0.67%,-0.67%
Total Shareholder Return,3.81%,3.93%,4.26%,3.63%,-7.03%,-7.65%,-7.94%,-7.68%,1.66%,1.44%,-1.21%,-1.57%,-0.82%,-0.19%,3.35%,4.73%,5.94%,5.31%,5.79%,5.17%,4.85%,3.99%,-0.27%,0.91%,7.25%,3.60%,5.76%,3.91%,2.92%,2.65%,1.36%,-3.07%,-3.73%,-3.05%,-0.60%,3.86%,4.08%,3.71%,3.63%,2.93%,3.45%
