,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,145.57,210.23,358.56,151.4,172.81,239.41,226.19,38.37,97.62,137.22,180.85,237.41,248.88,310.81,332.37,11.68,37.19,17.47,15.3,84.46,11.98,27.81,273.4,673.31,20.96,531.63,945.73,447.13,524.5,402.41,374.38,224.34,146.39,14.61,135.77,22.22,220,680,106,284
Cash & Cash Equivalents,145.57,210.23,358.56,151.4,172.81,239.41,226.19,38.37,97.62,137.22,180.85,237.41,248.88,310.81,332.37,11.68,37.19,17.47,15.3,84.46,11.98,27.81,273.4,673.31,20.96,531.63,945.73,447.13,524.5,402.41,374.38,224.34,146.39,14.61,135.77,22.22,220,680,106,284
Cash Growth,-75.06%,46.04%,964.58%,-80.58%,18.72%,13.88%,-36.92%,-74.66%,-43.51%,-42.68%,-20.04%,518.72%,154.95%,126.51%,83.78%,-95.08%,-85.06%,-94.38%,-95.40%,623.40%,-67.80%,59.17%,1687.49%,697.16%,75.01%,1811.38%,245.92%,-33.59%,2402.61%,-24.31%,-60.41%,-49.83%,-72.09%,-96.37%,-63.73%,-90.10%,50.28%,4554.35%,-21.93%,1178.42%
Receivables,"1,110",883.67,"1,097",971.29,745.49,628.06,684.9,586.16,593.98,521.44,672.06,737.22,872.43,734.84,749.35,939.6,"1,203",844.22,934.66,"1,085",818.96,812.87,669.29,718.71,835.12,497.56,608.92,717.85,829.8,909.97,"1,092","1,498","1,442","1,682","1,779","1,729","1,532","1,153","1,023","1,571"
Inventory,188.29,231.24,335.12,338.35,189.97,218.69,150.14,204.91,204.78,239.22,331.07,299.47,200.95,193.34,275.31,391.63,432.59,283.99,399.61,554.87,437.84,406.95,362.47,476.48,506.68,386.11,515.26,459.53,370.99,513.19,599.58,775.91,580.9,732.41,773.9,693.18,581,556,460,"1,011"
Other Current Assets,961.36,331.19,268.97,251.75,198.97,235.78,202.57,123.35,78.83,93.15,97.2,95.19,107.43,139.46,90.79,175.96,91.72,145.06,84.12,83.5,129.86,95.14,96.02,99.09,107.58,72.98,109.95,96.85,144.5,172.02,169.68,169.07,205.3,211.85,338.13,320.74,215,180,274,322
Total Current Assets,"2,405","1,656","2,060","1,713","1,307","1,322","1,264",952.79,975.21,991.02,"1,281","1,369","1,430","1,378","1,448","1,519","1,764","1,291","1,434","1,808","1,399","1,343","1,401","1,968","1,470","1,488","2,180","1,721","1,870","1,998","2,236","2,667","2,374","2,641","3,026","2,765","2,548","2,569","1,863","3,188"
"Property, Plant & Equipment","9,232","9,511","9,871","10,242","11,662","11,891","12,076","12,279","12,374","12,437","12,485","12,527","12,571","12,554","12,547","12,579","12,698","12,878","13,304","13,961","14,767","15,518","16,336","17,363","18,349","18,629","18,981","19,029","19,155","19,125","19,182","19,222","19,320","19,425","19,601","19,790","19,952","20,040","20,229","32,089"
Long-Term Investments,"1,230","1,229","1,212","1,129","1,133","1,124","1,146","1,137",948.22,929.21,913.81,943.39,958.81,956.39,944.56,"1,014","1,003",997.38,986.98,981.59,969.15,950.92,881.08,870.51,861.84,810.48,790.04,790.37,805.03,807.72,800.35,797.23,797.61,797.39,801.32,803.81,802,789,885,"1,795"
Goodwill and Intangibles,"1,025","1,022","1,019","1,018","1,015","1,012","1,023","1,020","1,017","1,014","1,011","1,008","1,005","1,002",999.41,996.44,993.46,990.49,987.51,970.12,967.14,964.17,963.78,960.81,957.83,781.54,778.94,776.33,773.72,771.12,768.51,765.9,763.3,760.69,758.08,755.47,753,750,748,"6,543"
Other Long-Term Assets,"3,850",235.34,223.13,211.06,144.7,183.83,141.92,119.62,131.43,129.51,131.97,134.27,173.5,176.76,734.15,657.23,386.74,275.55,201.63,191.17,130.1,158.42,169.32,174.15,173.43,259.64,262.46,463.5,475.3,478.25,451.25,420.39,366.46,368.07,339.69,324.84,324,316,313,324
Total Long-Term Assets,"15,337","11,997","12,325","12,599","13,955","14,211","14,387","14,556","14,471","14,510","14,542","14,613","14,709","14,689","15,225","15,246","15,081","15,142","15,480","16,103","16,833","17,592","18,350","19,368","20,342","20,481","20,813","21,060","21,209","21,182","21,202","21,205","21,247","21,351","21,500","21,674","21,831","21,895","22,175","40,751"
Total Assets,"17,741","13,653","14,385","14,312","15,262","15,533","15,651","15,508","15,446","15,501","15,823","15,982","16,139","16,068","16,673","16,765","16,846","16,432","16,914","17,911","18,232","18,934","19,752","21,336","21,812","21,969","22,992","22,781","23,079","23,180","23,437","23,872","23,622","23,993","24,527","24,439","24,379","24,464","24,038","43,939"
Accounts Payable,"1,273","1,155","1,272","1,222",891.41,721.54,694.91,620.57,615.98,522.32,697.83,711.82,874.73,703.28,696.83,922.82,"1,141",773.05,"1,027","1,340","1,116","1,027",907.38,"1,130","1,210",742.37,755.47,624.48,719.3,929.77,"1,053","1,443","1,332","1,730","1,924","1,659","1,359","1,074",880,"1,619"
Current Debt,575.11,135.65,10.65,10.65,"1,066","1,486","1,531",947.92,656.99,905.22,"1,037","1,154","1,521","1,701","1,769","1,365","1,047",932.65,"1,089",627.65,509.42,309.46,309.5,9.55,229.53,21.08,21.21,21.3,21.26,557.17,550.68,550.49,909.6,986.4,908.12,"1,839",937,512,12,532
Other Current Liabilities,882.12,600.96,568.98,549.32,434.99,341.06,380.51,392.33,365.29,336.93,453.63,476,441.04,327.32,394.58,453.36,479.44,345.13,455.96,483.05,482.68,352.89,520.49,427.75,580.87,327.95,496.41,448.36,603.99,561.02,791.36,809.4,942.63,766.26,822.95,641.04,755,596,625,"1,147"
Total Current Liabilities,"2,730","1,892","1,851","1,782","2,392","2,549","2,607","1,961","1,638","1,764","2,188","2,342","2,837","2,732","2,861","2,741","2,667","2,051","2,572","2,450","2,108","1,690","1,737","1,567","2,020","1,091","1,273","1,094","1,345","2,048","2,395","2,803","3,185","3,483","3,655","4,139","3,051","2,182","1,517","3,298"
Long-Term Debt,"7,754","7,199","7,197","7,195","7,150","7,340","7,291","7,774","8,324","8,320","8,320","8,320","7,920","7,920","7,836","8,092","8,092","7,092","7,091","8,326","8,900","10,030","10,779","12,504","12,493","14,243","14,370","14,340","14,316","13,724","13,719","13,719","12,823","12,824","12,944","12,020","12,764","12,794","12,805","21,527"
Other Long-Term Liabilities,"2,412","1,435","1,543","1,576","1,713","1,751","1,754","1,736","1,718","1,771","1,822","1,880","1,953","1,946",411.57,415.38,401.62,420.51,411.91,482.64,644.11,772.53,886.7,"1,046","1,073","1,074","1,109","1,200","1,376","1,311","1,413","1,510","1,599","1,692","1,813","1,968","2,070","2,356","2,498","2,815"
Total Long-Term Liabilities,"10,166","8,634","8,740","8,771","8,864","9,091","9,045","9,510","10,042","10,091","10,142","10,200","9,873","9,866","8,247","8,507","8,493","7,512","7,503","8,808","9,544","10,803","11,666","13,550","13,566","15,317","15,479","15,541","15,692","15,035","15,132","15,229","14,422","14,516","14,757","13,988","14,834","15,150","15,303","24,342"
