,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,285.78,414.87,119.47,-41.28,304.92,626.96,453.84,162.33,277.72,361.95
Depreciation & Amortization,118.75,119.08,202.16,151.1,116.41,36.15,43.08,41.27,41.4,43.59
Share-Based Compensation,20.11,14.68,105.45,104.82,264.62,66.03,89.72,102.27,146.82,203.88
Other Operating Activities,-13.69,-124.58,-21.41,129.6,-269.25,258.99,351.29,496.31,446.56,-83.73
Operating Cash Flow,410.96,424.05,405.67,344.24,416.7,988.13,937.94,802.18,912.5,525.69
Operating Cash Flow Growth,15.92%,3.18%,-4.33%,-15.14%,21.05%,137.13%,-5.08%,-14.47%,13.75%,-42.39%
Capital Expenditures,-80.31,-57.23,-62.05,-78.04,-75.52,-31.4,-39.04,-42.38,-79.97,-49.13
Acquisitions,-40.43,-201,-607.99,153.83,39.23,1.14,-3.76,"-3,870.55",-859.91,-25.68
Change in Investments,44.51,-178.52,90.86,-74.14,75.35,-3.8,0,-9.12,0,0
Other Investing Activities,-3.53,-3.04,-3.54,11.22,2.99,-139.38,-286.73,-963.51,0.05,3.1
Investing Cash Flow,-79.76,-439.79,-582.72,12.86,42.05,-173.44,-329.53,"-4,885.55",-939.83,-71.7
Dividends Paid,-79.19,-97.34,-113.2,0,0,-105.13,0,0,0,0
Share Issuance / Repurchase,-269.29,1.61,-223.43,-308.95,-305.23,0.01,166.52,"1,577",58.42,-461.56
Debt Issued / Paid,476.76,-0.38,688.95,-184.22,445.12,258.26,"1,212",586.48,69.62,-107.93
Other Financing Activities,-110.61,15.13,326.07,1.03,-336.76,-465.94,-978.87,-486.8,-16.94,-119.68
Financing Cash Flow,17.67,-80.98,678.39,-492.14,-196.87,-312.8,399.83,"1,677",111.11,-689.17
Exchange Rate Effect,3.48,-13.17,-10.3,-6.43,11.6,-1.89,-1.57,5.43,-7.57,-7.81
Net Cash Flow,350.47,-110.04,491.04,-141.47,273.48,500,"1,007","-2,401.06",76.21,-243
Free Cash Flow,330.65,366.82,343.62,266.2,341.18,956.73,898.9,759.81,832.53,476.56
Free Cash Flow Growth,9.01%,10.94%,-6.32%,-22.53%,28.17%,180.42%,-6.04%,-15.47%,9.57%,-42.76%
Free Cash Flow Margin,10.94%,11.80%,10.64%,8.48%,10.32%,55.31%,43.82%,31.77%,27.91%,14.94%
Free Cash Flow Per Share,3.97,4.38,4.14,3.36,4.16,11.46,10.63,2.86,2.94,1.71
