,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"5,718","5,094","4,983","5,137","10,025","15,286","21,072","40,214","37,438","11,588","10,217"
Market Cap Growth,36.84%,-10.91%,-2.18%,3.09%,95.15%,52.48%,37.85%,90.84%,-6.90%,-69.05%,-
Enterprise Value,"5,692","5,023","5,230","5,321","10,383","15,290","23,496","43,316","40,540","14,843","13,345"
PE Ratio,20.01,12.28,41.71,-124.45,32.88,24.38,46.43,247.73,134.80,32.02,21.24
PS Ratio,1.89,1.64,1.54,1.64,3.03,8.84,10.27,16.82,12.55,3.63,3.11
PB Ratio,3.39,2.56,2.76,2.75,4.13,5.38,7.20,-28.43,-183.73,-32.20,-36.38
P/FCF Ratio,17.29,13.89,14.50,19.30,29.38,15.98,23.44,52.93,44.97,24.32,13.01
P/OCF Ratio,13.91,12.01,12.28,14.92,24.06,15.47,22.47,50.13,41.03,22.04,12.08
EV/Sales Ratio,1.88,1.62,1.62,1.69,3.14,8.84,11.45,18.11,13.59,4.65,4.06
EV/EBITDA Ratio,9.94,8.03,12.31,34.55,44.07,19.88,37.71,114.74,94.34,26.20,16.08
EV/EBIT Ratio,12.54,9.92,23.49,1837.41,87.12,20.86,40.52,128.83,104.40,28.39,17.18
EV/FCF Ratio,17.21,13.69,15.22,19.99,30.43,15.98,26.14,57.01,48.70,31.15,17.00
Debt / Equity Ratio,0.64,0.54,0.98,0.86,0.82,0.79,0.99,-2.72,-19.28,-10.66,-12.83
Debt / EBITDA Ratio,1.89,1.73,4.16,10.41,8.46,2.94,4.64,10.17,9.14,6.77,4.63
Debt / FCF Ratio,3.27,2.94,5.14,6.02,5.84,2.36,3.21,5.06,4.72,8.05,4.89
Quick Ratio,2.24,2.06,2.30,2.30,2.43,2.87,0.58,1.75,0.87,1.39,1.76
Current Ratio,2.51,2.28,2.53,2.58,2.66,3.13,3.67,2.04,1.04,1.59,1.96
Asset Turnover,0.77,0.74,0.75,0.66,0.64,0.27,0.26,0.58,0.68,0.74,0.77
Interest Coverage,13.51,9.00,3.02,0.03,1.13,7.75,5.22,2.57,2.98,3.59,4.93
Return on Equity (ROE),17.10%,22.60%,6.60%,-2.20%,14.10%,23.90%,15.70%,-30.30%,-68.20%,-88.60%,-172.90%
Return on Assets (ROA),7.30%,9.80%,2.80%,-0.90%,5.90%,9.80%,5.70%,3.90%,6.30%,8.40%,11.90%
Return on Capital (ROIC),10.47%,11.36%,4.03%,-0.94%,93.64%,10.58%,10.74%,24.26%,24.62%,14.21%,17.64%
Earnings Yield,5.00%,8.14%,2.40%,-0.80%,3.04%,4.10%,2.15%,0.40%,0.74%,3.12%,4.96%
FCF Yield,5.78%,7.20%,6.90%,5.18%,3.40%,6.26%,4.27%,1.89%,2.22%,4.11%,7.68%
Dividend Yield,1.40%,1.90%,2.30%,0.00%,0.00%,1.10%,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,28.10%,23.30%,94.40%,0.00%,0.00%,57.50%,0.00%,0.00%,0.00%,0.00%,0.00%
Buyback Yield / Dilution,5.84%,-0.61%,0.97%,4.45%,-3.40%,-1.86%,-1.29%,-214.44%,-6.43%,1.34%,1.73%
Total Shareholder Return,7.24%,1.29%,3.27%,4.45%,-3.40%,-0.76%,-1.29%,-214.44%,-6.43%,1.34%,1.73%
