,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"2,671","2,755","3,441","4,313","5,208","5,985","8,503","14,959","22,690","11,806","14,980"
Market Cap Growth,35.13%,3.15%,24.92%,25.34%,20.73%,14.93%,42.07%,75.92%,51.68%,-47.97%,-
Enterprise Value,"2,909","3,061","3,756","4,729","5,697","6,636","9,164","15,549","24,093","13,421","16,228"
PE Ratio,27.44,24.89,26.83,28.96,27.18,25.53,32.51,40.79,34.87,15.77,27.90
PS Ratio,1.28,1.23,1.46,1.68,1.87,2.00,2.66,3.80,4.29,1.91,2.66
PB Ratio,9.33,11.27,13.46,21.02,23.34,26.77,20.73,23.39,21.18,9.56,10.56
P/FCF Ratio,30.93,26.37,29.42,32.92,38.31,68.73,32.04,39.80,82.26,26.76,17.24
P/OCF Ratio,25.41,22.62,23.56,26.08,29.71,50.44,28.46,37.63,72.38,24.35,16.15
EV/Sales Ratio,1.40,1.36,1.59,1.84,2.04,2.21,2.86,3.95,4.55,2.17,2.88
EV/EBITDA Ratio,16.77,15.53,16.63,17.92,19.29,20.66,26.41,32.30,28.20,13.10,21.57
EV/EBIT Ratio,18.31,16.89,18.02,19.55,21.13,22.63,28.84,34.40,29.22,13.62,22.76
EV/FCF Ratio,33.69,29.29,32.12,36.10,41.92,76.20,34.53,41.37,87.35,30.42,18.68
Debt / Equity Ratio,0.86,1.31,1.28,2.13,2.33,2.98,1.68,0.98,1.33,1.34,0.94
Debt / EBITDA Ratio,1.42,1.63,1.45,1.66,1.76,2.08,1.99,1.30,1.67,1.62,1.77
Debt / FCF Ratio,2.85,3.07,2.80,3.34,3.82,7.66,2.60,1.66,5.18,3.76,1.53
Quick Ratio,0.51,0.53,0.56,0.64,0.70,0.73,0.65,0.67,0.54,0.59,0.77
Current Ratio,2.19,2.18,2.17,2.35,2.43,3.00,2.49,2.32,2.38,2.99,2.58
Asset Turnover,2.31,2.32,2.32,2.33,2.33,2.26,2.02,2.34,2.15,1.64,1.55
Return on Equity (ROE),31.10%,43.00%,50.40%,62.70%,79.90%,80.90%,75.60%,71.10%,72.50%,62.00%,40.50%
Return on Assets (ROA),10.80%,11.40%,12.60%,13.50%,16.00%,17.70%,16.50%,21.80%,26.40%,19.80%,15.00%
Return on Capital (ROIC),19.03%,20.41%,22.80%,24.49%,27.21%,28.19%,25.54%,29.80%,26.30%,26.91%,21.46%
Earnings Yield,3.64%,4.02%,3.73%,3.45%,3.68%,3.92%,3.08%,2.45%,2.87%,6.34%,3.63%
FCF Yield,3.23%,3.79%,3.40%,3.04%,2.61%,1.45%,3.12%,2.51%,1.22%,3.74%,5.80%
Dividend Yield,1.30%,1.30%,1.20%,1.10%,1.10%,1.20%,1.00%,0.60%,0.50%,1.30%,1.14%
Payout Ratio,34.80%,34.00%,33.60%,33.40%,30.30%,29.60%,32.00%,25.10%,18.40%,20.10%,31.70%
Buyback Yield / Dilution,1.10%,4.40%,2.61%,2.87%,1.24%,1.78%,1.99%,-0.69%,0.94%,1.67%,1.41%
Total Shareholder Return,2.40%,5.70%,3.81%,3.97%,2.34%,2.98%,2.99%,-0.09%,1.44%,2.97%,2.54%
