,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,97.33,110.69,128.28,148.96,191.63,234.46,261.58,366.74,650.62,748.46
Depreciation & Amortization,14.6,15.88,17.39,21.98,25.73,27.92,29.27,29.4,30.03,39.03
Share-Based Compensation,3.54,3.54,1.84,2.53,12.48,12.87,13.47,14.52,15.19,14.88
Other Operating Activities,-10.38,-8.3,-1.45,-8.09,-54.53,-156.59,-5.55,-13.07,-382.35,-317.51
Operating Cash Flow,105.09,121.82,146.05,165.38,175.31,118.66,298.78,397.58,313.49,484.85
Operating Cash Flow Growth,-11.75%,15.92%,19.89%,13.23%,6.01%,-32.32%,151.80%,33.07%,-21.15%,54.66%
Capital Expenditures,-18.74,-17.33,-29.1,-34.35,-39.39,-31.58,-33.36,-21.7,-37.66,-43.62
Acquisitions,-1.24,-10.65,-4.48,-19.73,-12.83,-2.58,-8.9,-124.59,-811.96,-9.26
Change in Investments,0.13,0.17,-4.22,-1.56,0,0,0,0,0,2.01
Investing Cash Flow,-19.86,-27.81,-37.79,-55.64,-52.22,-34.16,-42.26,-146.29,-849.61,-50.87
Dividends Paid,-33.81,-37.6,-43.12,-49.75,-58.03,-69.43,-83.77,-91.93,-119.58,-150.62
Share Issuance / Repurchase,-74.77,-122.94,-80.95,-166.66,-134.54,-173.9,-4.61,-56.38,-120.84,-462.3
Debt Issued / Paid,14.48,73.03,8.56,109.37,81.02,146.42,-155.79,-95.79,766.92,202.64
Other Financing Activities,4.61,5.52,7.71,7.37,-2.9,-0.66,-0.31,-0.28,-0.36,-1.37
Financing Cash Flow,-89.49,-81.98,-107.8,-99.67,-114.45,-97.57,-244.49,-244.37,526.13,-411.66
Exchange Rate Effect,-0.2,-5.2,-2.05,-1.34,-0.66,-0.51,0.2,-1.38,0.19,-1.06
Net Cash Flow,-4.46,6.82,-1.59,8.72,7.98,-13.58,12.23,5.55,-9.81,21.27
Free Cash Flow,86.35,104.49,116.96,131.03,135.92,87.08,265.41,375.88,275.83,441.24
Free Cash Flow Growth,-16.01%,21.01%,11.93%,12.03%,3.74%,-35.94%,204.81%,41.62%,-26.62%,59.97%
Free Cash Flow Margin,4.15%,4.65%,4.95%,5.10%,4.87%,2.90%,8.30%,9.55%,5.21%,7.14%
Free Cash Flow Per Share,1.87,2.36,2.71,3.13,3.33,2.16,6.66,9.37,6.92,11.20
