,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"2,080","2,247","2,363","2,571","2,788","2,998","3,200","3,937","5,296","6,180"
Revenue Growth (YoY),6.43%,8.02%,5.19%,8.79%,8.46%,7.53%,6.72%,23.04%,34.52%,16.70%
Cost of Revenue,"1,488","1,603","1,687","1,830","1,983","2,128","2,275","2,806","3,678","4,246"
Gross Profit,591.28,643.34,675.64,741.09,805.29,870.17,924.93,"1,131","1,617","1,933"
"Selling, General & Admin",425.79,454.47,459.42,485.23,520.92,556.28,583.68,659.93,786.81,907.02
Other Operating Expenses,0,0,0,0,0,0,0,6.94,-2.5,0.61
Operating Expenses,425.79,454.47,459.42,485.23,520.92,556.28,583.68,666.88,784.31,907.63
Operating Income,165.49,188.87,216.22,255.86,284.37,313.89,341.25,464.03,832.78,"1,026"
Other Expense / Income,6.57,7.62,7.81,13.97,14.76,20.65,23.51,12.06,8.35,40.56
Pretax Income,158.92,181.25,208.41,241.89,269.62,293.24,317.74,451.97,824.44,985.23
Income Tax,61.59,70.56,80.14,92.93,77.98,58.77,56.16,85.23,173.81,236.76
Net Income,97.33,110.69,128.28,148.96,191.63,234.46,261.58,366.74,650.62,748.46
Net Income Growth,18.74%,13.73%,15.88%,16.12%,28.65%,22.35%,11.56%,40.20%,77.41%,15.04%
Shares Outstanding (Basic),46,44,43,42,41,40,40,40,40,39
Shares Outstanding (Diluted),48,45,44,43,42,42,41,41,40,40
Shares Change,-1.10%,-4.40%,-2.61%,-2.87%,-1.24%,-1.78%,-1.99%,-,-0.94%,-1.67%
EPS (Basic),2.10,2.50,2.98,3.56,4.69,5.82,6.57,9.14,16.21,18.89
EPS (Diluted),2.05,2.44,2.90,3.47,4.51,5.62,6.40,8.97,15.97,18.70
EPS Growth,19.88%,19.02%,18.85%,19.66%,29.97%,24.61%,13.88%,40.16%,78.04%,17.09%
Free Cash Flow,86.35,104.49,116.96,131.03,135.92,87.08,265.41,375.88,275.83,441.24
Free Cash Flow Per Share,1.87,2.36,2.71,3.13,3.33,2.16,6.66,9.37,6.92,11.20
Dividend Per Share,0.730,0.850,1.000,1.190,1.420,1.720,2.100,2.290,2.980,3.800
Dividend Growth,17.74%,16.44%,17.65%,19.00%,19.33%,21.13%,22.09%,9.05%,30.13%,27.52%
Gross Margin,28.43%,28.64%,28.59%,28.83%,28.88%,29.02%,28.91%,28.73%,30.54%,31.29%
Operating Margin,7.96%,8.41%,9.15%,9.95%,10.20%,10.47%,10.67%,11.79%,15.73%,16.60%
Profit Margin,4.68%,4.93%,5.43%,5.79%,6.87%,7.82%,8.18%,9.32%,12.29%,12.11%
Free Cash Flow Margin,4.15%,4.65%,4.95%,5.10%,4.87%,2.90%,8.30%,9.55%,5.21%,7.14%
Effective Tax Rate,38.76%,38.93%,38.45%,38.42%,28.92%,20.04%,17.68%,18.86%,21.08%,24.03%
EBITDA,173.52,197.13,225.8,263.86,295.34,321.15,347.01,481.37,854.46,"1,024"
EBITDA Margin,8.34%,8.77%,9.56%,10.26%,10.59%,10.71%,10.85%,12.23%,16.14%,16.57%
Depreciation & Amortization,14.6,15.88,17.39,21.98,25.73,27.92,29.27,29.4,30.03,39.03
EBIT,158.92,181.25,208.41,241.89,269.62,293.24,317.74,451.97,824.44,985.23
EBIT Margin,7.64%,8.07%,8.82%,9.41%,9.67%,9.78%,9.93%,11.48%,15.57%,15.94%
