,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"4,887","4,953","5,056","4,828","4,691","4,643","4,718","4,539","4,476","4,588","4,594","4,629","4,504","4,576","4,665","4,603","4,731","4,604","4,582","4,569","4,633","4,594","4,640","4,583","5,009","4,612","4,683","4,836","4,743","4,722","5,010","4,965","5,095","5,063","5,053","4,964","5,195","5,134","5,132","4,970"
Revenue Growth (YoY),-8.10%,-5.96%,-3.91%,29.99%,-4.01%,-6.26%,-6.69%,-5.99%,-4.58%,-1.18%,-2.63%,1.98%,0.63%,-0.26%,1.55%,-0.56%,5.04%,0.61%,-1.78%,-0.74%,-2.07%,-0.22%,1.27%,0.31%,8.12%,0.39%,0.93%,5.52%,-5.31%,2.39%,6.98%,2.67%,7.42%,7.22%,0.86%,-0.02%,1.96%,1.40%,1.56%,0.12%
Cost of Revenue,"3,222","3,253","3,291","3,275","3,032","2,986","3,036","2,913","2,837","2,924","2,924","2,911","2,844","2,924","2,998","2,995","3,407","3,149","3,166","3,167","3,205","3,108","3,085","3,017","3,218","2,835","3,093","3,172","3,154","3,242","3,527","3,529","3,575","3,534","3,510","3,337","3,469","3,403","3,294","3,233"
Gross Profit,"1,665","1,700","1,765","1,553","1,659","1,657","1,682","1,626","1,639","1,664","1,670","1,718","1,660","1,652","1,667","1,608","1,324","1,455","1,416","1,402","1,428","1,486","1,555","1,566","1,791","1,777","1,590","1,664","1,589","1,480","1,483","1,436","1,520","1,529","1,543","1,627","1,726","1,731","1,838","1,737"
"Selling, General & Admin",896,938,904,971,849,869,868,857,825,847,833,795,807,835,807,753,"1,079",771,749,768,769,811,815,859,873,844,919,996,815,854,819,911,886,906,873,916,924,"1,015","1,029",993
Other Operating Expenses,58,-13,-16,424,62,"1,332",35,139,10,-21,1,18,5,3,-8,27,-2,10,-2,-5,4,5,-175,-44,14,8,5,-81,4,13,7,4,-59,2,15,-1,15,603,35,74
Operating Expenses,954,925,888,"1,395",911,"2,201",903,996,835,826,834,813,812,838,799,780,"1,077",781,747,763,773,816,640,815,887,852,924,915,819,867,826,915,827,908,888,915,939,"1,618","1,064","1,067"
Operating Income,711,775,877,158,748,-544,779,630,804,838,836,905,848,814,868,828,247,674,669,639,655,670,915,751,904,925,666,749,770,613,657,521,693,621,655,712,787,113,774,670
Interest Expense / Income,71,72,72,69,72,73,74,76,76,81,81,81,83,85,78,72,66,68,64,65,65,67,66,63,61,65,62,64,63,65,64,64,65,68,73,76,73,76,74,70
Other Expense / Income,-94,-31,-17,-3,-22,-31,-29,-31,-24,-26,-22,48,-5,-4,-1,-4,-16,13,16,72,-7,-14,-14,32,-14,-20,18,-20,-24,31,-2,7,-9,1,-12,-10,-25,-33,-44,-64
Pretax Income,734,734,822,92,698,-586,734,585,752,783,777,776,770,733,791,760,197,593,589,502,597,617,863,656,857,880,586,705,731,517,595,450,637,552,594,646,739,70,744,664
Income Tax,196,225,260,175,230,-281,217,252,207,217,227,271,207,202,224,143,104,138,138,91,143,132,192,109,197,199,114,166,147,113,126,93,114,115,127,139,173,-32,157,155
Net Income,538,509,562,-83,468,-305,517,333,545,566,550,505,563,531,567,617,93,455,451,411,454,485,671,547,660,681,472,539,584,404,469,357,523,437,467,507,566,102,587,509
Net Income Growth,1.32%,-3.23%,2.93%,-,-13.01%,-,-8.01%,-,16.45%,-,6.38%,51.65%,3.30%,-6.18%,3.09%,22.18%,-83.48%,-14.31%,-20.46%,-33.39%,388.17%,6.59%,48.78%,33.09%,45.37%,40.41%,-29.66%,-1.46%,-11.52%,-40.68%,-0.64%,-33.77%,-10.45%,8.17%,-0.43%,42.02%,8.22%,-76.66%,25.70%,0.39%
Shares Outstanding (Basic),379,377,374,372,365,364,364,363,361,360,360,358,356,355,353,352,351,349,348,346,344,344,344,343,342,341,341,340,338,337,337,337,337,337,338,337,338,337,338,338
Shares Change,-2.12%,-2.03%,-2.38%,-2.41%,-3.67%,-3.37%,-2.58%,-2.54%,-1.25%,-1.09%,-1.27%,-1.33%,-1.28%,-1.44%,-1.76%,-1.79%,-1.56%,-1.58%,-1.60%,-1.55%,-1.79%,-1.58%,-1.01%,-1.01%,-0.77%,-0.94%,-0.90%,-0.78%,-1.00%,-0.91%,-1.26%,-1.01%,-0.41%,-0.15%,0.26%,0.23%,0.15%,0.14%,0.17%,0.13%
EPS (Basic),1.42,1.35,1.51,-0.21,1.28,-0.84,1.42,0.91,1.51,1.57,1.53,1.42,1.58,1.50,1.61,1.75,0.27,1.30,1.30,1.19,1.32,1.41,1.95,1.60,1.93,2.00,1.38,1.58,1.73,1.20,1.39,1.06,1.55,1.30,1.38,1.50,1.68,0.30,1.74,1.51
EPS (Diluted),1.41,1.35,1.50,-0.21,1.27,-0.83,1.41,0.92,1.50,1.56,1.52,1.41,1.57,1.49,1.60,1.74,0.26,1.30,1.29,1.18,1.31,1.40,1.94,1.59,1.92,1.99,1.38,1.57,1.72,1.19,1.39,1.04,1.55,1.29,1.38,1.50,1.67,0.30,1.73,1.51
EPS Growth,3.68%,-0.74%,5.63%,-,-9.93%,-,-6.00%,-,18.11%,-,7.80%,53.26%,4.67%,-4.49%,5.26%,23.40%,-83.44%,-12.75%,-19.37%,-32.18%,403.85%,7.69%,50.39%,34.75%,46.56%,42.14%,-28.87%,-1.26%,-10.42%,-40.20%,0.72%,-33.76%,-9.88%,8.40%,-0.72%,44.23%,7.74%,-76.74%,25.36%,0.67%
Free Cash Flow,179,661,685,281,-264,529,578,407,333,683,763,705,221,654,596,676,353,629,489,673,1,356,794,618,352,"1,300",301,590,23,394,548,758,-49,523,589,794,412,599,767,998
Free Cash Flow Per Share,0.47,1.75,1.83,0.75,-0.72,1.45,1.59,1.12,0.92,1.90,2.12,1.97,0.62,1.84,1.69,1.92,1.01,1.80,1.41,1.94,0.00,1.03,2.31,1.80,1.03,3.82,0.88,1.74,0.07,1.17,1.63,2.25,-0.14,1.55,1.75,2.35,1.22,1.77,2.27,2.95
