,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"41,829","41,907","40,223","43,033","39,145","38,584","39,721","46,209","48,545","49,510","45,364","40,873","46,896","45,825","41,577","42,443","38,623","36,798","39,509","39,458","42,675","45,821","48,885","47,153","43,705","48,136","50,359","45,861","47,050","45,142","44,601","48,124","41,504","45,535","37,996","45,815","45,300","46,579","40,870","41,063","39,850"
Market Cap Growth,10.14%,12.17%,11.45%,7.95%,-6.42%,-7.93%,-1.25%,7.38%,24.01%,28.32%,14.21%,-11.55%,-3.40%,-7.44%,-8.35%,3.84%,-17.64%,-19.70%,-4.97%,-7.03%,10.49%,24.52%,23.73%,19.50%,2.41%,5.05%,3.02%,-2.74%,7.65%,-6.22%,-11.43%,4.93%,-11.79%,0.87%,-14.81%,-4.80%,9.15%,2.29%,7.56%,-10.37%,-
Enterprise Value,"46,976","47,093","45,198","49,200","46,289","45,580","46,663","53,365","55,813","56,531","52,128","47,522","53,814","52,797","48,568","49,252","45,677","43,801","46,540","46,374","50,074","53,279","56,222","54,458","51,174","54,761","57,209","53,922","55,552","53,920","53,257","56,428","50,081","53,953","46,221","53,810","53,257","54,134","48,146","47,954","46,741"
PE Ratio,19.46,19.66,18.73,28.20,26.89,60.10,66.53,45.62,44.54,25.25,22.75,18.87,21.47,21.32,19.20,18.63,21.36,21.25,24.45,27.98,24.10,25.44,24.19,21.86,18.50,18.81,21.34,19.50,20.67,22.58,22.35,26.53,23.68,25.50,21.30,23.69,22.91,28.37,23.20,23.28,22.70
PS Ratio,2.19,2.23,2.16,2.18,2.01,2.01,2.10,2.49,2.64,2.70,2.49,2.24,2.56,2.50,2.26,2.31,2.08,1.98,2.13,2.13,2.32,2.49,2.65,2.56,2.32,2.55,2.67,2.40,2.49,2.38,2.31,2.48,2.10,2.26,1.88,2.27,2.23,2.29,2.00,2.01,1.95
PB Ratio,8.96,9.08,9.43,59.03,202.83,74.77,735.57,-265.57,445.36,252.60,151.72,-400.71,344.83,449.26,160.53,67.48,121.84,-645.58,-297.06,-137.48,-139.92,-257.42,-346.70,-1428.88,-261.71,179.61,150.32,73.26,90.83,86.15,94.09,93.63,58.87,76.79,86.95,83.76,63.01,93.16,60.10,44.88,43.55
P/FCF Ratio,21.04,18.37,18.04,23.83,28.72,31.34,35.34,36.97,26.28,24.74,20.75,16.45,19.77,19.56,19.11,19.77,16.95,16.33,18.40,18.40,23.81,30.17,26.80,26.66,20.62,15.71,19.59,18.03,21.25,34.51,28.68,27.93,25.14,25.58,20.87,24.67,19.54,19.46,15.89,14.79,14.36
P/OCF Ratio,14.57,13.36,12.57,15.13,16.12,16.36,17.80,20.04,17.10,16.92,14.99,12.65,15.06,14.88,14.16,14.49,12.73,12.28,13.70,13.29,15.55,17.85,17.71,17.23,13.99,11.76,13.37,12.30,14.06,19.36,17.46,17.63,15.88,16.33,13.55,16.76,14.42,14.61,12.32,11.59,11.25
Debt / Equity Ratio,1.35,1.42,1.50,9.54,40.06,14.73,140.46,-44.68,72.50,39.17,25.58,-74.24,57.01,78.66,29.52,11.80,24.23,-131.35,-56.58,-25.98,-25.87,-44.90,-54.99,-234.76,-50.59,30.12,24.98,13.36,17.03,17.34,18.86,16.68,12.87,14.72,19.65,15.40,11.80,16.27,11.90,8.73,8.73
Quick Ratio,0.60,0.66,0.63,0.48,0.46,0.43,0.47,0.46,0.54,0.56,0.54,0.53,0.52,0.56,0.56,0.50,0.46,0.42,0.41,0.41,0.40,0.45,0.40,0.39,0.54,0.53,0.60,0.39,0.38,0.37,0.37,0.37,0.41,0.39,0.37,0.37,0.42,0.45,0.46,0.47,0.47
