,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,31.64,26.82,23.91,33.21,24.29,26.33,22.71,25.85,30.29,25.63,18.84,7.47,22.17,27.61,15.86,48.85,19.74,41.7,17.4,17.56,44.65,16.46,14.4,119.62,36.43,58.85,33.4,46.27,45.78,14.96,69.62,80.17,60.74,61.52,89.56,50.01,70.22,75.48,50.99,27.47
Depreciation & Amortization,4.92,5.31,8.56,9.9,9.27,9.5,10.69,10.59,10.83,10.66,13.64,15.61,16.04,14.75,15.42,15.62,16.27,17.15,19.05,19.88,19.32,19.92,20.09,20.55,21.11,20.99,21.09,20.88,21.1,24.67,24.73,25.1,25.37,25.87,26.64,26.7,26.97,26.92,28.54,27.8
Share-Based Compensation,0.74,0.63,1.36,2.08,1.29,1.23,2.04,2.32,2.32,2.75,3.19,4.06,3.97,3.41,3.8,5.04,4.75,14.65,11.57,6.86,5.73,8.13,8.37,10.13,7.86,6.02,12.95,15.58,10.64,9.81,11.74,13.97,8.07,8.41,14.46,16.74,10.11,-2.09,10.09,12.75
Other Operating Activities,-2.37,5.16,1.89,-9.45,-4.08,0.08,-3.6,-0.22,-6.3,-2.39,-9.45,14.5,-17.16,5.08,9.62,-30.32,-19.11,-8.67,-8.57,2.27,-30.04,11.44,-2.31,-79.89,-15.93,-41.06,-1.43,6.53,-2.66,72.58,-57.65,-18.25,-21.05,6.92,-74.58,-29.07,-56.76,-16.93,-30.24,15.1
Operating Cash Flow,34.93,37.92,35.72,35.73,30.78,37.14,31.83,38.54,37.14,36.65,26.22,41.63,25.02,50.85,44.7,39.18,21.65,64.84,39.45,46.56,39.66,55.95,40.54,70.42,49.47,44.79,66.01,89.27,74.87,122.02,48.43,100.99,73.13,102.72,56.08,64.38,50.54,83.39,59.38,83.12
Operating Cash Flow Growth,5.78%,26.46%,9.61%,14.06%,-11.90%,-2.06%,-10.88%,7.87%,20.67%,-1.32%,-17.62%,8.02%,-32.63%,38.75%,70.45%,-5.88%,-13.47%,27.52%,-11.74%,18.84%,83.20%,-13.72%,2.77%,51.23%,24.73%,-19.94%,62.83%,26.77%,51.34%,172.42%,-26.63%,13.13%,-2.32%,-15.82%,15.79%,-36.25%,-30.90%,-18.81%,5.89%,29.09%
Capital Expenditures,-4.26,-2.1,-4.91,-3.14,-4.92,-6.93,-6.12,-4.89,-2.84,-3.05,-2.44,-2.85,-4.02,-5.87,-5.27,-6.34,-3.51,-5.82,-4.19,-4.6,-4.93,-11.69,-10.53,-14.56,-9.28,-17.37,-10.94,-11.45,-10.6,-11.32,-6.07,-10.17,-15.1,-13.57,-9.56,-6.11,-11.75,-10.83,-13.59,-14.86
Acquisitions,0,-16.03,-359.73,-59.93,-0.34,-0.11,-82.97,0.08,-8,-0.54,-253.19,-2.74,1.99,-39.84,-10.63,-0.01,-54.42,18.79,-272.23,-0.06,0,-17.21,0,0,0,1.91,0,-9.77,-0.56,-215.59,0,0,0,0,-10.14,0,-232,0,-164.28,-3.28
Change in Investments,4.19,181.82,9.88,0,2.12,1.47,3.93,0,-3.15,-0,-6.84,-33.2,2.03,41.01,3.5,0,0,24.32,-11.69,-8.97,0.19,-1.42,-4.56,47.86,28.64,4.99,2.8,13.16,10.73,0,-1.05,-25,-20.89,-5,0.01,6,2.65,6.08,23.76,-5.53
Other Investing Activities,-0.01,-,-,-,-,0.05,-,-,-,-0.03,-,-,-,-,-,-,-,0.68,-,-,-,-,-,-,-,-,-,-0.56,0.56,-,-,-,-,-,-,-,-,-,-,-
