,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"8,916","10,621","11,178","9,647","9,388","10,707","11,107","9,502","9,251","10,447","10,483","9,269","9,101","10,747","11,061","10,228","9,968","11,775","11,953","10,742","10,472","12,536","12,560","11,439","8,592","1,468","3,062","3,973","4,150","7,126","9,154","9,470","9,348","13,824","13,975","13,435","12,759","15,578","15,488","14,223"
Revenue Growth (YoY),4.89%,9.42%,6.56%,6.29%,5.29%,0.81%,-0.64%,-1.50%,-1.46%,-2.43%,-5.62%,-2.45%,-1.62%,2.87%,5.51%,10.35%,9.53%,9.57%,8.06%,5.03%,5.06%,6.46%,5.08%,6.49%,-17.95%,-88.29%,-75.62%,-65.27%,-51.70%,385.42%,198.95%,138.36%,125.25%,93.99%,52.67%,41.87%,36.49%,12.69%,10.83%,5.87%
Cost of Revenue,"5,358","5,767","6,365","7,177","4,790","4,606","5,024","4,348","4,149","4,354","4,724",582,"3,502","3,814","4,029","3,913","4,008","4,641","4,833","4,463","4,305","4,791","4,802","7,594","4,710","1,781","2,050","2,421","3,056","3,708","4,235","4,347","5,014","6,632","6,859","6,388","6,462","6,525","7,024","6,908"
Gross Profit,"3,558","4,854","4,813","2,470","4,598","6,101","6,083","5,154","5,102","6,093","5,759","8,687","5,599","6,933","7,032","6,315","5,960","7,134","7,120","6,279","6,167","7,745","7,758","3,845","3,882",-313,"1,012","1,552","1,094","3,418","4,919","5,123","4,334","7,192","7,116","7,047","6,297","9,053","8,464","7,315"
"Selling, General & Admin","1,969","2,046","2,069","2,036","2,092","2,195","2,276","2,213","2,311","2,391","2,463","2,229","2,386","2,521","2,619","2,533","2,584","2,668","2,753","2,739","2,639","2,752","2,884","3,326","2,862","2,127","2,012","2,001","2,202","2,328","2,566","2,632","2,826","2,955","3,050","3,070","3,386","3,692","3,760","3,769"
Other Operating Expenses,969,"1,229","1,909","1,262","1,108","1,432","1,594","1,224","1,251","1,279","1,327","5,394","2,214","2,430","2,590","2,621","2,532","2,782","2,722","2,449","2,508","2,865","2,803",-880,"1,430","2,375","5,386",409,290,274,148,"2,228","2,291","2,718","2,610","2,507","3,188","2,870","2,720","2,224"
Operating Expenses,"2,938","3,275","3,978","3,298","3,200","3,627","3,870","3,437","3,562","3,670","3,790","7,623","4,600","4,951","5,209","5,154","5,116","5,450","5,475","5,188","5,147","5,617","5,687","2,446","4,292","4,502","7,398","2,410","2,492","2,602","2,714","4,860","5,117","5,673","5,660","5,577","6,574","6,562","6,480","5,993"
Operating Income,620,"1,579",835,-828,"1,398","2,474","2,213","1,717","1,540","2,423","1,969","1,064",999,"1,982","1,823","1,161",844,"1,684","1,645","1,091","1,020","2,128","2,071","1,399",-410,"-4,815","-6,386",-858,"-1,398",816,"2,205",263,-783,"1,519","1,456","1,470",-277,"2,491","1,984","1,322"
Interest Expense / Income,186,173,154,137,131,127,121,102,107,93,95,93,94,103,100,99,92,79,73,67,83,75,70,73,79,194,291,365,361,338,314,265,274,269,248,238,227,203,196,207
Other Expense / Income,99,108,102,175,81,-19,20,82,-1,-20,-26,302,56,48,-53,19,20,219,-116,-321,-9,146,54,-72,118,"2,005",182,-115,-244,-298,359,393,143,217,246,112,2,-29,267,"-1,160"
Pretax Income,335,"1,298",579,"-1,140","1,186","2,366","2,072","1,533","1,434","2,350","1,900",669,849,"1,831","1,776","1,043",732,"1,386","1,688","1,345",946,"1,907","1,947","1,398",-607,"-7,014","-6,859","-1,108","-1,515",776,"1,532",-395,"-1,200","1,033",962,"1,120",-506,"2,317","1,521","2,275"
Income Tax,122,497,222,-428,440,881,757,553,488,804,641,225,288,645,617,745,175,350,366,326,216,464,452,300,-73,"-1,297","-1,480",-353,-338,124,320,13,-260,298,267,291,-143,490,413,238
Net Income,213,801,357,-712,746,"1,485","1,315",980,946,"1,546","1,259",444,561,"1,186","1,159",298,557,"1,036","1,322","1,019",730,"1,443","1,495","1,098",-534,"-5,717","-5,379",-755,"-1,177",652,"1,212",-408,-940,735,695,829,-363,"1,827","1,108","2,037"
Net Income Growth,2942.86%,16.93%,-73.92%,-,250.23%,85.39%,268.35%,-,26.81%,4.11%,-4.26%,-54.69%,-40.70%,-23.29%,-7.94%,-32.88%,-0.71%,-12.65%,14.06%,241.95%,31.06%,39.29%,13.09%,7.75%,-,-,-,-,-,-,-,-,-,12.73%,-42.66%,-,-,148.57%,59.42%,145.72%
Shares Outstanding (Basic),849,848,843,837,824,816,795,786,779,772,749,736,731,736,724,713,707,702,691,686,679,655,650,647,640,638,638,638,638,640,640,640,640,641,641,641,641,643,643,643
Shares Change,-0.26%,-0.98%,-1.74%,-2.17%,-2.96%,-3.74%,-5.65%,-6.03%,-5.55%,-5.48%,-5.84%,-6.37%,-6.13%,-4.67%,-3.32%,-3.18%,-3.26%,-4.49%,-4.52%,-3.84%,-3.96%,-6.76%,-5.95%,-5.67%,-5.72%,-2.62%,-1.90%,-1.39%,-0.30%,0.29%,0.32%,0.36%,0.28%,0.22%,0.20%,0.18%,0.20%,0.26%,0.35%,0.35%
EPS (Basic),0.25,0.95,0.43,-0.84,0.91,1.85,1.67,1.26,1.22,2.04,1.70,0.64,0.77,1.63,1.62,0.44,0.79,1.49,1.93,1.49,1.10,2.22,2.32,1.71,-0.84,-9.01,-8.47,-1.19,-1.85,1.02,1.90,-0.64,-1.48,1.15,1.09,1.30,-0.57,2.86,1.73,3.18
EPS (Diluted),0.25,0.94,0.42,-0.83,0.90,1.83,1.65,1.26,1.21,2.03,1.69,0.63,0.77,1.62,1.61,0.43,0.79,1.49,1.92,1.49,1.09,2.21,2.31,1.71,-0.84,-9.01,-8.47,-1.19,-1.85,1.02,1.89,-0.63,-1.48,1.15,1.08,1.30,-0.57,2.84,1.72,3.17
EPS Growth,2400.00%,17.50%,-73.58%,-,260.00%,94.68%,292.86%,-,34.44%,10.93%,2.42%,-50.00%,-36.36%,-20.20%,-4.73%,-31.75%,2.60%,-8.02%,19.25%,246.51%,37.97%,48.32%,20.31%,14.77%,-,-,-,-,-,-,-,-,-,12.75%,-42.86%,-,-,146.96%,59.26%,143.85%
Free Cash Flow,337,"1,538",901,-78,"1,050","1,826","1,505",601,140,"2,169","1,174",341,"-1,632","1,381",652,731,107,"1,320",537,-118,582,"1,709","1,300",-102,-579,-571,"-2,708","-1,834",253,"1,105",-679,-662,5,"1,577",-573,"-1,012","1,235","1,156",-193,"-1,057"
Free Cash Flow Per Share,0.40,1.81,1.07,-0.09,1.27,2.24,1.89,0.76,0.18,2.81,1.57,0.46,-2.23,1.88,0.90,1.02,0.15,1.88,0.78,-0.17,0.86,2.61,2.00,-0.16,-0.91,-0.90,-4.25,-2.88,0.40,1.73,-1.06,-1.03,0.01,2.46,-0.89,-1.58,1.93,1.80,-0.30,-1.64
Dividend Per Share,0.060,0.060,0.090,0.090,0.090,0.090,0.135,0.135,0.135,0.135,0.203,0.203,0.203,0.203,0.305,0.305,0.305,0.305,0.350,0.350,0.350,0.350,0.403,0.403,0.403,-,-,-,-,-,-,-,-,-,-,-,-,-,0.100,0.100
Dividend Growth,-,-,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.37%,50.37%,50.37%,50.37%,50.25%,50.25%,50.25%,50.25%,14.75%,14.75%,14.75%,14.75%,15.14%,15.14%,15.14%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gross Margin,39.91%,45.70%,43.06%,25.60%,48.98%,56.98%,54.77%,54.24%,55.15%,58.32%,54.94%,93.72%,61.52%,64.51%,63.57%,61.74%,59.79%,60.59%,59.57%,58.45%,58.89%,61.78%,61.77%,33.61%,45.18%,-21.32%,33.05%,39.06%,26.36%,47.97%,53.74%,54.10%,46.36%,52.03%,50.92%,52.45%,49.35%,58.11%,54.65%,51.43%
Operating Margin,6.95%,14.87%,7.47%,-8.58%,14.89%,23.11%,19.92%,18.07%,16.65%,23.19%,18.78%,11.48%,10.98%,18.44%,16.48%,11.35%,8.47%,14.30%,13.76%,10.16%,9.74%,16.98%,16.49%,12.23%,-4.77%,-328.00%,-208.56%,-21.60%,-33.69%,11.45%,24.09%,2.78%,-8.38%,10.99%,10.42%,10.94%,-2.17%,15.99%,12.81%,9.29%
Profit Margin,2.39%,7.54%,3.19%,-7.38%,7.95%,13.87%,11.84%,10.31%,10.23%,14.80%,12.01%,4.79%,6.16%,11.04%,10.48%,2.91%,5.59%,8.80%,11.06%,9.49%,6.97%,11.51%,11.90%,9.60%,-6.22%,-389.44%,-175.67%,-19.00%,-28.36%,9.15%,13.24%,-4.31%,-10.06%,5.32%,4.97%,6.17%,-2.85%,11.73%,7.15%,14.32%
Free Cash Flow Margin,3.78%,14.48%,8.06%,-0.81%,11.18%,17.05%,13.55%,6.32%,1.51%,20.76%,11.20%,3.68%,-17.93%,12.85%,5.89%,7.15%,1.07%,11.21%,4.49%,-1.10%,5.56%,13.63%,10.35%,-0.89%,-6.74%,-38.90%,-88.44%,-46.16%,6.10%,15.51%,-7.42%,-6.99%,0.05%,11.41%,-4.10%,-7.53%,9.68%,7.42%,-1.25%,-7.43%
Effective Tax Rate,36.42%,38.29%,38.34%,-,37.10%,37.24%,36.53%,36.07%,34.03%,34.21%,33.74%,33.63%,33.92%,35.23%,34.74%,71.43%,23.91%,25.25%,21.68%,24.24%,22.83%,24.33%,23.22%,21.46%,-,-,-,-,-,15.98%,20.89%,-,-,28.85%,27.75%,25.98%,-,21.15%,27.15%,10.46%
EBITDA,521,"1,471",733,768,"1,317","2,493","2,193","3,470","1,541","2,443","1,995","2,648",943,"1,934","1,876","3,364",824,"1,465","1,761","3,741","1,029","1,982","2,017","4,052",-528,"-6,820","-6,568","1,569","-1,154","1,114","1,846","1,868",-926,"1,302","1,210","3,465",-279,"2,520","1,717","4,823"
EBITDA Margin,5.84%,13.85%,6.56%,7.96%,14.03%,23.28%,19.74%,36.52%,16.66%,23.38%,19.03%,28.57%,10.36%,18.00%,16.96%,32.89%,8.27%,12.44%,14.73%,34.83%,9.83%,15.81%,16.06%,35.42%,-6.15%,-464.58%,-214.50%,39.49%,-27.81%,15.63%,20.17%,19.73%,-9.91%,9.42%,8.66%,25.79%,-2.19%,16.18%,11.09%,33.91%
Depreciation & Amortization,0,0,0,"1,771",0,0,0,"1,835",0,0,0,"1,886",0,0,0,"2,222",0,0,0,"2,329",0,0,0,"2,581",0,0,0,"2,312",0,0,0,"1,998",0,0,0,"2,107",0,0,0,"2,341"
EBIT,521,"1,471",733,"-1,003","1,317","2,493","2,193","1,635","1,541","2,443","1,995",762,943,"1,934","1,876","1,142",824,"1,465","1,761","1,412","1,029","1,982","2,017","1,471",-528,"-6,820","-6,568",-743,"-1,154","1,114","1,846",-130,-926,"1,302","1,210","1,358",-279,"2,520","1,717","2,482"
EBIT Margin,5.84%,13.85%,6.56%,-10.40%,14.03%,23.28%,19.74%,17.21%,16.66%,23.38%,19.03%,8.22%,10.36%,18.00%,16.96%,11.17%,8.27%,12.44%,14.73%,13.14%,9.83%,15.81%,16.06%,12.86%,-6.15%,-464.58%,-214.50%,-18.70%,-27.81%,15.63%,20.17%,-1.37%,-9.91%,9.42%,8.66%,10.11%,-2.19%,16.18%,11.09%,17.45%
