,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"14,176","11,457","8,171","6,710","9,088","10,196","5,014","8,932","7,971","7,698","7,061"
Market Cap Growth,-7.70%,-19.18%,-28.68%,-17.88%,35.44%,12.19%,-50.82%,78.15%,-10.76%,-3.42%,-
Enterprise Value,"13,189","10,845","7,799","5,945","7,680","8,897","5,925","9,756","8,744","8,994","7,881"
PE Ratio,18.27,16.32,20.61,-67.57,55.82,23.66,13.05,-73.76,13.28,14.73,20.44
PS Ratio,1.90,1.50,1.10,1.01,1.47,1.62,0.81,2.03,1.28,1.20,1.07
PB Ratio,3.51,2.95,2.18,2.03,2.63,3.10,1.86,3.43,3.14,3.17,2.75
P/FCF Ratio,27.42,22.82,13.64,10.04,11.17,16.82,9.93,32.71,14.52,39.78,9.10
P/OCF Ratio,15.63,12.83,8.04,7.04,9.32,13.01,6.64,23.45,11.13,18.73,7.33
EV/Sales Ratio,1.77,1.42,1.05,0.89,1.24,1.41,0.96,2.22,1.41,1.40,1.19
EV/EBITDA Ratio,9.60,8.35,8.84,27.65,9.57,10.06,9.66,44.09,8.42,9.44,8.02
EV/EBIT Ratio,11.82,10.80,13.62,-64.27,15.14,14.75,17.22,-370.97,10.81,12.28,10.47
EV/FCF Ratio,25.51,21.60,13.02,8.89,9.44,14.68,11.73,35.72,15.93,46.48,10.15
Debt / Equity Ratio,0.07,0.14,0.19,0.18,0.17,0.21,1.12,1.38,1.33,1.18,1.06
Debt / EBITDA Ratio,0.22,0.41,0.81,2.74,0.74,0.78,4.94,16.27,3.25,3.00,2.78
Debt / FCF Ratio,0.58,1.06,1.19,0.88,0.73,1.14,5.99,13.18,6.14,14.79,3.53
Quick Ratio,1.93,1.52,1.34,1.55,1.53,1.99,1.14,2.04,1.33,1.35,1.38
Current Ratio,3.43,2.80,2.55,2.55,2.24,3.00,1.61,2.66,1.87,2.23,2.17
Asset Turnover,1.25,1.22,1.18,1.12,1.02,1.04,0.84,0.56,0.78,0.94,0.97
Interest Coverage,55.80,60.13,27.28,-7.46,27.88,29.14,19.55,-0.54,14.97,18.13,19.97
Return on Equity (ROE),19.60%,17.60%,10.50%,-2.80%,4.70%,12.70%,13.10%,-4.70%,22.10%,22.00%,24.00%
Return on Assets (ROA),13.00%,11.20%,6.30%,-1.70%,2.70%,7.10%,5.20%,-1.50%,7.50%,7.60%,8.60%
Return on Capital (ROIC),18.21%,16.65%,9.39%,-2.37%,4.09%,10.45%,6.52%,-0.70%,10.75%,10.05%,10.67%
Earnings Yield,5.47%,6.13%,4.85%,-1.48%,1.79%,4.23%,7.66%,-1.36%,7.53%,6.79%,8.33%
FCF Yield,3.65%,4.38%,7.33%,9.96%,8.95%,5.94%,10.07%,3.06%,6.89%,2.51%,10.99%
Dividend Yield,1.10%,1.40%,2.10%,2.50%,1.80%,1.90%,4.00%,0.00%,2.50%,2.60%,1.66%
Payout Ratio,19.90%,23.20%,43.00%,-166.70%,100.50%,46.70%,54.20%,0.00%,33.50%,38.90%,33.90%
Buyback Yield / Dilution,1.81%,3.15%,3.59%,3.73%,0.24%,0.97%,5.51%,4.79%,-1.09%,7.13%,2.37%
Total Shareholder Return,2.91%,4.55%,5.69%,6.23%,2.04%,2.87%,9.51%,4.79%,1.41%,9.73%,4.03%
