,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"2,130","2,421","2,511","2,641","2,555","2,592","2,778","2,839","2,727","2,894","2,956","2,872","2,811","3,078","3,078","3,307","3,131","3,357","3,439","3,526","3,490","3,617","3,600","3,671","3,534","3,682","3,376","2,853","2,694","2,775","2,779","2,734","2,532","2,589","2,509","2,544","2,463","2,456","2,530","2,386"
Revenue Growth (YoY),50.50%,40.50%,37.40%,34.33%,19.97%,7.03%,10.61%,7.52%,6.72%,11.68%,6.40%,1.15%,3.08%,6.36%,4.13%,15.15%,11.40%,9.03%,11.74%,6.63%,11.46%,7.75%,4.68%,4.11%,1.28%,1.79%,-6.22%,-22.30%,-23.78%,-24.63%,-17.69%,-4.16%,-6.02%,-6.70%,-9.73%,-6.94%,-2.72%,-5.14%,0.87%,-6.20%
Cost of Revenue,279.25,291.89,302.64,297.23,312.4,286.1,310,331.8,313,370.3,416.9,378.5,384.6,366.2,370,509.2,446,421,460.8,488.5,602,476.3,430,447.1,454.3,411.1,449.1,490.6,478.1,459.7,511.8,660.1,753.9,484,469.5,570.9,662.8,592.7,659.6,618.3
Gross Profit,"1,851","2,130","2,209","2,343","2,243","2,306","2,468","2,508","2,414","2,524","2,539","2,494","2,426","2,712","2,708","2,798","2,685","2,936","2,978","3,038","2,888","3,140","3,170","3,224","3,080","3,271","2,927","2,362","2,216","2,315","2,267","2,074","1,778","2,105","2,039","1,973","1,800","1,863","1,871","1,768"
"Selling, General & Admin",511.67,576.62,570.44,573.57,560.4,491.9,477.8,583,497.3,492.4,462.7,494.2,498.7,429.8,433.4,572,501.3,516.2,497.7,591.1,567.7,587.6,554.5,664.9,570.1,555.1,573.1,806.2,595,637.3,654.1,787.9,634.9,572.6,563.3,632.8,605,548,788.2,608.5
Research & Development,528.88,447.27,417.17,500.07,460.5,490.7,519.9,541.7,437.3,473.1,529,533.9,423.4,796.2,446.4,587.6,496.7,981,507.9,611.6,563.7,484.8,540.4,691.7,476.3,647.6,"1,141","1,726",514.2,585.1,702.4,699.5,551.7,528.6,549.2,601.6,570.6,584.2,736.3,570.9
Other Operating Expenses,142.46,120.85,73,153.5,103.7,89.8,98.3,184.1,100.8,97.9,121.9,577.9,479.3,264,174.1,172,158,225.1,275,392,253.7,112.1,268.9,89.9,213.7,93.3,126.6,-337.1,132.8,510.8,619.5,181.3,243.9,-265.6,-444.6,134.9,186.3,23,487.4,297
Operating Expenses,"1,183","1,145","1,061","1,227","1,125","1,072","1,096","1,309","1,035","1,063","1,114","1,606","1,401","1,490","1,054","1,332","1,156","1,722","1,281","1,595","1,385","1,185","1,364","1,447","1,260","1,296","1,841","2,195","1,242","1,733","1,976","1,669","1,431",835.6,667.9,"1,369","1,362","1,155","2,012","1,476"
Operating Income,667.49,984.83,"1,148","1,116","1,118","1,233","1,372","1,199","1,378","1,461","1,425",887.5,"1,025","1,222","1,654","1,466","1,529","1,213","1,698","1,443","1,503","1,956","1,806","1,778","1,820","1,975","1,086",166.8,973.9,582.1,291.1,405,347.4,"1,270","1,371",603.8,438.3,708.1,-141.2,291.6
Other Expense / Income,9.12,1.8,16.57,-35.38,13.6,13.3,76.2,110,51.1,57.1,55.4,48,37.9,89.8,44,197.5,33.7,82.9,-116.6,26.7,-328.6,213.7,49.1,61.9,128.8,-13.7,144.1,-204.4,519.5,542.7,-12.2,-406.4,-82,-5.2,0.2,-0.9,-0.3,1.7,-0.2,-0.8
