,2013-12-28,2014-03-22,2014-06-14,2014-09-06,2014-12-27,2015-03-21,2015-06-13,2015-09-05,2015-12-26,2016-03-19,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"32,897","33,339","34,971","31,813","31,998","34,307","39,396","34,018","31,912","32,006","33,785","35,406","23,242","22,611","25,685","25,379","27,502","28,307","25,282","28,851","28,707","30,583","33,862","34,515","30,467","20,615","26,159","27,518","32,749","32,460","34,268","36,161","40,704","34,253","32,369","30,258","36,079","36,997","38,806","35,010","37,715"
Market Cap Growth,12.50%,6.14%,9.32%,2.42%,-2.73%,2.90%,12.65%,6.93%,-0.27%,-6.71%,-14.24%,4.08%,-27.17%,-29.36%,-23.97%,-28.32%,18.33%,25.19%,-1.57%,13.68%,4.38%,8.04%,33.94%,19.63%,6.13%,-32.59%,-22.75%,-20.27%,7.49%,57.46%,31.00%,31.41%,24.29%,5.52%,-5.54%,-16.32%,-11.36%,8.01%,19.89%,15.70%,-
Enterprise Value,"35,313","35,624","37,305","34,189","34,764","37,019","42,159","36,374","35,527","35,903","33,785","35,406","31,642","31,194","34,564","34,250","35,784","36,805","34,635","38,353","38,487","40,379","43,804","44,399","40,424","30,967","36,602","37,499","42,744","42,522","44,374","46,413","51,464","45,293","43,569","41,437","47,563","48,395","49,937","45,879","48,584"
PE Ratio,30.15,28.92,29.00,21.82,30.45,33.83,43.06,36.50,24.87,24.91,24.38,22.06,14.15,14.50,17.97,21.03,20.52,18.96,15.72,17.55,18.62,22.31,25.29,30.28,23.55,18.49,25.35,25.96,36.23,28.30,25.73,22.93,25.84,20.79,21.86,23.57,27.23,30.18,27.33,23.26,25.58
PS Ratio,2.51,2.51,2.58,2.36,4.86,5.29,6.17,5.27,4.97,6.11,9.27,20.42,3.66,3.57,4.10,4.10,4.68,4.85,4.39,5.06,5.05,5.49,6.14,6.32,5.44,3.68,4.76,4.91,5.79,5.53,5.46,5.62,6.18,5.16,4.85,4.51,5.27,5.33,5.55,4.96,5.34
PB Ratio,15.19,14.66,15.45,12.70,20.68,20.10,25.11,18.64,35.03,205.17,-,-,-4.14,-3.89,-4.21,-4.15,-4.34,-4.19,-3.49,-3.87,-3.62,-3.87,-4.24,-4.26,-3.80,-2.50,-3.23,-3.47,-4.15,-4.10,-4.34,-4.60,-4.86,-4.03,-3.78,-3.54,-4.07,-4.22,-4.60,-4.28,-4.28
P/FCF Ratio,30.18,25.18,23.17,26.67,20.76,23.96,27.98,19.34,18.25,15.79,17.04,17.89,14.09,17.46,22.10,34.53,38.63,43.75,35.16,33.12,30.47,29.10,32.84,32.35,27.23,19.34,25.42,25.04,28.60,26.58,22.27,23.40,27.58,24.33,26.71,26.57,31.43,30.23,30.34,26.79,28.86
P/OCF Ratio,15.38,14.45,14.02,14.47,15.62,17.20,20.60,15.09,14.56,13.78,15.31,17.10,11.19,13.16,16.54,23.11,26.70,30.40,26.01,26.04,24.41,23.76,26.96,27.33,23.17,16.45,21.51,21.41,25.10,23.34,19.97,20.73,23.86,20.95,22.25,21.78,25.28,24.29,24.51,21.79,23.47
Debt / Equity Ratio,1.38,1.33,1.40,1.35,2.16,1.98,2.17,1.76,4.31,30.97,-,-,-1.63,-1.57,-1.61,-1.61,-1.55,-1.40,-1.33,-1.30,-1.27,-1.27,-1.28,-1.31,-1.32,-1.40,-1.44,-1.40,-1.36,-1.34,-1.35,-1.43,-1.34,-1.34,-1.36,-1.36,-1.34,-1.34,-1.37,-1.41,-1.41
Quick Ratio,0.39,0.51,0.55,0.66,0.37,0.46,0.37,0.46,0.21,0.29,-,-,0.84,0.56,0.90,0.95,1.27,1.34,0.91,0.61,0.66,0.62,0.66,1.23,0.77,1.11,1.20,1.05,0.75,0.72,0.69,1.14,0.76,0.71,0.85,0.80,0.61,0.62,0.74,0.87,0.87
