,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-03-29,2015-06-28,2015-09-27,2015-12-31,2016-03-27,2016-06-26,2016-09-25,2016-12-31,2017-03-26,2017-06-25,2017-09-24,2017-12-31,2018-03-25,2018-06-24,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-29,2019-12-31,2020-03-29,2020-06-28,2020-09-27,2020-12-31,2021-03-28,2021-06-27,2021-09-26,2021-12-31,2022-03-27,2022-06-26,2022-09-25,2022-12-31,2023-03-26,2023-06-25,2023-09-24,2023-12-31
Revenue,"10,650","11,306","11,114","6,876","10,111","11,643","10,060","11,520","10,368","11,577","11,551","13,794","11,212","12,563","12,341","13,844","11,635","13,398","14,318","14,411","14,336","14,427","15,171","15,878","15,651","16,220","16,495","17,032","16,258","17,029","16,028","17,729","14,964","15,446","16,583","18,991","15,126","16,693","16,878","18,874"
Revenue Growth (YoY),-3.79%,-0.89%,-2.05%,-40.38%,-5.06%,2.98%,-9.48%,67.54%,2.54%,-0.57%,14.82%,19.74%,8.14%,8.52%,6.84%,0.36%,3.77%,6.65%,16.02%,4.10%,23.21%,7.68%,5.96%,10.18%,9.17%,12.43%,8.73%,7.27%,3.88%,4.99%,-2.83%,4.09%,-7.96%,-9.30%,3.46%,7.12%,1.08%,8.07%,1.78%,-0.62%
Cost of Revenue,"9,279","9,965","9,839","6,180","8,848","10,272","8,963","10,383","9,273","10,347","10,167","12,102","9,806","10,907","10,741","12,135","9,977","11,645","12,397","12,469","12,148","12,434","13,108","13,755","13,560","14,007","14,359","14,818","14,072","14,878","13,726","15,307","13,055","13,490","14,463","16,689","13,080","14,603","14,830","16,579"
Gross Profit,"1,371","1,341","1,275",696,"1,263","1,371","1,097","1,137","1,095","1,230","1,384","1,692","1,406","1,656","1,600","1,709","1,658","1,753","1,921","1,942","2,188","1,993","2,063","2,123","2,091","2,213","2,136","2,214","2,186","2,151","2,302","2,422","1,909","1,956","2,120","2,302","2,046","2,090","2,048","2,295"
Operating Income,"1,371","1,341","1,275",696,"1,263","1,371","1,097","1,137","1,095","1,230","1,384","1,692","1,406","1,656","1,600","1,709","1,658","1,753","1,921","1,942","2,188","1,993","2,063","2,123","2,091","2,213","2,136","2,214","2,186","2,151","2,302","2,422","1,909","1,956","2,120","2,302","2,046","2,090","2,048","2,295"
Interest Expense / Income,86,85,82,87,93,104,104,142,165,165,162,171,155,160,162,174,155,165,177,171,171,163,162,157,148,149,145,149,140,142,141,146,135,141,145,202,202,223,237,254
Other Expense / Income,-63,-85,-118,-429,-96,-76,-205,-103,-156,-267,"-1,511",406,216,154,141,-110,143,168,169,288,72,147,120,134,-87,102,-10,-122,-165,-161,"1,482",-214,-287,"1,485",-124,-90,-150,-139,-142,-104
Pretax Income,"1,348","1,341","1,311","1,038","1,266","1,343","1,198","1,098","1,086","1,332","2,733","1,115","1,035","1,342","1,297","1,645","1,360","1,420","1,575","1,483","1,945","1,683","1,781","1,832","2,030","1,962","2,001","2,187","2,211","2,170",679,"2,490","2,061",330,"2,099","2,190","1,994","2,006","1,953","2,145"
Income Tax,415,452,423,134,388,414,333,165,188,311,338,256,246,387,334,"2,389",203,257,102,230,241,263,173,334,313,336,303,395,374,355,65,441,328,21,321,278,305,325,269,279
Net Income,933,889,888,904,878,929,865,933,898,"1,021","2,395",859,789,955,963,-744,"1,157","1,163","1,473","1,253","1,704","1,420","1,608","1,498","1,717","1,626","1,698","1,792","1,837","1,815",614,"2,049","1,733",309,"1,778","1,912","1,689","1,681","1,684","1,866"
