,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"145,246","146,472","150,059","170,543","155,781","191,791","200,467","234,747","248,897","233,507","228,595"
Market Cap Growth,14.51%,0.84%,2.45%,13.65%,-8.66%,23.12%,4.52%,17.10%,6.03%,-6.18%,-
Enterprise Value,"165,417","167,747","170,879","190,314","177,112","218,121","235,066","269,093","282,620","267,609","262,697"
PE Ratio,22.30,26.87,23.71,35.11,12.45,26.22,28.16,30.82,27.94,25.73,25.35
PS Ratio,2.18,2.32,2.39,2.69,2.41,2.86,2.85,2.95,2.88,2.55,2.50
PB Ratio,8.26,12.14,13.34,15.44,10.73,12.97,14.90,14.63,14.51,12.62,12.35
P/FCF Ratio,18.71,17.88,19.43,23.55,24.86,34.33,31.19,32.80,42.51,28.75,28.15
P/OCF Ratio,13.83,13.48,14.07,17.00,16.55,19.88,18.89,20.21,23.02,17.37,17.01
EV/Sales Ratio,2.48,2.66,2.72,3.00,2.74,3.25,3.34,3.39,3.27,2.93,2.87
EV/EBITDA Ratio,13.51,15.56,13.99,14.56,13.88,16.71,17.85,18.14,19.02,17.07,16.76
EV/EBIT Ratio,17.19,20.06,17.36,17.78,17.09,21.37,23.18,23.15,24.41,22.02,21.61
EV/FCF Ratio,21.31,20.48,22.13,26.28,28.26,39.04,36.57,37.60,48.27,32.95,32.34
Debt / Equity Ratio,1.64,2.76,3.29,3.56,2.23,2.17,3.28,2.51,2.28,2.38,2.38
Debt / EBITDA Ratio,2.36,3.09,3.03,3.01,2.53,2.46,3.35,2.72,2.63,2.81,2.81
Debt / FCF Ratio,3.72,4.06,4.78,5.42,5.16,5.74,6.87,5.64,6.67,5.43,5.43
Quick Ratio,0.85,1.05,1.08,1.29,0.82,0.66,0.77,0.56,0.58,0.66,0.66
Current Ratio,1.14,1.31,1.25,1.51,0.99,0.86,0.98,0.83,0.80,0.85,0.85
Asset Turnover,0.86,0.90,0.87,0.82,0.83,0.88,0.78,0.86,0.93,0.94,0.94
Interest Coverage,10.58,8.62,7.34,9.30,8.50,10.92,8.99,6.24,12.33,14.84,14.84
Return on Equity (ROE),29.80%,37.50%,53.10%,39.80%,109.30%,51.30%,53.80%,49.80%,48.90%,50.40%,50.40%
Return on Assets (ROA),8.40%,7.70%,8.70%,6.30%,16.10%,9.50%,7.90%,8.30%,9.60%,9.30%,9.30%
Return on Capital (ROIC),15.41%,13.58%,15.14%,10.38%,29.54%,17.32%,13.82%,15.45%,17.15%,15.32%,15.32%
Earnings Yield,4.48%,3.72%,4.22%,2.85%,8.03%,3.81%,3.55%,3.25%,3.58%,3.89%,3.97%
FCF Yield,5.34%,5.59%,5.15%,4.25%,4.02%,2.91%,3.21%,3.05%,2.35%,3.48%,3.55%
Dividend Yield,2.60%,2.70%,2.80%,2.60%,3.30%,2.80%,2.80%,2.50%,2.50%,2.90%,3.04%
Payout Ratio,58.80%,74.40%,67.40%,93.10%,40.60%,72.50%,78.20%,77.10%,70.20%,75.00%,77.13%
Buyback Yield / Dilution,2.12%,2.75%,2.22%,0.96%,0.90%,1.26%,1.07%,0.22%,0.14%,0.29%,0.29%
Total Shareholder Return,4.72%,5.45%,5.02%,3.56%,4.20%,4.06%,3.87%,2.72%,2.64%,3.19%,3.33%
