,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"2,523","1,468","1,430","1,758","2,111","1,350","1,486","1,509","1,801","1,371","1,587","1,640","1,829","1,449","1,527","1,778","1,953","1,492","1,599","1,829","2,059","1,445","1,546","1,574","1,864","1,382","1,507","1,727","2,013","1,558","1,725","2,033","2,374","1,920","2,024","2,278","2,284","1,555","1,673","1,950"
Revenue Growth (YoY),27.49%,4.41%,-1.04%,1.27%,-16.33%,-8.04%,3.92%,-14.16%,-14.68%,1.56%,6.80%,8.68%,1.55%,5.69%,-3.78%,8.41%,6.78%,2.97%,4.72%,2.87%,5.43%,-3.15%,-3.31%,-13.94%,-9.47%,-4.36%,-2.52%,9.72%,7.99%,12.74%,14.47%,17.72%,17.93%,23.23%,17.33%,12.05%,-3.79%,-19.01%,-17.34%,-14.40%
Cost of Revenue,"1,841","1,026",984,"1,239","1,411",917,937,"1,001","1,150",860,967,"1,074","1,098",945,942,"1,095","1,224",965,"1,032","1,254","1,296",940,910,"1,043","1,066",837,867,"1,045","1,123",975,"1,134","1,448","1,441","1,350","1,436","1,607","1,475",959,"1,049","1,117"
Gross Profit,682,442,446,519,700,433,549,508,651,511,620,566,731,504,585,683,729,527,567,575,763,505,636,531,798,545,640,682,890,583,591,585,933,570,588,671,809,596,624,833
Other Operating Expenses,199,151,153,182,222,169,173,186,238,176,183,214,262,197,193,229,279,204,206,244,298,216,215,260,316,222,226,280,338,244,250,282,345,242,243,296,353,255,262,310
Operating Expenses,199,151,153,182,222,169,173,186,238,176,183,214,262,197,193,229,279,204,206,244,298,216,215,260,316,222,226,280,338,244,250,282,345,242,243,296,353,255,262,310
Operating Income,483,291,293,337,478,264,376,322,413,335,437,352,469,307,392,454,450,323,361,331,465,289,421,271,482,323,414,402,552,339,341,303,588,328,345,375,456,341,362,523
Interest Expense / Income,101,101,101,104,101,103,101,91,106,108,110,111,107,110,111,110,111,112,114,121,121,131,133,75,137,127,130,127,124,125,125,126,124,126,130,139,147,160,164,172
Other Expense / Income,-2,8,-6,18,-6,-2,-7,3,-18,-15,-16,46,-14,-8,-10,48,-29,-21,-22,4,-23,-26,-31,-76,-39,-39,-48,-5,-85,-71,-80,-566,-60,-49,-56,-60,-66,-155,-80,-141
Pretax Income,384,182,198,215,383,163,282,228,325,242,343,195,376,205,291,296,368,232,269,206,367,184,319,272,384,235,332,280,513,285,296,743,524,251,271,296,375,336,278,492
Income Tax,180,99,104,119,181,96,134,122,161,118,157,118,177,113,119,299,127,93,100,98,154,91,112,105,141,99,114,122,164,109,107,104,171,103,106,125,171,138,102,183
